# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "nigoni.cds.small.gff" "-o" "counts/Cni_fc.counts.txt" "alignments/Cni_1_Cni.sorted.bam" "alignments/Cni_2_Cni.sorted.bam" "alignments/Cni_3_Cni.sorted.bam" "alignments/hf1_split/HF1_1_Cni.sorted.bam" "alignments/hf1_split/HF1_2_Cni.sorted.bam" "alignments/hf1_split/HF1_3_Cni.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/Cni_1_Cni.sorted.bam	alignments/Cni_2_Cni.sorted.bam	alignments/Cni_3_Cni.sorted.bam	alignments/hf1_split/HF1_1_Cni.sorted.bam	alignments/hf1_split/HF1_2_Cni.sorted.bam	alignments/hf1_split/HF1_3_Cni.sorted.bam
CBRIG.X.g21719.t1__CNIGO.Cnig_chr_X.g25766.t1	CNIGO.Cnig_chr_X.g25766.t1	1	351	+	351	458	433	413	68	74	59
CBRIG.X.g21735.t1__CNIGO.Cnig_chr_X.g25792.t1	CNIGO.Cnig_chr_X.g25792.t1	1	1350	+	1350	436	455	463	520	512	511
CBRIG.X.g21739.t1__CNIGO.Cnig_chr_X.g25796.t1	CNIGO.Cnig_chr_X.g25796.t1	1	2556	+	2556	8208	8241	8551	1482	1521	1518
CBRIG.X.g21746.t2__CNIGO.Cnig_chr_X.g25804.t3	CNIGO.Cnig_chr_X.g25804.t3	1	666	+	666	265	252	262	669	663	740
CBRIG.X.g21754.t1__CNIGO.Cnig_chr_X.g25813.t1	CNIGO.Cnig_chr_X.g25813.t1	1	1188	+	1188	427	435	506	647	705	694
CBRIG.X.g21756.t2__CNIGO.Cnig_chr_X.g25815.t3	CNIGO.Cnig_chr_X.g25815.t3	1	2112	+	2112	813	905	812	367	474	389
CBRIG.X.g21773.t2__CNIGO.Cnig_chr_X.g25835.t1	CNIGO.Cnig_chr_X.g25835.t1	1	561	+	561	245	228	225	77	93	116
CBRIG.X.g21782.t1__CNIGO.Cnig_chr_X.g25843.t1	CNIGO.Cnig_chr_X.g25843.t1	1	420	+	420	801	778	935	478	363	384
CBRIG.X.g21799.t1__CNIGO.Cnig_chr_X.g25888.t1	CNIGO.Cnig_chr_X.g25888.t1	1	1938	+	1938	1574	1425	1499	495	404	422
CBRIG.X.g21806.t1__CNIGO.Cnig_chr_X.g25881.t1	CNIGO.Cnig_chr_X.g25881.t1	1	1278	+	1278	484	528	570	231	242	265
CBRIG.X.g21823.t1__CNIGO.Cnig_chr_X.g25861.t1	CNIGO.Cnig_chr_X.g25861.t1	1	408	+	408	320	345	332	544	416	587
CBRIG.X.g21824.t1__CNIGO.Cnig_chr_X.g25860.t1	CNIGO.Cnig_chr_X.g25860.t1	1	1341	+	1341	475	489	469	240	290	236
CBRIG.X.g21847.t1__CNIGO.Cnig_chr_X.g25910.t1	CNIGO.Cnig_chr_X.g25910.t1	1	2682	+	2682	3284	3082	3249	501	543	610
CBRIG.X.g21852.t2__CNIGO.Cnig_chr_X.g25916.t1	CNIGO.Cnig_chr_X.g25916.t1	1	1365	+	1365	2209	2294	2274	255	247	200
CBRIG.X.g21855.t5__CNIGO.Cnig_chr_X.g25919.t1	CNIGO.Cnig_chr_X.g25919.t1	1	6420	+	6420	5011	5087	5013	1427	1348	1229
CBRIG.X.g21860.t1__CNIGO.Cnig_chr_X.g25927.t2	CNIGO.Cnig_chr_X.g25927.t2	1	633	+	633	281	249	257	710	734	744
CBRIG.X.g21865.t1__CNIGO.Cnig_chr_X.g25932.t2	CNIGO.Cnig_chr_X.g25932.t2	1	1830	+	1830	707	751	762	1486	1503	1534
CBRIG.X.g21960.t1__CNIGO.Cnig_chr_X.g26105.t1	CNIGO.Cnig_chr_X.g26105.t1	1	624	+	624	473	450	428	395	373	351
CBRIG.X.g21972.t1__CNIGO.Cnig_chr_X.g26126.t1	CNIGO.Cnig_chr_X.g26126.t1	1	276	+	276	289	333	359	57	51	75
CBRIG.X.g22000.t1__CNIGO.Cnig_chr_X.g26163.t1	CNIGO.Cnig_chr_X.g26163.t1	1	495	+	495	814	782	692	120	63	87
CBRIG.X.g22004.t1__CNIGO.Cnig_chr_X.g26167.t1	CNIGO.Cnig_chr_X.g26167.t1	1	3345	+	3345	1336	1299	1304	2088	2029	1974
CBRIG.X.g22157.t1__CNIGO.Cnig_chr_X.g26375.t1	CNIGO.Cnig_chr_X.g26375.t1	1	1545	+	1545	1856	1801	1769	277	323	275
CBRIG.X.g22181.t1__CNIGO.Cnig_chr_X.g26524.t1	CNIGO.Cnig_chr_X.g26524.t1	1	243	+	243	96	103	106	169	127	150
CBRIG.X.g22186.t2__CNIGO.Cnig_chr_X.g26518.t1	CNIGO.Cnig_chr_X.g26518.t1	1	726	+	726	333	300	287	143	155	115
CBRIG.X.g22219.t3__CNIGO.Cnig_chr_X.g26477.t3	CNIGO.Cnig_chr_X.g26477.t3	1	843	+	843	351	363	308	434	574	519
CBRIG.X.g22247.t1__CNIGO.Cnig_chr_X.g26443.t1	CNIGO.Cnig_chr_X.g26443.t1	1	867	+	867	1044	985	1080	179	171	165
CBRIG.X.g22302.t1__CNIGO.Cnig_chr_X.g26571.t2	CNIGO.Cnig_chr_X.g26571.t2	1	693	+	693	284	216	282	99	154	119
CBRIG.X.g22304.t2__CNIGO.Cnig_chr_X.g26575.t3	CNIGO.Cnig_chr_X.g26575.t3	1	1332	+	1332	1634	1607	1586	261	309	224
CBRIG.X.g22354.t1__CNIGO.Cnig_chr_X.g26679.t2	CNIGO.Cnig_chr_X.g26679.t2	1	1047	+	1047	1718	1737	1788	187	163	229
CBRIG.X.g22373.t1__CNIGO.Cnig_chr_X.g26693.t2	CNIGO.Cnig_chr_X.g26693.t2	1	711	+	711	311	266	292	136	179	146
