Geneid	BF1_Cbr	BF2_Cbr	BF3_Cbr	BM1_Cbr	BM2_Cbr	BM3_Cbr	9F1_Cni	9F2_Cni	9F3_Cni	9M1_Cni	9M2_Cni	9M3_Cni
IV.g11219.t1__Cnig_chr_IV.g13108.t1	7789	8065	6403	6839	4519	6891	7295	6880	7167	8611	7797	8718
IV.g12720.t1__Cnig_chr_IV.g14748.t1	6461	4520	5263	5227	4508	4754	2952	3126	3112	4271	3836	4701
I.g985.t1__Cnig_chr_I.g474.t2	46	52	46	130	132	118	33	37	45	151	164	159
V.g15679.t1__Cnig_chr_V.g18634.t2	553	517	502	540	267	467	920	837	877	635	509	538
IV.g11868.t1__Cnig_chr_IV.g13780.t1	8	16	13	32	10	28	70	35	96	159	205	140
I.g1070.t1__Cnig_chr_I.g564.t2	358	361	278	513	295	470	461	303	363	1312	1154	1112
X.g20379.t1__Cnig_chr_X.g24248.t1	103	107	58	694	389	121	7963	3532	4509	12157	9724	7346
II.g5077.t1__Cnig_chr_II.g5418.t1	332	209	338	384	536	403	984	812	824	1028	1336	950
III.g8714.t1__Cnig_chr_III.g9971.t1	958	681	669	519	236	515	844	1006	968	793	989	820
X.g19303.t1__Cnig_chr_X.g23054.t1	331	266	321	357	342	300	392	272	326	548	456	437
V.g17240.t1__Cnig_chr_V.g20308.t2	56	29	29	68	73	87	18	41	25	30	34	33
I.g2717.t2__Cnig_chr_I.g2309.t1	1864	1031	1258	1174	1057	1194	557	539	546	848	893	843
X.g19222.t3__Cnig_chr_X.g22972.t1	29	28	10	106	70	86	83	79	74	328	227	280
X.g20112.t1__Cnig_chr_X.g23995.t1	77	74	62	92	55	95	45	37	42	51	45	53
III.g7601.t1__Cnig_chr_III.g8723.t1	1766	1272	1837	565	568	638	676	666	684	430	418	360
II.g4879.t1__Cnig_chr_II.g5216.t1	14486	11226	9533	18103	10365	14842	16754	15835	16291	19802	15140	19428
X.g19037.t2__Cnig_chr_X.g22736.t2	850	708	504	1157	572	1037	1996	1476	1680	2603	1933	1758
IV.g12114.t1__Cnig_chr_IV.g14062.t1	3590	2474	3494	770	667	1007	906	1117	1092	562	631	560
X.g19111.t2__Cnig_chr_X.g22828.t1	208	183	201	18	11	80	0	0	0	0	0	0
IV.g12311.t1__Cnig_chr_IV.g14295.t1	797	459	507	470	416	456	641	514	583	494	486	461
III.g8789.t2__Cnig_chr_III.g10065.t1	979	762	678	1864	1456	1852	1352	1887	1553	672	657	961
IV.g12818.t2__Cnig_chr_IV.g14870.t1	947	732	695	2435	1785	1684	6590	3270	4661	9722	8061	7293
V.g16108.t1__Cnig_chr_V.g19094.t2	2392	2398	2194	2237	1629	2244	3087	2179	2751	2941	2899	2720
X.g20248.t1__Cnig_chr_X.g24109.t1	1134	743	931	584	636	573	825	529	668	863	969	777
II.g7171.t1__Cnig_chr_II.g8085.t1	136	83	115	49	58	49	53	49	42	24	18	30
X.g19110.t2__Cnig_chr_X.g22827.t1	665	649	566	769	378	677	578	434	561	692	572	709
III.g8468.t1__Cnig_chr_III.g9739.t2	450	534	700	387	396	289	482	579	494	535	907	678
X.g21700.t1__Cnig_chr_X.g25737.t1	203	544	151	2162	1688	637	16042	7015	10962	16109	10135	9798
II.g5655.t1__Cnig_chr_II.g6018.t2	83	98	71	646	379	440	1014	510	1328	1591	1429	1673
V.g16696.t1__Cnig_chr_V.g19718.t1	14	24	12	109	154	35	351	211	280	1374	1170	973
I.g2535.t1__Cnig_chr_I.g2106.t1	3763	3723	3029	3514	2316	3441	7473	7651	7629	7129	6589	6921
III.g9475.t2__Cnig_chr_III.g10828.t1	2802	2778	2300	5428	3403	4951	2345	2697	2420	2627	2162	3528
II.g4831.t2__Cnig_chr_II.g5172.t3	302	282	204	673	395	576	1297	1256	1197	2072	1841	2019
II.g4459.t1__Cnig_chr_II.g4666.t2	302	305	220	1270	698	737	1083	697	1002	1288	822	906
I.g1129.t1__Cnig_chr_I.g16.t1	1513	2376	1611	571	396	840	1731	2016	1990	796	750	792
I.g3410.t1__Cnig_chr_I.g3317.t1	1117	1093	687	1970	735	1557	1251	1558	1362	1478	1078	2107
III.g8034.t1__Cnig_chr_III.g9284.t1	2141	1421	1802	592	594	678	879	941	1052	739	894	740
II.g5142.t1__Cnig_chr_II.g5473.t1	1	2	1	0	0	2	15	3	9	15	14	7
II.g4051.t2__Cnig_chr_II.g4134.t1	1574	1247	1877	2050	2689	2017	1348	827	2832	1763	1117	1870
III.g9563.t1__Cnig_chr_III.g10947.t2	685	583	794	655	616	549	534	591	329	811	451	442
V.g16380.t1__Cnig_chr_V.g19399.t1	2675	1572	1827	902	706	1089	1243	1305	1176	864	853	752
II.g4608.t2__Cnig_chr_II.g4865.t1	1	1	5	9	2	6	6	6	2	7	10	6
V.g16136.t1__Cnig_chr_V.g19125.t3	1064	756	553	2325	1580	1853	498	394	682	1180	1008	1099
X.g19719.t1__Cnig_chr_X.g23606.t1	1447	880	869	1046	627	1168	1162	1036	1197	852	960	887
IV.g10541.t1__Cnig_chr_IV.g11966.t1	26	22	17	16	13	13	21	9	12	17	13	16
I.g2559.t1__Cnig_chr_I.g2134.t1	6790	4503	4530	5782	3968	5139	5249	5304	5304	2429	2317	2837
IV.g12520.t1__Cnig_chr_IV.g14520.t1	26924	19795	26911	20992	21149	20042	22258	20218	21522	21740	23882	22387
I.g1815.t2__Cnig_chr_I.g1427.t1	6280	5367	5181	3271	2155	3534	6436	5269	6095	5650	5277	5027
V.g14155.t1__Cnig_chr_V.g16753.t1	5	2	2	11	20	8	122	61	92	194	183	164
IV.g11256.t1__Cnig_chr_IV.g13153.t1	31	26	21	58	48	37	94	45	56	797	567	503
I.g2266.t3__Cnig_chr_I.g1889.t1	4768	4394	3353	2154	1060	2527	2353	2642	2744	930	767	933
V.g16331.t1__Cnig_chr_V.g19339.t1	1357	1237	1312	521	444	696	1108	1165	1203	795	896	710
II.g6174.t1__Cnig_chr_II.g6582.t2	1331	683	869	2017	1259	1548	643	1516	933	766	777	1469
IV.g10754.t1__Cnig_chr_IV.g12403.t1	3991	4331	4774	2360	1598	2721	3018	2934	3237	2602	2899	2506
III.g7492.t1__Cnig_chr_III.g8437.t1	990	740	695	1317	929	1283	1064	1069	1168	1421	1556	1668
IV.g12164.t1__Cnig_chr_IV.g14112.t2	2432	1783	1447	3779	2443	4032	1800	1805	2071	2414	2166	2892
II.g5335.t2__Cnig_chr_II.g5672.t1	276	152	165	654	454	471	103	146	136	212	266	402
V.g14180.t1__Cnig_chr_V.g16727.t1	3236	2297	2839	1446	1368	1535	1439	1392	1346	1233	1198	1122
I.g730.t1__Cnig_chr_I.g100.t1	683	391	406	2222	2429	2016	14	8	4	469	394	711
IV.g13516.t1__Cnig_chr_IV.g15816.t1	1066	1132	779	692	252	783	526	536	689	486	438	434
II.g4335.t1__Cnig_chr_II.g4518.t1	2138	3122	3035	800	600	927	1288	1187	1228	1515	1702	1196
IV.g12271.t1__Cnig_chr_IV.g14242.t1	1	2	0	7	16	9	16	7	3	10	14	18
V.g16238.t1__Cnig_chr_V.g19247.t1	617	417	423	1193	963	894	752	619	733	1657	1565	1350
V.g14636.t1__Cnig_chr_V.g17290.t1	204	224	152	613	609	524	36	27	32	78	60	93
III.g8514.t1__Cnig_chr_III.g9743.t1	394	392	331	261	126	264	249	225	233	191	130	179
X.g21483.t1__Cnig_chr_X.g25525.t2	1749	2096	5584	1599	2074	1361	97	83	148	82	175	130
IV.g12270.t1__Cnig_chr_IV.g14241.t1	22	15	20	63	46	35	18	19	16	14	19	34
V.g16854.t1__Cnig_chr_V.g19893.t1	3511	2281	2282	1658	1204	1781	1376	1240	1549	1644	1273	1514
I.g1742.t1__Cnig_chr_I.g1353.t1	142	142	148	197	176	160	198	156	120	268	285	205
II.g6725.t1__Cnig_chr_II.g7267.t1	1	2	0	1	1	1	1	0	0	4	1	7
III.g9900.t1__Cnig_chr_III.g11310.t1	4026	3760	3903	2984	1847	3093	3038	3108	3649	3081	3512	3575
II.g6123.t1__Cnig_chr_II.g6506.t1	4015	3976	3737	694	338	1436	1784	2757	2302	416	303	370
I.g1133.t3__Cnig_chr_I.g6.t1	5634	6339	5439	7530	5043	6288	4458	3470	3505	5630	4562	4500
II.g5778.t1__Cnig_chr_II.g6152.t1	571	472	355	836	458	598	1031	890	934	1373	1126	1059
IV.g13009.t1__Cnig_chr_IV.g16175.t1	554	615	461	664	496	658	1777	1763	1721	1699	1619	1612
V.g14490.t1__Cnig_chr_V.g17096.t1	102	184	71	1452	2419	250	8205	3453	5522	13786	9938	8555
III.g7705.t1__Cnig_chr_III.g8607.t1	598	481	349	1330	380	1042	3524	3208	3348	4198	3704	4228
III.g9393.t1__Cnig_chr_III.g10726.t1	17	6	13	86	102	53	133	64	105	61	59	73
V.g18339.t1__Cnig_chr_V.g21780.t1	410	262	248	1677	1788	1346	117	481	270	69	65	312
II.g5384.t1__Cnig_chr_II.g5729.t2	783	561	795	547	462	494	664	454	594	800	823	705
X.g20566.t1__Cnig_chr_X.g24446.t1	749	318	221	863	311	789	2259	2228	2413	1887	1290	1673
I.g2308.t1__Cnig_chr_I.g1934.t1	128	99	99	111	108	78	291	194	224	557	528	301
II.g6398.t1__Cnig_chr_II.g6873.t2	4	2	6	19	19	1	88	35	54	168	100	108
I.g1356.t4__Cnig_chr_I.g952.t1	15419	13662	11487	8047	4441	8105	17057	18501	17513	7457	8826	7927
I.g2259.t2__Cnig_chr_I.g1884.t2	2905	4016	2827	1574	1048	1891	6975	8804	8440	8188	6020	9239
II.g7372.t1__Cnig_chr_II.g8312.t1	58	65	17	268	280	62	1518	792	917	2643	2031	1593
V.g14142.t1__Cnig_chr_V.g16666.t1	3079	3265	2523	3047	2168	3137	1324	1582	1542	2347	2111	2989
II.g5337.t1__Cnig_chr_II.g5674.t1	179	87	81	262	170	230	41	100	81	49	57	141
IV.g13024.t1__Cnig_chr_IV.g15078.t1	3278	2381	2114	3994	3465	3681	2472	2351	2185	2837	2961	2615
II.g4776.t1__Cnig_chr_II.g5098.t2	16939	19330	11587	15578	6528	13561	25893	22342	23467	25098	20259	22291
III.g9957.t1__Cnig_chr_III.g11388.t1	804	730	526	842	456	748	844	951	814	683	762	680
IV.g10508.t1__Cnig_chr_IV.g12005.t2	5557	5054	4863	5064	4299	5090	3797	3271	3778	4025	3382	3925
V.g16867.t1__Cnig_chr_V.g19903.t1	512	457	420	689	791	653	981	1001	877	1170	917	1229
X.g19238.t1__Cnig_chr_X.g22992.t1	566	513	321	1373	423	1135	1730	1726	1701	1846	1268	1659
IV.g12234.t1__Cnig_chr_IV.g14189.t3	61	75	52	290	209	201	260	227	226	458	500	395
IV.g12806.t1__Cnig_chr_IV.g14858.t2	2369	2313	1991	1997	1351	2066	2084	2429	2365	2312	1928	2577
IV.g13755.t1__Cnig_chr_IV.g16283.t1	2464	3094	2134	1156	819	1362	1867	1982	2059	966	1087	1037
V.g17396.t1__Cnig_chr_V.g20491.t1	3400	2331	1942	5987	2817	5113	6025	5234	5830	6884	6297	6841
X.g20962.t1__Cnig_chr_X.g24917.t2	13	107	12	281	148	138	776	1265	800	204	174	432
II.g6285.t1__Cnig_chr_II.g6710.t1	1465	855	1036	1434	1346	1453	815	920	816	987	1296	1336
IV.g12813.t2__Cnig_chr_IV.g14865.t3	44	28	76	27	28	22	5	3	10	18	10	16
II.g4954.t1__Cnig_chr_II.g5295.t1	11	12	11	10	8	8	22	20	11	22	19	19
I.g1564.t1__Cnig_chr_I.g1175.t1	3759	2966	3199	1803	1226	1917	814	971	916	1059	908	1203
II.g6217.t1__Cnig_chr_II.g6638.t1	3344	4449	4010	2624	2247	2898	2379	2809	2809	2445	2426	2789
II.g6269.t2__Cnig_chr_II.g6697.t2	1375	1386	1101	422	320	671	783	1085	1059	633	578	595
III.g8838.t1__Cnig_chr_III.g10112.t1	423	328	193	273	147	307	327	310	331	115	112	102
I.g3807.t1__Cnig_chr_I.g3833.t1	790	575	288	1700	791	1329	2003	1601	1973	4131	3191	3384
X.g19635.t1__Cnig_chr_X.g23447.t1	681	624	727	684	611	755	829	700	696	640	716	634
I.g3425.t1__Cnig_chr_I.g3277.t1	221	251	225	196	124	225	351	333	367	263	390	310
V.g14140.t2__Cnig_chr_V.g16668.t1	926	1352	1034	1476	1170	1282	2089	1822	2128	2501	2380	2504
III.g9970.t1__Cnig_chr_III.g11374.t1	52	42	43	23	17	32	58	41	41	30	24	23
I.g3241.t1__Cnig_chr_I.g3005.t1	1333	1031	1011	633	478	702	1021	1049	1078	662	864	572
IV.g12808.t1__Cnig_chr_IV.g14861.t1	2708	2047	2056	1761	1244	1825	2657	2465	2627	2519	2327	2292
IV.g11845.t1__Cnig_chr_IV.g13803.t1	1026	587	512	1244	739	988	751	739	785	1009	950	932
III.g10002.t1__Cnig_chr_III.g11447.t1	6111	6706	6144	9432	7379	8274	6698	5630	6184	9024	7920	8356
II.g4871.t1__Cnig_chr_II.g5206.t1	41	43	35	128	80	84	293	169	224	497	441	298
X.g18641.t2__Cnig_chr_X.g22303.t3	148	116	147	319	252	204	106	69	115	101	94	116
II.g6230.t2__Cnig_chr_II.g6654.t2	34	15	21	73	58	89	22	27	32	59	78	77
III.g9210.t1__Cnig_chr_III.g10543.t1	38	55	34	318	212	190	1149	663	939	2028	1482	1407
X.g20128.t1__Cnig_chr_X.g24017.t1	55	88	59	540	644	84	2892	1553	2164	4945	5474	4123
IV.g12241.t2__Cnig_chr_IV.g14202.t1	991	718	1508	432	692	514	379	363	347	307	472	304
II.g4886.t2__Cnig_chr_II.g5224.t1	2033	1311	1685	533	417	676	1083	1216	1147	499	522	538
X.g18679.t1__Cnig_chr_X.g22169.t1	355	221	232	281	220	292	528	347	426	419	497	327
II.g5676.t1__Cnig_chr_II.g6037.t1	2858	2855	2081	2776	1356	2850	3228	3716	3580	2735	2676	2975
I.g1525.t1__Cnig_chr_I.g1138.t1	1192	697	1025	381	387	447	483	421	440	494	487	501
I.g2781.t2__Cnig_chr_I.g2393.t2	76769	56590	77281	35271	40996	32732	49527	44634	47320	40877	45040	39144
V.g17910.t1__Cnig_chr_V.g21201.t1	536	424	390	1292	1025	1229	2902	1339	2815	3669	4356	3603
II.g5196.t2__Cnig_chr_II.g5528.t2	645	731	735	690	537	665	806	702	777	945	848	945
IV.g11444.t1__Cnig_chr_IV.g13373.t1	572	524	577	933	638	671	900	980	950	286	373	428
I.g1143.t2__Cnig_chr_I.g625.t1	3080	2572	2524	2576	1719	2375	4299	3349	4069	3873	3542	3576
I.g2414.t2__Cnig_chr_I.g2072.t1	600	428	411	768	547	659	592	575	554	1041	1074	906
X.g21872.t1__Cnig_chr_X.g25939.t1	467	359	333	816	470	645	498	410	391	881	754	696
IV.g12699.t3__Cnig_chr_IV.g14723.t1	2869	2521	1281	2740	726	3139	2154	2072	2376	2124	1542	1847
IV.g12249.t2__Cnig_chr_IV.g14212.t1	1981	2321	1244	2018	1466	1995	1694	1605	1616	2294	2209	2756
V.g14184.t1__Cnig_chr_V.g16722.t1	11	36	9	116	60	46	444	379	351	476	455	416
I.g2642.t2__Cnig_chr_I.g2227.t1	2503	2178	2021	1355	837	1614	1101	1268	1282	1321	1248	1170
II.g4361.t1__Cnig_chr_II.g4553.t1	337	324	389	272	263	276	528	574	470	469	472	468
III.g7729.t1__Cnig_chr_III.g8733.t1	534	399	657	371	425	348	411	350	398	383	503	331
X.g19541.t1__Cnig_chr_X.g23302.t1	646	608	432	1131	427	820	1569	1490	1468	2182	1671	1862
I.g2159.t1__Cnig_chr_I.g1786.t1	629	568	615	1212	978	923	1448	1246	1321	2244	3013	2276
IV.g10512.t1__Cnig_chr_IV.g12001.t1	15	17	13	99	107	78	73	69	62	297	247	285
V.g15930.t2__Cnig_chr_V.g18882.t1	2	0	0	12	2	6	7	6	8	10	12	17
X.g20247.t1__Cnig_chr_X.g24108.t1	12	8	5	41	32	26	214	95	150	543	273	290
I.g2540.t1__Cnig_chr_I.g2111.t3	2039	1247	1316	1522	836	1486	1016	1168	1086	1507	1459	1580
III.g8513.t1__Cnig_chr_III.g9742.t1	3724	3774	2422	3175	1621	3344	2698	3261	3394	2773	2092	3004
II.g5483.t1__Cnig_chr_II.g5841.t1	3645	2330	2554	1831	1348	1828	2445	2346	2358	2021	1713	1771
III.g8858.t1__Cnig_chr_III.g10131.t1	1733	1915	1529	951	592	1073	2088	2299	2387	1304	1059	1224
III.g9946.t1__Cnig_chr_III.g11398.t2	6700	8152	5171	5151	2996	5470	8981	9105	9983	5373	4543	5544
IV.g12421.t2__Cnig_chr_IV.g14415.t1	19	22	7	86	57	27	461	289	317	1149	966	738
V.g16903.t1__Cnig_chr_V.g19939.t1	401	308	368	551	558	510	161	156	203	106	117	112
I.g742.t1__Cnig_chr_I.g82.t1	1696	1117	1416	541	462	624	456	543	526	367	414	342
X.g21815.t1__Cnig_chr_X.g25873.t1	692	632	483	841	570	888	1339	1021	1238	1520	1200	1389
X.g20917.t3__Cnig_chr_X.g24840.t1	1325	799	1014	1423	1302	1313	1892	1282	1578	2438	2285	1856
X.g20956.t3__Cnig_chr_X.g24908.t1	1156	776	708	1371	640	1274	2223	2205	2286	1601	1301	1643
I.g1784.t1__Cnig_chr_I.g1399.t1	2529	2296	1812	1027	501	1677	1617	1750	1772	478	430	552
II.g5410.t1__Cnig_chr_II.g5765.t2	2891	2296	2301	1279	965	1582	1157	1404	1357	900	746	853
V.g16977.t1__Cnig_chr_V.g20017.t1	727	673	674	777	721	719	388	343	406	557	529	631
X.g21739.t1__Cnig_chr_X.g25796.t1	679	676	511	2433	1232	1889	2268	2329	2054	3379	2653	3023
II.g4908.t1__Cnig_chr_II.g5246.t3	3581	3697	2030	2602	1111	2743	2515	2819	2855	2157	1708	2276
X.g19955.t1__Cnig_chr_X.g23813.t1	690	527	437	566	309	564	823	533	709	819	630	711
I.g1692.t4__Cnig_chr_I.g1303.t1	8159	7544	17024	3661	4945	3637	1621	1514	1499	835	951	810
IV.g12594.t1__Cnig_chr_IV.g14608.t1	251	439	311	1881	1790	624	5078	2599	4224	6843	6199	4603
V.g16290.t1__Cnig_chr_V.g19301.t1	138	84	108	209	187	183	69	61	76	108	120	113
X.g20829.t1__Cnig_chr_X.g24728.t1	127	121	107	400	316	308	217	168	160	649	699	604
IV.g13507.t3__Cnig_chr_IV.g15805.t1	1273	1125	999	6598	4061	4668	808	789	690	1360	926	1872
IV.g12395.t1__Cnig_chr_IV.g14386.t1	2450	2216	1771	1229	752	1347	2245	2342	2453	957	978	941
II.g7366.t3__Cnig_chr_II.g8306.t1	4305	3244	3398	2960	2100	3260	1786	1862	1904	1623	1594	1534
IV.g12193.t1__Cnig_chr_IV.g14146.t1	20	8	11	60	63	48	56	28	40	71	44	58
III.g8759.t1__Cnig_chr_III.g10020.t1	2715	2919	2319	2703	1448	2857	3149	3005	3363	3355	2607	3334
III.g9557.t1__Cnig_chr_III.g10941.t1	656	579	1280	1841	3469	1465	15	32	19	914	1220	1543
I.g2415.t1__Cnig_chr_I.g2071.t1	1256	1085	1122	1500	1258	1318	1371	1169	1497	1514	1540	1431
X.g21685.t1__Cnig_chr_X.g25713.t2	1054	988	552	2335	687	1734	928	1117	897	1168	947	1168
I.g1025.t1__Cnig_chr_I.g526.t2	1168	1004	858	2255	1402	2100	1298	994	1294	1765	1495	2015
X.g20340.t2__Cnig_chr_X.g24209.t3	1746	1850	1408	2341	713	1719	3193	5426	3590	1763	1203	1966
II.g4264.t1__Cnig_chr_II.g4403.t1	1055	965	599	704	214	833	685	709	773	399	402	395
II.g5005.t1__Cnig_chr_II.g5342.t1	6	8	8	16	14	19	4	8	3	11	9	7
X.g20490.t2__Cnig_chr_X.g24371.t1	4301	3058	3395	4019	2710	3418	6089	5494	5781	5912	5015	5408
X.g18999.t2__Cnig_chr_X.g22696.t1	3444	3192	4094	2204	1584	2120	2209	3771	2866	1486	2234	1520
II.g7344.t1__Cnig_chr_II.g8282.t1	301	270	305	730	622	407	1496	861	1043	1869	1528	1473
II.g4768.t1__Cnig_chr_II.g5088.t1	11278	9722	22468	8198	10799	8670	8098	8164	7749	5580	6896	6004
II.g4948.t1__Cnig_chr_II.g5289.t1	9	9	7	22	16	12	6	7	8	13	12	11
III.g9931.t1__Cnig_chr_III.g11353.t1	1136	1376	1120	816	426	834	2317	2419	2377	1174	1821	1339
X.g19720.t1__Cnig_chr_X.g23608.t1	79	58	37	396	263	90	3237	1510	2111	6069	3958	3725
IV.g12105.t1__Cnig_chr_IV.g14052.t1	3130	2018	2023	914	655	1071	927	973	957	827	845	798
II.g5524.t2__Cnig_chr_II.g5882.t1	1245	824	688	886	529	956	916	936	1028	866	848	809
II.g6701.t3__Cnig_chr_II.g7235.t1	37	43	22	385	185	141	1900	960	1707	2261	1571	1581
X.g20026.t1__Cnig_chr_X.g23891.t2	198	159	166	141	107	129	243	190	171	106	88	91
III.g9056.t1__Cnig_chr_III.g10350.t3	462	429	396	490	404	548	515	444	460	779	723	659
III.g7972.t1__Cnig_chr_III.g8975.t3	148	87	106	154	110	132	807	496	737	462	403	233
III.g8650.t1__Cnig_chr_III.g9904.t1	2647	2922	2535	1658	1188	1874	2018	2151	2237	1640	1326	1665
I.g2825.t1__Cnig_chr_I.g2437.t1	33	7	22	1940	2095	1358	2	5	1	62	66	362
X.g19159.t1__Cnig_chr_X.g22947.t1	324	264	374	259	308	233	324	400	462	299	330	294
X.g20909.t1__Cnig_chr_X.g24831.t1	60	85	84	284	139	193	289	250	232	570	466	560
III.g10279.t1__Cnig_chr_III.g11795.t1	1937	2212	2642	2152	1671	1934	1435	1327	1430	1509	2253	1617
X.g20499.t1__Cnig_chr_X.g24384.t2	90	80	40	193	33	124	253	141	163	489	353	255
II.g4943.t1__Cnig_chr_II.g5280.t3	728	580	439	1374	938	1451	1269	952	1078	1720	1382	1429
III.g8636.t2__Cnig_chr_III.g9887.t1	66	51	54	524	525	450	6	5	4	270	223	417
X.g21464.t1__Cnig_chr_X.g25510.t1	1020	1311	1276	3309	2371	1176	5782	8409	7064	2775	2144	4192
IV.g13859.t1__Cnig_chr_IV.g16177.t1	12	31	9	143	164	78	1140	624	1073	966	1290	900
II.g5594.t1__Cnig_chr_II.g5955.t1	489	475	621	1010	859	1082	771	639	764	1147	1532	1170
II.g4820.t1__Cnig_chr_II.g5164.t1	22	13	9	18	23	19	64	38	47	69	89	81
III.g9179.t2__Cnig_chr_III.g10509.t1	62094	72152	71007	49641	46906	45398	79662	71331	75160	60492	63613	59927
X.g20865.t2__Cnig_chr_X.g24785.t1	25	24	13	52	17	37	57	49	42	192	140	163
V.g16508.t1__Cnig_chr_V.g19541.t1	2724	2429	1779	7418	3706	6802	4927	4043	4380	7888	5744	6544
V.g16385.t1__Cnig_chr_V.g19404.t1	182	131	80	1369	1067	1121	5	11	4	715	716	826
X.g21580.t1__Cnig_chr_X.g25640.t1	23	9	26	45	25	22	19	18	25	25	30	19
X.g19644.t3__Cnig_chr_X.g23457.t1	2838	2295	3370	2873	1814	2329	1294	934	1082	2553	1883	1535
III.g7818.t1__Cnig_chr_III.g8795.t1	19148	19827	14188	14813	8020	15571	23427	25168	25600	19042	18387	20774
V.g16649.t1__Cnig_chr_V.g19690.t1	9399	8677	8832	6683	6086	6740	7654	7059	7456	8122	7675	7883
I.g941.t1__Cnig_chr_I.g431.t3	994	1262	1120	443	365	549	792	978	836	500	507	586
II.g5553.t1__Cnig_chr_II.g5910.t1	9060	6559	7054	10512	9101	6118	5843	5721	8390	6465	6184	7891
X.g21234.t1__Cnig_chr_X.g25217.t2	16	28	13	105	38	54	635	535	681	303	223	337
I.g1636.t1__Cnig_chr_I.g1243.t2	2448	1673	1739	3708	2985	3324	3100	2822	2898	4592	4973	4450
X.g19160.t1__Cnig_chr_X.g22948.t1	110	96	76	232	124	159	223	182	178	1098	773	824
II.g5654.t1__Cnig_chr_II.g6017.t1	1223	950	948	5509	4917	5061	50	66	47	2939	2398	3987
V.g18261.t1__Cnig_chr_V.g21730.t2	44	49	31	82	87	53	158	156	146	410	450	355
II.g4794.t1__Cnig_chr_II.g5129.t1	20	21	16	83	99	89	5	17	1	622	564	1061
IV.g11513.t1__Cnig_chr_IV.g13453.t1	198	121	126	204	207	214	249	253	255	283	244	282
III.g9420.t3__Cnig_chr_III.g10772.t2	58	7	9	3165	939	2922	7	9	9	1677	1111	2897
X.g21979.t1__Cnig_chr_X.g26133.t1	785	523	463	690	417	782	360	367	370	217	271	237
IV.g13633.t1__Cnig_chr_IV.g15965.t1	9612	10494	12923	5181	5118	5065	16790	17193	15312	13104	16164	12075
I.g1289.t1__Cnig_chr_I.g859.t1	3190	3514	2342	1690	798	2130	2022	2559	2405	1375	1294	1502
X.g18699.t2__Cnig_chr_X.g22350.t3	110	59	88	106	82	113	155	103	128	109	135	98
IV.g13584.t1__Cnig_chr_IV.g15903.t1	1170	301	813	687	579	1003	566	463	744	407	475	521
I.g2591.t2__Cnig_chr_I.g2170.t1	620	513	458	2756	2462	2610	12	44	14	1543	1831	3072
V.g16405.t2__Cnig_chr_V.g19425.t1	5650	6362	5557	4626	3376	3247	2310	3068	2075	1799	2244	2154
X.g18978.t1__Cnig_chr_X.g22670.t1	274	192	180	120	75	121	143	139	141	67	100	104
III.g7480.t1__Cnig_chr_III.g8421.t1	4022	4160	3190	6436	4360	5995	6041	5043	5880	8177	7103	8162
II.g4663.t2__Cnig_chr_II.g5021.t1	1047	800	707	1168	654	982	1508	1183	1356	1990	1758	1650
V.g14372.t1__Cnig_chr_V.g16980.t1	6	8	5	7	18	14	24	19	17	35	36	29
V.g14523.t1__Cnig_chr_V.g17186.t1	45	30	38	97	101	75	87	69	86	325	333	287
V.g17107.t4__Cnig_chr_V.g20150.t1	4879	4714	3266	8202	3645	7561	3387	4121	4130	4765	3123	4750
I.g2099.t1__Cnig_chr_I.g1724.t1	71	52	48	182	210	209	111	138	117	236	209	235
I.g1955.t1__Cnig_chr_I.g1558.t1	2574	1945	2211	2061	1578	2004	1317	1239	1302	1786	1521	1791
V.g17468.t1__Cnig_chr_V.g20566.t1	1809	1413	1561	1633	1198	1560	795	689	838	835	833	912
V.g14818.t1__Cnig_chr_V.g17564.t1	941	1352	1490	1342	1223	1188	891	815	880	1462	1481	1531
III.g8724.t1__Cnig_chr_III.g9978.t1	1542	816	1142	581	567	677	738	773	810	565	588	552
IV.g11405.t1__Cnig_chr_IV.g13335.t1	1359	976	860	1319	700	1298	1224	935	1161	1649	1394	1385
I.g3922.t1__Cnig_chr_I.g3917.t1	55	49	29	876	584	707	2	2	0	196	117	207
IV.g12045.t1__Cnig_chr_IV.g13993.t1	2301	2855	2241	2000	1482	2079	1904	1758	1933	2088	1870	2110
III.g7604.t1__Cnig_chr_III.g8721.t2	2568	3459	2710	2796	2213	2896	2446	2438	2545	3185	4546	3640
II.g7268.t1__Cnig_chr_II.g8202.t1	6551	4409	5231	15414	9435	11145	3301	3198	5137	10023	11880	12205
X.g19069.t1__Cnig_chr_X.g22779.t2	98	69	92	236	134	240	23	68	47	59	61	134
II.g6193.t1__Cnig_chr_II.g6603.t1	3038	2784	1552	2015	1122	2295	3399	4155	4180	2219	1586	2357
V.g14394.t1__Cnig_chr_V.g17001.t1	57	30	48	156	140	170	67	74	76	95	84	73
II.g4501.t1__Cnig_chr_II.g4712.t1	11730	13826	10791	9525	6422	9991	22809	24246	24085	22403	24006	24684
X.g19070.t3__Cnig_chr_X.g22780.t1	2	3	0	10	6	9	0	0	0	8	9	21
X.g18747.t1__Cnig_chr_X.g22403.t1	1189	1066	603	2176	727	1722	2901	2437	2779	3804	2681	2908
V.g16714.t1__Cnig_chr_V.g19733.t1	727	430	507	571	499	564	613	550	726	599	506	545
