# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "../references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_Thomas_fc.counts.txt" "BAM/SRR580389.bam" "BAM/SRR580390.bam" "BAM/SRR580391.bam" "BAM/SRR580392.bam" "BAM/SRR580393.bam" "BAM/SRR580394.bam" 
Geneid	Chr	Start	End	Strand	Length	BAM/SRR580389.bam	BAM/SRR580390.bam	BAM/SRR580391.bam	BAM/SRR580392.bam	BAM/SRR580393.bam	BAM/SRR580394.bam
II.g5385.t1	II	7687979	7693855	+	5877	15	14	16	71	47	26
I.g984.t1	I	1932607	1932993	+	387	20569	16670	17311	16679	11418	14560
IV.g13615.t1	IV	16385492	16395551	+	10060	6541	6900	6487	4406	2846	5022
II.g4262.t3	II	2320119	2332566	-	12448	4959	5557	5266	2175	1600	2376
X.g18899.t1	X	1878478	1879811	-	1334	0	0	0	157	85	184
II.g5471.t1	II	8093206	8094585	-	1380	2755	2741	2690	1971	2048	2029
V.g18302.t1	V	18456559	18458421	+	1863	1788	1898	1551	747	851	747
IV.g12190.t1	IV	9069389	9073427	+	4039	12044	12949	12349	7437	8283	9270
III.g8748.t1	III	6715846	6717435	-	1590	1320	1406	1307	1615	1369	1440
I.g1850.t1	I	5757676	5758984	-	1309	1	1	2	14	10	18
I.g3101.t3	I	10921375	10930563	-	9189	1078	849	915	2179	1215	1762
II.g4471.t1	II	3470859	3471869	-	1011	1	13	3	18	2	9
I.g3881.t1	I	15296086	15298136	-	2051	3771	4039	3719	2566	3212	3146
III.g8830.t3	III	7062239	7065230	+	2992	123	135	91	455	399	451
V.g18369.t1	V	18786185	18787866	-	1682	41474	49772	43131	2601	2572	4435
II.g5833.t2	II	9655633	9656797	-	1165	1	2	7	30	9	25
X.g19061.t1	X	2922923	2924462	-	1540	751	606	664	512	762	441
II.g5634.t1	II	8712257	8715757	-	3501	311	267	250	256	247	300
II.g3927.t1	II	3651	5361	+	1711	2184	2583	2217	751	890	926
V.g16794.t2	V	12083868	12088987	+	5120	602	543	329	1803	897	1233
V.g13944.t1	V	311715	313847	+	2133	5263	5266	4577	2892	3569	3550
I.g3804.t1	I	14845966	14850965	-	5000	4829	5094	4576	2237	2022	2651
IV.g11348.t2	IV	5495104	5497152	-	2049	1	1	3	2757	2241	2539
I.g1907.t2	I	5966999	5967823	-	825	215	154	131	352	90	208
II.g5569.t1	II	8434546	8439950	+	5405	520	341	536	1145	526	1064
I.g3833.t4	I	15009463	15018840	+	9378	591	591	541	570	642	565
II.g5251.t1	II	7189126	7192459	+	3334	3345	3135	3113	930	1307	1187
IV.g11380.t1	IV	5664427	5666819	-	2393	151	231	240	894	698	790
II.g4725.t1	II	4761976	4764860	+	2885	382	458	459	771	313	679
IV.g11407.t1	IV	5837198	5844311	+	7114	5388	5772	5386	1878	1310	2292
X.g18841.t1	X	1570344	1570758	-	415	308	209	239	512	387	346
V.g16760.t1	V	11861219	11874229	-	13011	1158	746	1818	4120	1264	2984
IV.g13412.t1	IV	14945717	14948529	+	2813	959	326	612	220	68	90
V.g18228.t1	V	18012919	18016411	-	3493	13823	16150	10154	15904	4422	12025
I.g2827.t1	I	9655528	9661276	-	5749	569	661	602	1827	1159	1990
V.g15231.t1	V	5741437	5743115	-	1679	5065	5045	4616	2514	2291	2875
III.g8388.t1	III	5277878	5283488	-	5611	45520	38117	41545	63045	29330	49469
I.g3912.t1	I	15371493	15376922	+	5430	459	396	402	883	456	824
II.g7389.t2	II	16568019	16579914	+	11896	72	73	50	291	112	181
III.g8731.t2	III	6606559	6618190	+	11632	131	103	87	402	262	335
II.g5529.t1	II	8329745	8330638	-	894	2150	2160	2006	1902	2964	2190
X.g19044.t2	X	2804055	2817912	-	13858	973	1077	873	2024	1488	1955
III.g7774.t3	III	2044704	2053020	+	8317	115	134	107	281	264	340
X.g20629.t1	X	11834694	11835650	+	957	22	38	26	71	90	67
III.g8190.t1	III	4424828	4427331	+	2504	6695	7318	6511	2364	2376	3137
II.g4609.t2	II	4140081	4149130	+	9050	1	0	1	23	27	18
V.g17271.t1	V	13985529	13986682	-	1154	1056	903	592	4055	4734	4116
III.g10225.t1	III	13612816	13626111	-	13296	5997	6811	5971	4668	3425	5677
III.g10148.t2	III	13139272	13145720	+	6449	1498	1373	1408	655	716	756
IV.g12089.t1	IV	8631332	8634611	+	3280	8687	8913	8426	5683	5811	6120
III.g9343.t1	III	9116482	9126275	-	9794	1218	1406	1008	1770	997	1743
I.g2889.t1	I	9889003	9891346	-	2344	841	517	690	1937	892	1530
V.g14202.t1	V	1294011	1297024	+	3014	147	112	138	323	158	213
II.g5839.t1	II	9673473	9673878	+	406	12	6	5	87	29	42
III.g8289.t1	III	4855402	4856239	+	838	1652	1765	1481	1535	1716	2040
V.g14484.t2	V	2379204	2382559	-	3356	140	153	109	378	436	423
II.g7109.t2	II	15318168	15326708	-	8541	465	485	506	524	294	535
I.g2727.t1	I	9280149	9281912	+	1764	124	100	98	268	337	302
III.g9328.t1	III	9057720	9058284	-	565	0	0	0	19166	15257	16721
III.g9266.t1	III	8843603	8845244	+	1642	2160	2025	2124	1347	1791	1625
V.g16612.t3	V	11295275	11314820	-	19546	430	348	370	929	969	887
III.g8875.t2	III	7217585	7221168	-	3584	3329	4372	3437	544	834	1359
II.g5687.t2	II	8977128	8979540	+	2413	3253	2400	2592	1110	1365	1205
III.g8549.t3	III	5939588	5942698	-	3111	3213	4480	3319	1461	2195	2177
IV.g10899.t2	IV	2560396	2569579	+	9184	2252	1574	856	460	666	638
II.g5603.t1	II	8624114	8626031	+	1918	1662	2047	1796	662	1039	914
V.g13984.t3	V	416451	421956	-	5506	11225	10996	11185	7729	5455	7306
I.g2191.t2	I	7279917	7283763	-	3847	1888	2240	1889	2346	2435	2633
III.g8864.t3	III	7174986	7185707	+	10722	24	65	19	536	447	400
II.g3952.t3	II	83967	88163	+	4197	9574	8386	8699	4905	2574	4941
I.g1091.t1	I	2612083	2612624	-	542	345	324	407	288	371	321
V.g16558.t1	V	11023005	11025183	+	2179	207	125	114	626	210	316
III.g7912.t1	III	3064294	3067151	-	2858	1644	1659	1540	560	391	666
III.g9693.t2	III	10589971	10596345	-	6375	10	8	5	397	168	302
V.g17357.t2	V	14225942	14227512	+	1571	1	3	0	6	4	5
II.g5561.t1	II	8403028	8404466	-	1439	354	343	311	426	722	562
II.g5097.t2	II	6515573	6517026	+	1454	13	7	6	6950	5905	6184
X.g18682.t1	X	714748	715778	+	1031	29	14	13	83	54	54
X.g18683.t1	X	715886	716134	+	249	36	20	27	137	68	58
IV.g11643.t1	IV	7058800	7061809	-	3010	997	1014	872	1552	1351	1648
IV.g12772.t1	IV	11469915	11471205	-	1291	18	9	6	63	21	30
IV.g13804.t1	IV	17299138	17302546	-	3409	30668	39126	33627	4350	4689	8385
II.g4031.t1	II	438081	439843	-	1763	749	630	648	599	561	577
I.g1753.t2	I	5399688	5402571	+	2884	5358	6316	5278	3204	3008	3872
II.g5649.t1	II	8764932	8769743	-	4812	78	100	132	27	23	81
II.g5299.t1	II	7385554	7387469	+	1916	1740	1776	1673	782	1025	892
V.g15136.t1	V	5231257	5236031	+	4775	3204	3340	3110	1472	1288	1981
X.g19941.t1	X	8145579	8149492	-	3914	838	896	857	264	357	378
V.g16206.t1	V	9710181	9710933	+	753	67	68	59	201	135	192
X.g19664.t2	X	6550974	6565530	-	14557	53	65	54	150	115	180
I.g2547.t2	I	8587774	8590170	+	2397	4698	4117	4432	6002	6342	5645
II.g5783.t1	II	9436558	9437437	-	880	11	7	13	16	43	17
IV.g11516.t2	IV	6462010	6465047	+	3038	4	3	3	1269	1033	1243
II.g5559.t1	II	8400090	8400831	+	742	1545	1787	1240	5148	5647	6350
II.g5558.t1	II	8398498	8399791	+	1294	460	532	614	507	138	406
II.g6160.t1	II	10903637	10904695	-	1059	0	0	0	3665	2722	3284
X.g21059.t1	X	14147527	14149097	-	1571	300	168	192	827	192	347
II.g3970.t1	II	150838	152566	-	1729	10	4	6	29	111	25
IV.g11796.t1	IV	7558540	7559370	-	831	8755	10009	8634	6738	8885	8400
I.g1322.t1	I	3640581	3641863	-	1283	7237	8568	7056	1846	2565	2897
II.g5213.t2	II	7043310	7047424	+	4115	119	95	114	364	327	349
III.g7877.t1	III	2800480	2801550	-	1071	819	742	695	632	773	780
III.g9027.t1	III	7877862	7881102	+	3241	1772	1387	1765	1021	1502	1133
IV.g11469.t1	IV	6176737	6180172	-	3436	1720	2123	1634	1378	1491	1623
X.g20864.t1	X	13004765	13006084	+	1320	945	921	921	971	522	844
II.g5267.t2	II	7255503	7257254	-	1752	3510	3134	3233	1649	1595	1589
I.g2218.t1	I	7368615	7370675	+	2061	1518	2003	2380	382	459	539
III.g8804.t1	III	6961402	6963356	+	1955	51	46	33	78	118	77
IV.g12573.t1	IV	10610233	10610824	+	592	29510	26940	26337	23927	20579	20768
V.g16564.t1	V	11041266	11042832	-	1567	4160	4503	3783	1947	1507	1957
V.g14816.t1	V	3862962	3865541	-	2580	2295	2370	2025	1460	1433	1937
IV.g13699.t1	IV	16868253	16870329	+	2077	1	0	0	170	53	133
V.g15220.t1	V	5662426	5666843	-	4418	3731	3498	3496	1825	1489	2105
III.g7598.t2	III	1033551	1037941	+	4391	188	181	171	177	85	225
III.g9811.t1	III	11104266	11104685	-	420	0	0	0	5	3	4
II.g4417.t1	II	3209281	3213260	+	3980	522	471	338	499	593	476
I.g2230.t2	I	7402227	7404769	+	2543	4289	4994	4389	165	299	385
II.g6291.t1	II	11477542	11481154	-	3613	620	624	492	577	1955	786
IV.g10706.t1	IV	1532951	1533671	-	721	32	34	43	69	41	43
IV.g11709.t1	IV	7286483	7289916	-	3434	18678	21883	16670	16873	16368	17593
V.g16156.t2	V	9536858	9539642	+	2785	881	943	914	1009	327	915
I.g1264.t3	I	3433697	3438035	+	4339	3296	3338	3008	2261	2883	2860
III.g9812.t1	III	11105352	11105882	-	531	0	0	1	18	7	6
III.g7869.t1	III	2750252	2751091	+	840	29210	27223	25025	24814	20381	21796
IV.g13349.t3	IV	14500177	14510242	-	10066	1857	1850	1808	1578	1685	1687
I.g978.t1	I	1912402	1916986	+	4585	37	22	11	63	39	54
III.g9820.t1	III	11140469	11144610	+	4142	115	168	88	482	332	358
I.g847.t1	I	981040	988416	-	7377	2999	3534	2938	2193	2074	2598
III.g9815.t1	III	11116861	11121257	+	4397	285	315	333	555	463	762
II.g6254.t2	II	11321028	11325335	-	4308	14	12	10	36	50	27
III.g8161.t1	III	4330034	4332655	-	2622	5390	5621	5586	3747	4089	4804
III.g7424.t1	III	143661	144146	+	486	2221	2750	1972	3723	1619	3031
I.g2818.t1	I	9613285	9614339	+	1055	2500	2557	2343	1392	1404	1460
II.g5146.t1	II	6716465	6718728	-	2264	5990	4917	6358	7342	4537	7203
V.g17283.t3	V	14018314	14024142	-	5829	5027	5177	4644	5055	6908	5937
I.g1011.t2	I	2141735	2155955	+	14221	535	758	623	841	624	985
X.g19889.t1	X	7841090	7843872	-	2783	359	465	310	751	2169	1021
V.g16940.t1	V	12659323	12660207	-	885	45	52	41	101	93	76
I.g2841.t1	I	9718363	9719499	+	1137	19	31	26	13743	8014	11494
I.g2793.t1	I	9518284	9521184	-	2901	3	1	0	943	605	750
I.g723.t1	I	198530	200640	+	2111	5	5	6	78	49	56
III.g7937.t1	III	3250339	3259997	-	9659	489	548	459	844	768	973
IV.g12359.t5	IV	9780937	9789092	-	8156	1386	1352	1487	825	800	1012
V.g16311.t1	V	10115195	10117351	+	2157	120	159	126	241	221	261
III.g7444.t3	III	214507	215670	-	1164	16	14	5	93	142	98
X.g21801.t1	X	18211626	18211943	+	318	118	115	96	436	751	424
V.g16961.t1	V	12770148	12776949	-	6802	5321	5515	5355	3659	3216	3991
II.g5852.t4	II	9750935	9762538	+	11604	354	382	262	5341	3826	5415
III.g8795.t1	III	6903223	6905522	-	2300	6330	6794	6458	4194	2685	3887
V.g17425.t3	V	14548419	14552277	-	3859	63	67	49	168	169	163
IV.g10612.t1	IV	951732	961193	+	9462	541	623	517	1151	493	1134
X.g20551.t1	X	11485148	11491147	+	6000	16	15	19	146	78	103
IV.g13332.t1	IV	14318023	14318882	+	860	25	36	38	28	10	18
III.g9490.t1	III	9656681	9657097	+	417	6	1	5	32	35	32
IV.g13333.t1	IV	14320401	14321171	+	771	17	10	17	37	23	38
V.g15326.t1	V	6131033	6131743	-	711	1224	2817	425	684	1833	2596
I.g3107.t1	I	10966935	10968847	+	1913	2	0	0	4897	4041	4361
X.g22312.t2	X	20979065	20982783	-	3719	13	9	4	7	5	13
II.g6188.t1	II	11025675	11027722	-	2048	7643	6368	6336	8577	6998	8563
IV.g11399.t1	IV	5818489	5819972	+	1484	2418	2853	2498	1650	1423	2007
IV.g12046.t1	IV	8479741	8481111	-	1371	2773	3008	2612	1468	1708	1784
IV.g11629.t2	IV	7025551	7029842	+	4292	2002	2265	1949	1665	2051	1941
II.g6460.t2	II	12310629	12316125	+	5497	30	40	29	136	103	133
III.g7521.t2	III	589047	594529	-	5483	210	262	167	279	166	289
IV.g11675.t1	IV	7172184	7173782	+	1599	501	554	562	352	592	442
V.g17420.t2	V	14507122	14524586	+	17465	123	117	99	355	254	337
V.g16347.t1	V	10244099	10245203	+	1105	923	1042	936	648	987	799
II.g5683.t1	II	8967549	8971474	+	3926	451	732	338	2648	2321	2328
IV.g10750.t1	IV	1800980	1801548	-	569	46373	43571	38888	35107	28472	32493
III.g8501.t1	III	5728656	5729930	-	1275	2112	2252	2266	1902	2184	2214
II.g5916.t1	II	10024551	10026382	-	1832	1693	1711	1544	883	1147	1098
I.g1653.t2	I	4942663	4945409	-	2747	6876	6901	6478	2577	2285	2962
IV.g12788.t1	IV	11520700	11522282	+	1583	4127	4583	4184	3461	3031	3848
III.g8676.t1	III	6397414	6400056	+	2643	5828	5527	5158	6264	6075	6873
I.g1407.t1	I	3988581	3989816	+	1236	940	1097	1031	242	408	278
V.g16831.t1	V	12250358	12255492	+	5135	7519	8984	4561	1064	1450	1191
I.g3761.t1	I	14624955	14637359	-	12405	1118	1070	1024	757	445	769
I.g1910.t1	I	5992582	5993397	-	816	1124	1015	1049	871	1115	933
III.g10274.t2	III	13922417	13932906	-	10490	724	2857	827	4828	1027	3068
IV.g10432.t1	IV	5746	6845	-	1100	403	268	235	217	196	217
I.g1823.t2	I	5667097	5673928	+	6832	122	84	81	241	274	255
X.g18915.t1	X	1956421	1960245	+	3825	1674	1935	1701	1367	744	1207
I.g2217.t1	I	7365420	7368409	+	2990	6536	6885	6415	4040	4209	4518
V.g16003.t3	V	8880167	8882241	-	2075	73	56	77	103	112	88
II.g4625.t1	II	4216937	4222196	-	5260	2983	3184	3155	1599	1546	2084
IV.g13506.t1	IV	15592565	15596562	-	3998	1344	991	1161	1215	1116	1337
IV.g12865.t1	IV	11779235	11783091	-	3857	14	17	14	64	48	54
II.g7158.t1	II	15670613	15671527	+	915	13	15	16	78	183	87
I.g1487.t2	I	4265502	4266710	+	1209	3	2	2	31	19	24
V.g18303.t1	V	18458600	18462686	+	4087	876	1000	885	462	381	580
I.g3915.t1	I	15383826	15386981	+	3156	3930	4515	3909	4044	3737	4600
I.g1884.t1	I	5867905	5871317	+	3413	5619	6358	5527	2855	3300	3775
V.g16049.t1	V	9034797	9035953	+	1157	268	261	241	242	275	274
III.g8980.t3	III	7592601	7596429	+	3829	5849	6100	5930	3049	2579	2873
I.g2748.t1	I	9369318	9370255	+	938	1133	1421	1221	554	778	800
II.g6092.t1	II	10655535	10658807	+	3273	10707	12153	11046	5858	5480	7152
IV.g13031.t1	IV	12514667	12517504	-	2838	2079	2450	2102	929	815	1008
II.g6336.t1	II	11638577	11641094	+	2518	5310	5731	4925	4372	5102	4364
III.g7495.t1	III	462978	463296	-	319	838	664	732	722	712	680
I.g3800.t1	I	14828226	14829177	-	952	8162	9256	8153	8620	7967	8939
II.g6184.t2	II	10988322	10993405	+	5084	6180	5883	5625	3560	4612	4090
IV.g12981.t1	IV	12306426	12308451	-	2026	4066	4152	4067	2625	2889	3388
II.g5391.t2	II	7704255	7705207	-	953	800	576	699	242	316	298
II.g4419.t1	II	3223455	3226573	+	3119	11445	13131	11324	3597	3418	4679
I.g1295.t1	I	3542450	3544507	+	2058	1133	1095	784	1378	2714	1462
I.g3869.t1	I	15231964	15241575	-	9612	54	63	45	85	39	61
IV.g12940.t1	IV	12186310	12187019	-	710	226	230	183	279	411	271
II.g7019.t1	II	14719421	14724823	-	5403	2252	2240	2013	1067	1058	1187
III.g9747.t2	III	10778495	10781709	+	3215	8669	10486	9046	4976	3796	6077
IV.g11698.t3	IV	7244616	7248507	-	3892	7710	8747	7294	6011	5362	6667
I.g2451.t2	I	8188445	8189101	-	657	24251	22133	22012	20118	20497	19398
II.g5765.t1	II	9364922	9367733	-	2812	5441	6468	5545	4146	3010	4163
III.g10042.t1	III	12487137	12489637	-	2501	1001	798	906	1111	847	994
IV.g12558.t1	IV	10543465	10546326	+	2862	305	331	285	748	601	684
IV.g11701.t1	IV	7265212	7267920	-	2709	2096	2203	2124	1295	1494	1420
V.g14077.t1	V	753426	763241	-	9816	234	253	238	348	114	280
III.g8848.t1	III	7123382	7125892	-	2511	1249	1401	1420	921	1331	1349
III.g9172.t1	III	8476678	8478600	+	1923	7204	7513	7022	4180	3921	4507
III.g9487.t1	III	9649679	9650153	+	475	17	19	16	100	128	111
V.g16092.t2	V	9245097	9253890	+	8794	7491	8815	7255	3153	3458	3959
I.g2795.t3	I	9536218	9539530	+	3313	6984	7505	6991	4355	2758	5349
IV.g13026.t1	IV	12488287	12488711	-	425	4	2	3	14	12	15
II.g4025.t2	II	405666	407322	+	1657	1610	1654	1538	1432	1565	1701
X.g20630.t1	X	11837608	11841517	+	3910	34	25	20	94	44	64
IV.g12235.t1	IV	9250299	9250676	+	378	22890	20396	20283	21253	19745	18545
I.g1812.t1	I	5633676	5634453	+	778	27896	24241	25148	25549	22560	21808
V.g16327.t1	V	10159324	10160198	+	875	84	67	70	37	25	49
X.g20516.t1	X	11260175	11261498	+	1324	16	16	6	42	91	62
IV.g12693.t1	IV	11101298	11103115	-	1818	93	79	79	341	717	285
IV.g12121.t1	IV	8767415	8769181	-	1767	2281	2710	2356	1110	1982	1764
IV.g13565.t1	IV	16035944	16041502	+	5559	885	882	703	1333	1732	1519
V.g16483.t2	V	10770443	10775513	-	5071	7436	7773	6278	6559	11661	7203
I.g2373.t1	I	7953256	7956039	-	2784	523	603	437	1662	2400	1756
II.g3933.t1	II	18311	20109	-	1799	946	932	918	791	1029	904
II.g5223.t1	II	7093778	7096888	-	3111	21	35	26	87	63	68
III.g8566.t3	III	6002013	6004304	+	2292	1	0	0	7	11	8
IV.g11345.t3	IV	5465005	5473222	-	8218	554	514	442	818	507	684
V.g14072.t1	V	732035	734125	-	2091	273	291	240	1729	780	1540
I.g2610.t1	I	8879914	8880997	-	1084	10518	9831	9723	14682	14176	14290
V.g14593.t1	V	2940450	2947827	-	7378	6756	7081	6113	3938	2628	4061
I.g1566.t1	I	4555801	4562253	+	6453	2668	2433	2245	3806	1910	3293
II.g6221.t1	II	11179564	11191630	-	12067	190	179	120	270	168	265
IV.g13073.t1	IV	12710692	12715403	-	4712	3049	3385	2977	1972	1740	2175
V.g17398.t1	V	14411460	14413731	-	2272	152387	171390	161623	131348	100136	146266
III.g8653.t3	III	6330875	6336992	-	6118	10	5	10	10897	7223	9143
IV.g12122.t1	IV	8769965	8770489	+	525	4070	4336	4144	2380	2104	2633
IV.g11655.t1	IV	7087062	7089468	-	2407	2476	2624	2496	1994	1635	2189
II.g7292.t1	II	16260255	16262432	-	2178	8190	7568	7653	4318	4724	4704
III.g7555.t1	III	775437	785463	-	10027	28	52	31	202	50	134
II.g5828.t1	II	9624110	9625386	-	1277	8913	10631	9029	3338	3561	4341
V.g18500.t2	V	19408733	19411765	+	3033	19	46	38	111	97	72
I.g1090.t1	I	2609328	2611628	+	2301	2946	2875	2574	1052	1166	1306
IV.g12082.t1	IV	8616598	8617478	-	881	3786	3290	3297	4165	3679	3966
I.g1726.t1	I	5303435	5304521	+	1087	3222	3961	3278	2201	2028	2449
I.g3597.t1	I	13702735	13705434	+	2700	157	321	189	1288	788	673
I.g999.t1	I	2065325	2072917	-	7593	364	326	342	393	209	301
V.g14449.t2	V	2224788	2228033	-	3246	118	82	120	223	109	225
I.g1965.t2	I	6202471	6208319	-	5849	244	213	184	496	235	350
V.g16497.t1	V	10805590	10809100	+	3511	5531	6342	5652	1515	2073	2064
III.g9105.t1	III	8156694	8157336	-	643	1298	1249	1306	711	928	800
II.g4207.t1	II	1902412	1905179	-	2768	1304	2981	1215	5239	4582	5717
III.g10411.t1	III	14510144	14514467	+	4324	607	619	584	322	400	482
IV.g12282.t1	IV	9474798	9484221	-	9424	3115	3156	2962	7333	4454	7276
IV.g11900.t1	IV	7969200	7969973	-	774	9534	13789	8355	10541	8624	9189
III.g10319.t1	III	14143841	14147100	-	3260	1924	1999	1815	1517	1332	1673
IV.g12160.t1	IV	8956246	8956798	-	553	400	640	367	484	929	728
IV.g13352.t1	IV	14517020	14525640	-	8621	3628	3867	3363	3569	2524	3379
X.g20728.t1	X	12304153	12305209	+	1057	977	1543	763	1712	2580	1814
III.g7688.t1	III	1552954	1553930	+	977	2055	2341	1899	1428	1776	1984
I.g2169.t1	I	7089209	7090889	-	1681	4163	5153	4254	1530	1603	2056
IV.g10805.t1	IV	2080402	2084360	-	3959	310	278	278	835	302	578
V.g16531.t1	V	10919706	10922220	-	2515	26	31	16	82	77	46
II.g4637.t2	II	4275450	4282348	-	6899	22	42	13	40	25	53
IV.g13690.t1	IV	16834374	16837717	+	3344	5244	5714	5096	2032	1903	2654
I.g2000.t1	I	6355904	6357197	+	1294	1	5	3	13	8	17
IV.g10904.t1	IV	2606952	2612775	+	5824	169	394	127	1902	284	547
II.g7252.t1	II	16029278	16030881	+	1604	59040	60053	55322	36253	25328	30864
I.g774.t2	I	500863	505414	+	4552	6491	6221	6344	9490	5443	8585
V.g18403.t1	V	18976871	18986160	-	9290	3055	3142	2825	2285	1589	2461
IV.g11807.t1	IV	7620065	7621176	-	1112	1	0	1	2	5	5
II.g4930.t1	II	5752097	5753402	-	1306	4830	4030	3311	2126	6253	2696
IV.g12499.t1	IV	10402848	10405120	-	2273	75	44	54	362	300	278
V.g14923.t1	V	4324654	4325311	-	658	2	4	1	2	1	3
II.g5129.t2	II	6627207	6630637	-	3431	2036	1934	1792	1710	1453	1900
I.g2006.t1	I	6370271	6373492	-	3222	3854	4163	3787	3016	2666	3421
III.g9380.t1	III	9255650	9256108	+	459	3277	3316	2842	1725	2802	2044
V.g16119.t1	V	9372719	9385095	-	12377	27	34	37	151	157	120
X.g18705.t1	X	820570	821937	-	1368	1	4	0	14	43	21
II.g5210.t4	II	7027556	7032099	-	4544	6799	6492	6915	3683	2712	3808
I.g1530.t1	I	4427038	4429111	+	2074	5530	6137	5683	1839	1718	2485
IV.g13244.t1	IV	13592687	13595194	-	2508	1936	2280	1832	1412	2040	1756
II.g6364.t1	II	11787401	11791031	-	3631	46	31	21	159	37	109
X.g21380.t4	X	15886984	15893194	-	6211	49	36	43	117	101	107
II.g4109.t1	II	1003910	1006918	-	3009	3275	3182	3235	5744	3465	5135
II.g5865.t1	II	9828729	9829430	-	702	545	623	459	1743	972	1681
IV.g13635.t1	IV	16529721	16538961	-	9241	7145	7094	6666	2075	1781	2688
X.g20449.t3	X	10842380	10850124	-	7745	202	173	217	425	541	580
I.g1141.t1	I	2837204	2845394	+	8191	403	494	447	852	763	878
X.g19432.t3	X	5168529	5176902	+	8374	260	272	233	692	350	576
IV.g12202.t1	IV	9116775	9118408	+	1634	3219	3536	3021	1413	2253	1711
IV.g11476.t1	IV	6201973	6207155	-	5183	2746	3352	2629	1366	1045	1439
I.g2151.t2	I	6990581	6993900	-	3320	286	270	227	421	395	409
III.g9350.t1	III	9144354	9147458	-	3105	4	1	0	72	70	61
I.g3432.t1	I	12706580	12711291	-	4712	47	35	27	97	91	74
I.g732.t1	I	257761	260096	-	2336	658	815	740	340	336	437
I.g3920.t1	I	15401010	15401769	-	760	34629	29331	29382	28194	28068	25828
III.g9771.t1	III	10905606	10907897	+	2292	2736	2879	2627	2146	1957	2589
II.g5180.t1	II	6910017	6911731	-	1715	3252	3679	3189	1004	1276	1370
X.g19095.t1	X	3136506	3137775	-	1270	7	0	3	22	22	23
X.g18757.t1	X	1171996	1172907	-	912	6	4	6	26	20	24
X.g20310.t1	X	10076388	10084286	-	7899	417	468	498	578	536	691
III.g7612.t1	III	1100180	1103311	+	3132	5	1	3	2948	2495	2505
IV.g12888.t1	IV	11906205	11912259	-	6055	4987	5655	5318	2121	1379	2564
III.g8143.t2	III	4248478	4251589	+	3112	9350	10239	9300	6060	5145	6872
II.g4461.t1	II	3429337	3431529	-	2193	4922	5321	4718	2245	1993	2503
II.g5518.t1	II	8303617	8306454	-	2838	5435	3559	4423	3198	1893	2995
V.g15137.t1	V	5238418	5243189	+	4772	1381	1774	1318	421	471	550
V.g14059.t2	V	678787	682433	+	3647	502	583	502	1357	958	1654
IV.g11594.t2	IV	6866343	6868740	-	2398	3389	3666	3412	2210	1644	2505
V.g16820.t1	V	12227514	12229490	+	1977	1883	1407	1500	1920	3508	2368
V.g17341.t2	V	14187149	14192528	+	5380	24	30	21	93	81	81
II.g6046.t1	II	10480328	10485883	+	5556	541	538	511	1022	889	954
IV.g11723.t1	IV	7322508	7324709	+	2202	2804	3253	2797	1404	1902	1886
V.g15582.t2	V	7308284	7310748	+	2465	1205	1283	1029	2467	2997	2715
III.g7562.t1	III	841254	844123	-	2870	1998	2248	1923	2203	1706	2347
II.g5570.t1	II	8441042	8444498	+	3457	322	330	299	258	244	320
IV.g11556.t1	IV	6741087	6743333	+	2247	7	12	12	25	27	30
III.g7868.t3	III	2743480	2747421	+	3942	994	933	837	1314	1874	1677
III.g8345.t2	III	5114834	5118749	+	3916	2622	3183	2599	1729	1647	2033
I.g1865.t1	I	5803897	5808193	-	4297	5490	6198	5968	1865	2225	2665
III.g9359.t1	III	9184870	9190109	+	5240	5176	5271	4494	6269	5166	6033
II.g4317.t2	II	2659557	2669061	-	9505	254	221	244	395	271	340
V.g16737.t1	V	11775399	11776658	+	1260	17	17	11	83	30	39
X.g20641.t1	X	11891536	11893569	-	2034	3243	3087	2976	1780	464	1433
II.g5349.t3	II	7579969	7582080	+	2112	65	35	51	205	159	170
II.g7329.t1	II	16397047	16398354	-	1308	2453	2227	2262	1126	1005	1567
II.g6111.t2	II	10731265	10732853	+	1589	2426	2509	2278	1074	1677	1560
I.g1246.t1	I	3329456	3333032	-	3577	4010	4646	3910	4057	4487	4788
V.g17606.t2	V	15207686	15214173	+	6488	3865	3991	3694	2493	2189	3211
X.g19990.t1	X	8420860	8430124	+	9265	370	296	368	670	356	462
V.g16982.t2	V	12825663	12827827	-	2165	228	274	214	3523	6688	4539
V.g16404.t3	V	10466575	10471403	+	4829	5404	6015	5382	1176	1153	1502
I.g1318.t3	I	3619054	3623418	-	4365	488	649	488	732	726	742
V.g17220.t1	V	13768662	13770410	+	1749	2192	2688	2251	3527	2027	2723
III.g9169.t1	III	8466456	8469798	+	3343	4130	4629	3961	1390	1446	1747
X.g21332.t1	X	15656568	15657637	-	1070	5	3	0	5	11	8
V.g16554.t2	V	11001369	11002444	-	1076	2083	2239	1996	1386	1681	1530
I.g3839.t1	I	15045931	15047850	+	1920	1122	1136	1051	1079	1105	1206
V.g16194.t2	V	9668400	9671419	+	3020	68	47	63	291	542	321
II.g6320.t1	II	11584111	11585747	+	1637	6783	7085	6290	2022	2147	2978
