# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_fc.counts.txt" "STAR/BAM/BF1_Cbr.bam" "STAR/BAM/BF2_Cbr.bam" "STAR/BAM/BF3_Cbr.bam" "STAR/BAM/BM1_Cbr.bam" "STAR/BAM/BM2_Cbr.bam" "STAR/BAM/BM3_Cbr.bam" 
Geneid	Chr	Start	End	Strand	Length	STAR/BAM/BF1_Cbr.bam	STAR/BAM/BF2_Cbr.bam	STAR/BAM/BF3_Cbr.bam	STAR/BAM/BM1_Cbr.bam	STAR/BAM/BM2_Cbr.bam	STAR/BAM/BM3_Cbr.bam
III.g9426.t1	III	9423544	9425343	+	1800	1076	760	822	2370	1525	2706
IV.g13657.t1	IV	16642737	16643326	-	590	1005	1580	1574	397	409	619
IV.g12228.t1	IV	9224153	9226134	-	1982	290	252	288	472	396	436
I.g1818.t2	I	5648820	5650851	+	2032	2609	1863	1792	1607	1054	1768
II.g4024.t1	II	402953	405534	+	2582	10547	9515	7990	6133	3784	6049
IV.g13246.t2	IV	13597734	13603113	+	5380	760	672	794	239	244	367
IV.g11212.t1	IV	4785661	4787169	-	1509	2131	1537	2029	1072	851	1142
V.g17333.t1	V	14164209	14164652	-	444	99	90	116	556	781	414
V.g14409.t1	V	2047561	2048450	-	890	475	494	521	880	804	635
III.g10378.t1	III	14332246	14336044	-	3799	1952	1599	1497	1624	946	1607
V.g15998.t1	V	8855018	8855404	-	387	12	9	29	17	50	18
V.g16174.t1	V	9588013	9590142	-	2130	176	115	97	221	140	151
V.g16743.t1	V	11804567	11805607	+	1041	3696	2179	2631	2255	2090	2098
II.g5277.t1	II	7284180	7287362	+	3183	7502	9332	6501	11601	8943	10048
V.g15123.t2	V	5092742	5101762	-	9021	768	851	590	552	369	609
V.g18464.t1	V	19247006	19247615	+	610	129	122	351	201	331	144
V.g16521.t1	V	10888117	10888430	+	314	0	0	0	0	0	1
X.g21990.t2	X	19236500	19238726	+	2227	303	253	448	241	257	261
I.g3411.t1	I	12539608	12542487	-	2880	494	383	239	951	658	899
I.g1599.t1	I	4690913	4693031	+	2119	1350	1535	1321	810	357	1040
V.g16857.t1	V	12357762	12360700	-	2939	25082	17718	18611	20577	12419	16525
I.g2374.t1	I	7956447	7960933	+	4487	722	674	493	865	373	745
V.g16753.t2	V	11845086	11846533	+	1448	2910	1823	2326	916	877	964
X.g21240.t1	X	15219859	15225031	+	5173	1041	866	833	1618	969	1321
I.g2745.t1	I	9355173	9358645	+	3473	37	44	33	184	149	188
V.g15763.t1	V	7982878	7984683	+	1806	15	14	6	67	50	32
IV.g13008.t2	IV	12436592	12438973	-	2382	6274	6226	4870	10192	6194	9124
V.g14087.t1	V	804413	807098	-	2686	41	49	24	89	68	82
II.g6127.t1	II	10788581	10789784	+	1204	7984	7636	6087	7823	4960	7679
I.g1889.t1	I	5885067	5886832	-	1766	2	2	5	17	7	6
V.g14827.t2	V	3913046	3916457	+	3412	280	240	343	745	745	703
III.g7453.t2	III	267546	270813	-	3268	205	221	168	475	382	446
IV.g11937.t2	IV	8087145	8089777	+	2633	72660	86857	69790	54387	49002	49945
X.g19954.t1	X	8210603	8211229	-	627	1675	1421	1487	2407	1669	1604
V.g14415.t1	V	2088828	2090583	+	1756	18	15	12	54	51	46
IV.g11892.t1	IV	7930272	7931370	+	1099	2893	3329	3038	3075	2417	2872
I.g3766.t1	I	14656140	14661067	+	4928	1482	1485	691	555	92	818
X.g20114.t1	X	9141903	9142679	-	777	626	1954	1053	1307	1012	716
IV.g12115.t1	IV	8736008	8738054	+	2047	2220	1568	1470	1385	794	1495
V.g15568.t1	V	7259920	7262210	-	2291	1217	926	964	2988	2177	2666
I.g3791.t3	I	14767466	14773513	+	6048	1736	2208	1425	2197	1089	2112
IV.g12582.t1	IV	10627775	10631165	+	3391	16215	15237	10965	29925	14414	27083
IV.g12239.t1	IV	9258594	9259311	+	718	1415	1023	1289	604	550	692
V.g17455.t1	V	14669236	14669698	+	463	666	428	653	401	420	386
III.g8172.t1	III	4365151	4365961	-	811	35094	46042	45291	25409	27214	23647
X.g20925.t1	X	13312042	13318356	+	6315	423	478	290	659	237	512
I.g1381.t1	I	3899800	3900713	+	914	8497	10203	9991	5059	4134	5342
II.g3986.t1	II	208439	209045	-	607	32440	24924	29567	27227	25600	25218
III.g10310.t1	III	14108814	14110168	+	1355	1478	536	1172	836	1220	1406
IV.g13805.t1	IV	17303473	17304265	+	793	4441	6492	5397	2790	2589	3197
II.g5216.t1	II	7065121	7068597	+	3477	568	439	447	1647	1096	1312
II.g4714.t1	II	4681886	4685986	+	4101	55	53	28	496	450	323
II.g6215.t1	II	11164264	11165873	-	1610	1391	992	1161	875	550	818
I.g1642.t1	I	4913652	4914995	-	1344	3782	2283	3826	1142	1282	1505
III.g8223.t2	III	4579450	4579871	-	422	750	617	786	3708	4562	2967
V.g16128.t1	V	9411129	9412912	+	1784	1636	1747	1539	1376	1138	1461
II.g4460.t2	II	3427776	3429178	+	1403	1289	1393	1018	362	182	534
IV.g13625.t1	IV	16486935	16489856	+	2922	1427	1446	954	941	451	1058
IV.g13143.t1	IV	13017473	13023602	-	6130	128	132	95	225	115	198
IV.g11292.t1	IV	5163185	5171763	-	8579	632	537	496	1103	637	746
II.g6214.t1	II	11163069	11164002	-	934	2825	2482	2755	1503	1438	1338
IV.g10439.t1	IV	35617	38620	-	3004	1060	1203	867	781	454	753
IV.g12866.t1	IV	11789022	11789774	-	753	546	1061	553	4800	3657	1818
III.g10224.t3	III	13607728	13611886	+	4159	2275	2284	2595	1279	903	1363
II.g4647.t1	II	4326426	4337012	-	10587	81	53	54	475	193	120
I.g3423.t3	I	12639596	12648689	+	9094	989	932	920	753	578	656
V.g15315.t1	V	6088724	6092330	+	3607	25933	15873	12151	39592	17595	32603
V.g16045.t2	V	9015762	9018347	+	2586	2670	3194	1947	1687	1002	1905
I.g1015.t2	I	2185547	2192954	-	7408	527	590	399	1757	466	1384
III.g9216.t1	III	8647138	8648495	-	1358	2752	2595	2791	1654	1222	1981
IV.g13464.t1	IV	15296680	15301787	-	5108	74	79	75	69	34	86
III.g9541.t2	III	9931341	9939102	+	7762	61	70	91	131	129	155
I.g2333.t1	I	7812230	7815279	+	3050	949	661	869	1025	1094	985
III.g8619.t1	III	6176747	6178054	-	1308	3180	2998	2200	2189	1427	2372
II.g7296.t2	II	16270903	16273152	+	2250	2262	2591	1486	747	376	1109
III.g8628.t1	III	6213131	6217820	-	4690	182	204	229	423	244	258
I.g3003.t1	I	10419073	10436123	+	17051	464	482	685	832	696	688
I.g1721.t2	I	5270604	5273050	+	2447	1166	843	925	1254	986	1045
IV.g11436.t1	IV	6029467	6032346	+	2880	533	516	338	434	141	412
II.g4050.t1	II	559121	563116	-	3996	54	50	46	349	305	85
V.g16251.t2	V	9911059	9912218	+	1160	2292	2085	1875	1006	546	1172
II.g5539.t1	II	8344169	8344608	+	440	19	145	292	237	417	70
V.g15824.t1	V	8167949	8170883	-	2935	1135	1155	563	1047	360	1232
II.g5262.t1	II	7245075	7246336	-	1262	4377	4421	4011	3967	2464	4118
III.g8696.t1	III	6473011	6476194	+	3184	2678	2721	1407	1476	599	1837
I.g3777.t1	I	14709273	14716090	-	6818	1235	1384	875	1016	489	1152
IV.g12823.t1	IV	11675828	11677241	-	1414	427	210	218	290	199	297
IV.g11332.t1	IV	5379870	5380386	+	517	3547	2448	2608	2862	3675	2822
IV.g12451.t3	IV	10220545	10222752	+	2208	1495	830	1126	1511	1709	1417
IV.g10654.t4	IV	1304208	1305603	-	1396	1	1	0	0	2	4
II.g5168.t1	II	6841478	6843568	+	2091	14549	13304	21761	8810	8933	8710
II.g4036.t1	II	452349	453161	+	813	1205	867	1064	532	627	585
IV.g12960.t1	IV	12232397	12233944	+	1548	11910	12185	11254	12102	7981	11846
III.g8291.t2	III	4860766	4864763	-	3998	6632	5033	4129	10263	6028	9203
X.g20512.t1	X	11244466	11244786	+	321	535	547	578	1150	1190	1116
III.g8307.t1	III	4944284	4947084	-	2801	1914	1705	1381	706	321	977
X.g19594.t1	X	6053103	6055286	+	2184	180	162	145	263	187	225
III.g8380.t3	III	5232304	5234443	-	2140	3511	3193	2931	1785	1398	2118
I.g2265.t1	I	7534838	7535950	-	1113	2367	1479	1708	1202	989	1266
I.g1795.t1	I	5578729	5580179	-	1451	501	345	390	410	386	390
III.g10030.t1	III	12438999	12439397	+	399	1858	1397	1846	1134	1454	1138
X.g19003.t2	X	2511890	2516462	-	4573	99	72	97	196	108	134
III.g8657.t1	III	6347749	6349786	-	2038	2517	2433	1716	1015	497	1295
II.g6313.t2	II	11538143	11545679	-	7537	65	74	62	206	175	96
X.g19926.t1	X	8065043	8066560	-	1518	1019	626	978	1720	1900	1819
IV.g12530.t1	IV	10489655	10490322	-	668	738	496	538	427	400	367
IV.g11107.t2	IV	4072517	4075511	+	2995	750	2427	783	8968	5110	2527
V.g17096.t2	V	13192780	13199549	+	6770	143	120	110	281	233	222
IV.g10958.t2	IV	2997213	3008634	+	11422	1511	1535	882	1209	557	1120
IV.g12195.t2	IV	9094599	9098779	+	4181	6573	7180	3665	5617	1894	6072
II.g5849.t2	II	9730144	9733179	+	3036	24	19	14	46	29	48
X.g18741.t1	X	1078183	1085919	+	7737	280	239	135	452	169	422
IV.g13030.t2	IV	12508329	12514102	-	5774	1393	1409	821	1318	716	1355
X.g20751.t3	X	12394139	12397710	-	3572	553	496	425	1045	520	716
I.g3255.t1	I	11630328	11632346	+	2019	20	7	7	202	127	117
III.g7537.t1	III	654598	658194	+	3597	758	847	469	338	131	431
III.g9024.t1	III	7865516	7867376	-	1861	970	812	679	939	524	919
I.g1357.t4	I	3787428	3791191	-	3764	482	707	366	1652	856	768
III.g8872.t1	III	7211762	7215387	+	3626	2136	1943	1256	1543	569	1633
I.g948.t1	I	1727054	1733878	+	6825	836	951	948	453	410	490
III.g8695.t3	III	6469921	6472692	-	2772	1663	1691	1268	684	494	959
IV.g10507.t1	IV	366511	367209	-	699	1300	990	1408	739	764	727
II.g5021.t1	II	6187871	6189177	+	1307	1243	1092	914	1627	1407	1669
III.g9564.t1	III	10038410	10040756	+	2347	305	235	237	1357	1232	1128
I.g1018.t1	I	2211046	2214309	+	3264	184	153	156	301	234	275
V.g16408.t1	V	10487106	10487574	+	469	6	6	6	20	22	13
I.g2035.t1	I	6542580	6543130	+	551	47	44	33	72	48	51
IV.g11176.t1	IV	4529559	4533812	+	4254	1017	769	797	1270	1250	1287
I.g920.t1	I	1570852	1574821	+	3970	13695	16976	9029	4821	1734	7427
I.g1902.t1	I	5933241	5933557	-	317	6	1	6	38	26	17
III.g7577.t1	III	930186	935749	+	5564	107	89	65	292	225	157
V.g16890.t2	V	12462911	12465385	+	2475	3237	2967	2685	2285	1530	2733
III.g7932.t1	III	3207346	3213749	-	6404	5428	6302	4165	5306	2943	5385
II.g6017.t1	II	10326810	10327966	+	1157	3255	3389	3448	2011	1554	1975
I.g2817.t1	I	9611613	9612807	+	1195	1062	851	707	1013	864	944
I.g1512.t1	I	4362956	4367770	+	4815	54	48	70	184	133	147
II.g5801.t1	II	9487650	9490894	-	3245	7474	6258	4386	8423	4021	8342
IV.g12398.t1	IV	9943544	9945077	-	1534	267	285	289	415	363	325
III.g8162.t1	III	4333872	4336344	+	2473	159	163	170	352	269	211
III.g7554.t3	III	747863	760085	-	12223	110	99	90	194	184	196
II.g4719.t1	II	4701900	4705739	+	3840	769	516	535	1044	563	735
I.g2606.t1	I	8857954	8862983	+	5030	3473	3123	2059	2120	886	2657
V.g16624.t2	V	11362021	11365372	+	3352	5618	4436	3678	2536	1588	2918
IV.g11693.t3	IV	7237799	7240092	+	2294	23465	20479	21335	21598	15183	16224
V.g16293.t1	V	10050021	10050987	+	967	5104	2994	3214	1579	1146	1859
III.g7460.t2	III	295054	299609	-	4556	2547	3130	2186	2084	1334	2178
II.g4934.t1	II	5767163	5767964	+	802	4183	3539	4161	2002	1815	1989
III.g9536.t3	III	9903930	9907243	+	3314	108	103	475	79	174	60
X.g20462.t1	X	10934269	10934920	-	652	2	0	1	3	0	1
II.g7348.t1	II	16444519	16445500	+	982	92	154	77	257	324	176
V.g18384.t1	V	18881275	18883498	-	2224	1755	1590	1790	4516	4286	3363
V.g13870.t1	V	34802	35636	+	835	4466	3005	2872	1803	1319	2027
I.g3282.t1	I	11751211	11758521	+	7311	1799	2015	1246	2644	1429	2300
III.g9837.t1	III	11222411	11226806	-	4396	617	469	401	937	693	870
II.g4925.t2	II	5736220	5738716	+	2497	11309	12357	8676	6491	4111	7196
IV.g10803.t1	IV	2051175	2051803	+	629	43	39	57	112	123	59
I.g2758.t1	I	9397285	9399441	+	2157	237	326	232	695	598	715
IV.g11287.t1	IV	5133998	5136818	-	2821	48	28	38	68	50	44
X.g20508.t1	X	11224671	11225448	+	778	251	222	224	326	311	339
X.g20149.t3	X	9337830	9345066	-	7237	60	25	64	101	60	82
V.g16149.t2	V	9506015	9508064	-	2050	4711	4576	3622	1903	1162	2497
V.g17104.t2	V	13227765	13230318	+	2554	383	1291	535	7133	2896	2071
II.g5479.t2	II	8136703	8138552	+	1850	23	28	33	87	39	73
II.g5620.t1	II	8677810	8679735	+	1926	523	304	349	420	488	426
V.g17372.t1	V	14317574	14318631	+	1058	1023	835	998	1902	1878	1685
III.g9514.t1	III	9774062	9776049	-	1988	2062	2431	1699	3657	1731	3752
V.g18304.t2	V	18475738	18484093	+	8356	40	37	34	109	48	66
V.g16533.t1	V	10934255	10937313	+	3059	191	198	157	718	494	362
X.g20337.t3	X	10248383	10252980	+	4598	166	181	167	522	377	403
II.g6569.t3	II	12791734	12796123	-	4390	2090	1311	1682	138	122	370
X.g20429.t1	X	10713222	10717060	-	3839	799	782	507	614	274	531
I.g2746.t1	I	9360557	9364214	-	3658	5418	5187	3181	3545	1695	4076
X.g18861.t1	X	1641889	1652995	-	11107	456	355	197	436	147	434
X.g18606.t1	X	330470	331256	+	787	9304	6131	8725	5566	4728	4952
I.g3859.t1	I	15164886	15168347	+	3462	28	39	23	2	6	12
II.g4416.t1	II	3201703	3208326	+	6624	1098	842	654	733	325	850
III.g7730.t1	III	1781119	1781707	-	589	2642	3080	7607	1574	3030	1574
I.g3723.t1	I	14459122	14460684	-	1563	4236	3587	3786	5499	4020	5196
X.g21250.t4	X	15293390	15301946	+	8557	380	354	211	735	308	608
II.g5600.t2	II	8603325	8607698	+	4374	14	13	14	62	68	66
V.g16350.t1	V	10252490	10253544	-	1055	37799	31437	37481	4224	3538	9755
I.g2003.t1	I	6363479	6365710	+	2232	20	11	8	179	79	187
I.g1501.t1	I	4316396	4319587	+	3192	2190	1985	1420	2403	1393	2473
II.g5827.t1	II	9621801	9623619	-	1819	1128	1093	783	1049	623	1112
I.g2336.t1	I	7818269	7819983	+	1715	18726	11983	12499	9492	7168	9867
II.g5269.t1	II	7259661	7260638	+	978	2338	1401	1268	2693	1659	2579
X.g21019.t1	X	13900750	13903823	+	3074	31	25	35	135	78	77
II.g3938.t1	II	33260	34924	-	1665	2016	2289	1707	3193	2316	3016
III.g9488.t1	III	9652276	9653857	+	1582	3185	2887	2185	1685	1023	1976
III.g9363.t1	III	9196743	9198939	-	2197	47	30	55	81	30	37
III.g9231.t1	III	8673237	8677362	+	4126	46	49	29	154	40	76
II.g5678.t3	II	8923309	8925923	-	2615	174	151	147	348	216	317
X.g21035.t2	X	13991547	13995175	-	3629	34	33	24	56	34	52
III.g8607.t1	III	6126863	6127713	-	851	7521	4564	5642	2669	1906	2940
II.g6585.t1	II	12857855	12861540	+	3686	38	25	39	70	70	72
X.g20071.t2	X	8879795	8880531	+	737	296	232	582	586	670	564
III.g8763.t2	III	6781631	6787103	+	5473	2311	2272	1586	1771	823	2011
II.g3935.t1	II	22899	24819	-	1921	2693	2192	2076	1176	781	1395
V.g16999.t1	V	12898458	12901141	+	2684	4133	1446	2059	8080	4889	4718
X.g19445.t2	X	5242490	5246168	-	3679	19141	14633	11868	13910	6890	12072
III.g8273.t1	III	4777825	4779830	-	2006	4757	3960	3535	1999	1168	2534
II.g5497.t2	II	8207274	8217375	+	10102	129	118	83	389	226	327
II.g7183.t1	II	15786113	15786779	+	667	252	131	236	467	635	474
V.g18341.t1	V	18633759	18638176	-	4418	78	74	59	247	146	182
I.g2912.t1	I	10036011	10037325	-	1315	1193	988	1104	1233	1004	1192
III.g7434.t1	III	170243	171098	+	856	4106	2967	3228	1727	1518	1773
I.g2725.t1	I	9271205	9272027	-	823	7316	4770	6306	2445	2370	2793
V.g16177.t1	V	9597460	9599835	-	2376	269	260	235	410	297	388
III.g9573.t1	III	10084596	10086923	-	2328	3618	3922	3047	2923	1752	3385
IV.g12595.t1	IV	10667150	10668686	-	1537	3226	3016	2795	2116	1546	2220
X.g21994.t1	X	19258467	19259375	+	909	135	90	84	15340	10881	4291
II.g3984.t1	II	194834	202639	+	7806	65	60	28	168	63	139
X.g20916.t2	X	13243638	13248326	-	4689	10901	8455	6305	8992	4662	8430
III.g7436.t2	III	181251	186152	+	4902	19	43	17	115	98	58
I.g1783.t1	I	5535857	5543246	+	7390	595	553	453	746	478	701
II.g5270.t2	II	7260713	7262390	-	1678	1906	1449	1124	14469	9078	10830
IV.g12401.t2	IV	9956004	9957414	+	1411	910	615	144	576	25	729
III.g9436.t1	III	9471882	9473134	-	1253	16	25	21	268	232	93
V.g16464.t1	V	10706756	10708276	-	1521	2433	2107	2397	1425	1229	1422
IV.g11525.t1	IV	6519076	6521001	-	1926	602	505	609	1202	1188	1024
III.g9999.t1	III	12246030	12249960	+	3931	4666	4077	6339	2951	2578	2938
V.g16815.t1	V	12187753	12189095	+	1343	2273	2337	1902	1967	1326	1920
III.g8305.t1	III	4926916	4928581	-	1666	145	116	152	154	121	111
II.g6264.t1	II	11358794	11361027	+	2234	3915	3316	2331	5108	2803	5178
V.g14360.t1	V	1844145	1846778	+	2634	1890	2307	1698	1382	869	1772
X.g21695.t1	X	17536609	17537710	+	1102	2249	1563	1983	2632	2346	1847
III.g8278.t1	III	4793836	4796612	-	2777	88	76	90	41	60	34
I.g1081.t2	I	2561580	2565104	+	3525	99	105	103	136	72	95
V.g17417.t1	V	14499348	14500895	+	1548	7404	6167	4677	4601	3308	4825
II.g4056.t1	II	594204	597904	+	3701	964	1322	845	580	303	634
II.g5006.t1	II	6108943	6110577	+	1635	2688	1911	1684	2579	1352	2600
IV.g11411.t1	IV	5857592	5858237	-	646	1910	2187	2395	1911	1835	1853
I.g2595.t1	I	8782964	8784751	-	1788	225	230	177	641	476	470
III.g9692.t1	III	10584744	10589637	+	4894	999	990	632	1704	710	1445
III.g9449.t1	III	9502643	9503742	-	1100	3161	2244	2681	1611	1331	1761
I.g942.t1	I	1687079	1694915	-	7837	990	1036	803	1052	705	960
II.g4277.t2	II	2440539	2443052	+	2514	1201	1228	1206	1789	1836	1604
I.g2165.t3	I	7070189	7079272	+	9084	196	124	172	302	333	278
II.g5722.t1	II	9172450	9176215	-	3766	2451	2158	1496	1110	540	1428
I.g3878.t1	I	15292550	15293786	-	1237	2645	2685	2380	1686	1155	1877
II.g4256.t1	II	2289906	2291192	+	1287	12	33	7	218	246	44
II.g5952.t2	II	10132175	10134368	+	2194	1	0	5	8	8	4
X.g19120.t1	X	3327954	3334378	-	6425	1362	1126	549	3321	1195	2798
V.g17579.t1	V	15042690	15043310	+	621	640	770	728	396	410	411
V.g14823.t1	V	3896235	3898850	+	2616	1093	1369	1610	756	763	753
II.g5829.t2	II	9632826	9637761	+	4936	116	118	98	315	257	280
I.g919.t3	I	1546528	1551870	-	5343	144	164	56	1353	835	270
X.g21869.t4	X	18599257	18606044	-	6788	728	624	494	2041	1075	1079
V.g18375.t1	V	18845808	18850370	-	4563	54	60	26	55	30	48
I.g2064.t2	I	6621177	6627500	-	6324	219	157	129	535	377	431
IV.g11708.t1	IV	7284751	7286318	+	1568	4170	2347	2619	1535	1164	1774
I.g1258.t2	I	3398902	3399893	+	992	5091	6103	5262	6531	5235	6102
X.g20244.t3	X	9703176	9708270	-	5095	98	96	82	127	81	124
V.g17578.t3	V	15041196	15042639	+	1444	1223	1033	730	680	295	791
I.g905.t2	I	1422271	1430992	-	8722	106	143	109	355	196	247
X.g20802.t1	X	12661857	12665205	+	3349	471	329	343	225	115	256
IV.g11921.t1	IV	8023378	8024458	-	1081	5233	3674	4272	5256	4752	4953
III.g8281.t1	III	4806354	4809349	+	2996	309	262	273	290	233	345
V.g16609.t2	V	11285020	11286789	-	1770	318	267	226	631	576	476
III.g10017.t3	III	12369180	12372132	-	2953	40	35	34	33	21	36
I.g1317.t1	I	3617199	3618211	+	1013	3470	2592	3155	4709	3063	4006
V.g18236.t2	V	18059068	18064165	+	5098	84	79	66	175	109	144
III.g8551.t1	III	5944546	5947030	+	2485	4348	2895	3450	1573	1482	1856
III.g8133.t1	III	4185212	4186181	+	970	4049	4515	3883	9623	5716	6164
X.g19226.t2	X	3851745	3856107	-	4363	3418	3012	2399	5464	2686	4524
V.g17385.t1	V	14379069	14379884	+	816	308	334	332	496	434	506
II.g6271.t1	II	11373295	11376231	-	2937	1830	2133	1298	1303	685	1410
X.g19187.t3	X	3659867	3669132	+	9266	3547	3284	1973	6420	2259	5343
II.g5940.t1	II	10095966	10096762	+	797	160	188	198	307	233	234
III.g10105.t3	III	12898079	12906205	+	8127	143	192	137	359	274	202
X.g21875.t2	X	18663003	18669481	-	6479	340	333	208	455	137	361
I.g2722.t4	I	9263389	9267580	-	4192	6102	6618	13912	3744	3790	3590
V.g16547.t1	V	10987960	10991513	-	3554	4236	4125	2733	6117	2937	5739
IV.g12654.t1	IV	10917086	10920787	-	3702	45	39	35	196	103	87
II.g7182.t1	II	15776973	15779064	+	2092	1443	1721	1151	1733	834	1562
II.g5405.t1	II	7758815	7759203	-	389	800	649	1110	992	1210	851
I.g3637.t1	I	13986175	13987539	-	1365	1929	2655	2254	1352	1070	1458
III.g10427.t2	III	14568369	14570932	-	2564	8504	8485	6002	8964	4540	7745
III.g10213.t1	III	13548825	13550579	+	1755	110	120	77	194	159	129
I.g2765.t1	I	9438847	9440060	-	1214	3317	1752	2216	1265	884	1437
II.g4588.t1	II	4010155	4017029	-	6875	909	832	546	1061	400	1001
V.g16468.t1	V	10713805	10714337	-	533	2000	1621	4304	1047	1843	1023
V.g17413.t1	V	14483270	14484543	+	1274	1383	1688	1337	893	664	1034
X.g22039.t1	X	19487997	19489501	+	1505	446	309	398	159	112	183
V.g16507.t1	V	10833225	10836238	-	3014	1766	1608	1012	1878	852	1975
III.g9498.t1	III	9718952	9721056	+	2105	68	32	53	85	89	75
II.g6031.t1	II	10360326	10361559	-	1234	1537	1093	1274	699	708	758
II.g6478.t2	II	12389835	12392404	-	2570	3165	2884	2271	1379	874	1816
X.g20347.t3	X	10310522	10318036	-	7515	342	306	315	273	187	268
V.g16965.t1	V	12783235	12783998	-	764	2680	1601	2063	913	670	1052
II.g6063.t1	II	10556136	10559898	-	3763	42	47	34	90	83	107
III.g7576.t1	III	926068	929552	-	3485	701	809	735	684	409	654
X.g20666.t1	X	11983908	11985969	+	2062	629	662	717	1080	519	752
I.g1545.t1	I	4465704	4474387	-	8684	16	11	17	51	63	48
III.g10082.t1	III	12735677	12739470	-	3794	421	458	674	238	297	254
II.g6463.t3	II	12321659	12323843	+	2185	5373	3301	3592	7045	4992	5341
X.g20763.t1	X	12460345	12462604	+	2260	48	50	24	85	20	27
IV.g13004.t3	IV	12422780	12426007	+	3228	182	142	175	303	235	273
II.g5259.t2	II	7234336	7237074	-	2739	573	473	438	989	764	949
II.g6194.t1	II	11053711	11057268	-	3558	3485	2383	2107	2306	1767	2393
IV.g13431.t1	IV	15099207	15106651	-	7445	1178	1250	783	760	332	928
V.g13906.t2	V	174923	177579	+	2657	35	23	31	91	73	83
V.g15518.t1	V	7045204	7048730	-	3527	146	111	112	740	578	614
IV.g12880.t1	IV	11863574	11864022	-	449	11	10	20	12	8	11
V.g17221.t1	V	13770963	13772340	+	1378	3	5	1	12	7	14
X.g21725.t1	X	17682414	17686973	-	4560	436	338	276	816	478	628
I.g2113.t1	I	6828522	6832469	+	3948	16	8	13	27	35	27
I.g2520.t1	I	8507751	8509884	+	2134	3482	3058	2418	2392	1419	2520
IV.g12713.t1	IV	11188313	11193642	+	5330	2824	2175	1609	9123	4024	4778
II.g5841.t1	II	9692456	9695109	+	2654	1432	882	1112	1441	1303	1390
V.g16936.t1	V	12654461	12655296	-	836	2527	2853	2350	1189	933	1567
III.g7707.t3	III	1670537	1676612	-	6076	3393	3621	2291	1870	820	2351
X.g20636.t1	X	11880629	11881039	+	411	19	10	15	14	18	13
V.g17415.t1	V	14487345	14489882	-	2538	72	39	59	109	134	85
III.g9128.t2	III	8253300	8265319	+	12020	550	496	337	948	453	715
V.g14432.t2	V	2151888	2155480	-	3593	9097	8100	3700	9045	1448	8374
III.g9047.t1	III	7927039	7930085	-	3047	12	1	3	23	15	6
IV.g12252.t1	IV	9320880	9325266	-	4387	2107	2450	1592	5146	2195	4355
X.g20053.t2	X	8798671	8799126	-	456	350	266	328	601	582	505
II.g5066.t1	II	6381082	6382491	-	1410	43	46	37	95	54	60
II.g5769.t1	II	9380342	9382868	+	2527	346	219	273	433	378	316
I.g2702.t1	I	9202064	9207645	+	5582	2878	1893	1272	1628	820	1770
X.g19711.t1	X	6884802	6886788	+	1987	27	35	22	147	113	100
X.g20638.t1	X	11885059	11885516	+	458	29	19	21	69	81	59
I.g3442.t1	I	12768050	12776798	-	8749	1489	1799	1099	884	391	1155
II.g5820.t1	II	9572149	9573722	-	1574	250	237	339	66	63	80
III.g10162.t1	III	13212844	13215053	-	2210	10248	8266	8807	11782	8090	10637
III.g9478.t1	III	9596619	9597993	-	1375	2737	2945	3858	1314	1002	1589
IV.g12647.t1	IV	10897263	10900425	-	3163	4014	4169	3633	2855	1994	3036
IV.g11760.t1	IV	7430968	7431667	+	700	5246	2986	4168	8250	10320	9492
IV.g13493.t1	IV	15534649	15535610	+	962	5249	3307	4920	4443	4663	4262
IV.g10557.t1	IV	506514	509132	+	2619	12081	9717	14502	8060	6137	8610
V.g16392.t1	V	10432345	10435026	-	2682	2513	1550	1787	2195	1620	2085
I.g3153.t1	I	11170159	11171039	+	881	63603	90281	101334	45259	45421	42698
I.g1359.t1	I	3802819	3813326	+	10508	852	596	551	1274	779	1086
X.g20037.t3	X	8712582	8719071	-	6490	178	276	137	1441	1216	384
IV.g13082.t1	IV	12745185	12749187	+	4003	34	44	44	173	92	107
III.g8395.t1	III	5316139	5317093	-	955	32999	34480	24295	25682	16598	25122
II.g4331.t1	II	2793611	2794400	+	790	1347	1234	1156	519	468	630
I.g2408.t1	I	8073905	8074586	+	682	48978	53097	59361	27692	26515	26836
IV.g12335.t1	IV	9708552	9709071	-	520	769	599	939	529	580	502
II.g5645.t2	II	8748213	8751134	+	2922	323	258	254	787	575	458
IV.g12875.t1	IV	11832531	11835808	-	3278	1062	713	701	1466	873	1441
II.g6476.t1	II	12380756	12384741	-	3986	1698	1392	1363	798	619	938
X.g21802.t1	X	18212439	18215607	+	3169	1323	1025	688	1599	773	1394
II.g7093.t1	II	15255746	15257440	-	1695	22	8	13	45	65	30
V.g18234.t1	V	18052854	18054256	-	1403	210	205	220	101	114	89
III.g9455.t1	III	9519917	9520573	-	657	2258	1530	1878	843	881	980
V.g16412.t1	V	10494972	10499679	-	4708	15	12	22	45	20	36
III.g9908.t1	III	11648668	11649435	-	768	1505	1698	1640	832	825	984
II.g4222.t1	II	2034170	2039416	+	5247	349	249	72	1697	114	1402
V.g17047.t1	V	13029181	13030794	-	1614	883	627	643	1407	1003	1188
