gene_id	HF1_Cbr	HF1_Cni	HF2_Cbr	HF2_Cni	HF3_Cbr	HF3_Cni	HM1_Cbr	HM1_Cni	HM2_Cbr	HM2_Cni	HM3_Cbr	HM3_Cni
IV.g12523.t1__Cnig_chr_IV.g14523.t1	3533	3527	3271	3269	1881	1880	7319	7311	3701	3698	5344	5342
IV.g12524.t1__Cnig_chr_IV.g14526.t1	2348	2342	2205	2200	1232	1231	5760	5750	4089	4092	4380	4379
IV.g12525.t1__Cnig_chr_IV.g14527.t1	20	12	11	6	8	5	70	54	28	23	58	49
IV.g12527.t1__Cnig_chr_IV.g14529.t2	0	0	0	1	0	1	1	4	1	1	1	3
IV.g12530.t1__Cnig_chr_IV.g14532.t1	149	133	152	134	75	65	40	33	19	16	34	28
IV.g12531.t1__Cnig_chr_IV.g14534.t1	2472	2568	2940	3041	1255	1300	2357	2390	575	595	1860	1892
IV.g12532.t1__Cnig_chr_IV.g14535.t1	523	520	554	550	266	265	207	200	95	95	156	154
IV.g12533.t1__Cnig_chr_IV.g14536.t4	291	277	272	255	155	149	173	161	90	87	136	131
IV.g12534.t1__Cnig_chr_IV.g14537.t1	562	556	560	553	291	289	102	96	61	58	72	72
IV.g12535.t1__Cnig_chr_IV.g14538.t1	581	566	550	538	284	276	475	460	282	280	377	370
IV.g12536.t1__Cnig_chr_IV.g14539.t3	144	218	124	182	72	113	189	238	70	109	140	182
IV.g12538.t1__Cnig_chr_IV.g14540.t1	356	360	359	364	175	177	99	91	78	77	75	74
IV.g12539.t1__Cnig_chr_IV.g14541.t1	361	359	392	389	193	191	111	105	45	45	85	84
IV.g12540.t1__Cnig_chr_IV.g14542.t1	350	353	340	342	174	177	75	69	40	40	55	55
IV.g12541.t1__Cnig_chr_IV.g14543.t1	298	293	213	207	137	134	2176	2163	932	929	1617	1612
IV.g12542.t1__Cnig_chr_IV.g14544.t2	7687	7205	6979	6548	4125	3869	322	269	399	355	217	177
IV.g12543.t3__Cnig_chr_IV.g14545.t1	2639	2640	2251	2253	1343	1343	109	106	103	102	78	76
IV.g12544.t1__Cnig_chr_IV.g14546.t1	13	10	13	11	10	6	9	8	4	4	8	6
IV.g12545.t1__Cnig_chr_IV.g14547.t1	81	118	68	98	41	58	121	175	63	100	90	136
IV.g12548.t2__Cnig_chr_IV.g14548.t1	188	213	176	204	100	113	82	94	53	59	64	75
IV.g12549.t2__Cnig_chr_IV.g14549.t1	460	466	417	424	242	244	205	207	139	138	168	170
IV.g12552.t1__Cnig_chr_IV.g14550.t1	5	4	4	3	2	2	7	7	3	3	4	4
IV.g12554.t1__Cnig_chr_IV.g14558.t1	8	5	7	4	2	2	13	10	2	3	9	7
IV.g12555.t1__Cnig_chr_IV.g14559.t1	390	386	350	350	196	195	231	230	105	106	166	165
IV.g12556.t1__Cnig_chr_IV.g14560.t1	28	26	23	22	14	14	18	17	9	9	12	11
IV.g12557.t1__Cnig_chr_IV.g14561.t1	433	342	339	271	225	177	182	151	124	93	129	103
IV.g12558.t1__Cnig_chr_IV.g14563.t2	67	28	51	22	36	14	193	23	98	18	140	18
IV.g12559.t2__Cnig_chr_IV.g14565.t1	209	209	148	149	113	111	65	65	55	55	52	52
IV.g12560.t1__Cnig_chr_IV.g14566.t1	12	13	11	12	4	5	68	70	14	14	55	57
IV.g12561.t1__Cnig_chr_IV.g14567.t1	281	281	282	282	140	141	87	88	44	44	64	66
IV.g12562.t3__Cnig_chr_IV.g14569.t1	80	43	71	42	40	21	161	88	65	27	118	64
IV.g12563.t1__Cnig_chr_IV.g14570.t1	2203	2258	1897	1942	1165	1193	469	479	368	372	347	353
IV.g12565.t1__Cnig_chr_IV.g14572.t1	103	100	53	51	53	52	624	621	516	501	467	462
IV.g12566.t1__Cnig_chr_IV.g14573.t1	28	20	15	10	12	9	98	65	64	49	66	45
IV.g12567.t1__Cnig_chr_IV.g14576.t1	0	0	0	0	0	0	0	0	0	0	0	0
IV.g12569.t1__Cnig_chr_IV.g14579.t1	9	12	7	10	4	6	20	23	10	11	15	16
IV.g12570.t1__Cnig_chr_IV.g14580.t2	8	6	8	6	3	3	140	136	58	61	118	116
IV.g12571.t1__Cnig_chr_IV.g14581.t1	324	331	276	278	168	171	127	126	82	84	94	93
IV.g12572.t3__Cnig_chr_IV.g14582.t2	560	554	503	491	275	272	330	327	151	155	250	248
IV.g12573.t1__Cnig_chr_IV.g14583.t1	4973	4972	5303	5300	2452	2452	4645	4642	2115	2116	3417	3416
IV.g12574.t1__Cnig_chr_IV.g14584.t1	3805	3805	3512	3512	1894	1895	2898	2895	1009	1009	2357	2356
IV.g12575.t3__Cnig_chr_IV.g14585.t1	1370	1350	1273	1252	686	676	1177	1153	570	558	959	942
IV.g12576.t1__Cnig_chr_IV.g14586.t1	1324	1296	1148	1126	729	717	230	224	179	180	170	168
IV.g12577.t2__Cnig_chr_IV.g14588.t1	1660	1672	1500	1510	886	894	604	605	413	414	457	461
IV.g12579.t1__Cnig_chr_IV.g14589.t1	215	214	177	175	102	101	87	87	47	50	66	66
IV.g12580.t1__Cnig_chr_IV.g14590.t1	1543	1533	1373	1362	842	836	627	620	319	317	461	456
IV.g12582.t1__Cnig_chr_IV.g14591.t1	3795	3805	3369	3378	2060	2065	4352	4364	2937	2942	3302	3310
IV.g12583.t1__Cnig_chr_IV.g14592.t1	1	1	2	1	0	0	47	72	22	41	44	67
IV.g12585.t1__Cnig_chr_IV.g14593.t1	0	0	0	1	0	1	347	319	175	151	265	238
IV.g12586.t1__Cnig_chr_IV.g14594.t3	0	0	0	0	0	0	6	6	3	3	5	5
IV.g12587.t2__Cnig_chr_IV.g14596.t1	45	42	19	17	20	20	252	199	196	174	187	146
IV.g12588.t1__Cnig_chr_IV.g14599.t1	3	1	2	1	1	0	15	6	9	2	11	5
IV.g12589.t1__Cnig_chr_IV.g14600.t1	154	159	150	156	76	80	79	79	30	32	57	58
IV.g12590.t1__Cnig_chr_IV.g14601.t1	1789	1812	1497	1519	950	960	737	747	526	532	574	581
IV.g12591.t1__Cnig_chr_IV.g14602.t1	953	950	1033	1030	502	501	965	962	268	267	785	783
IV.g12592.t1__Cnig_chr_IV.g14603.t2	191	189	216	214	101	100	95	93	25	24	76	75
IV.g12593.t1__Cnig_chr_IV.g14604.t1	4	1	3	1	1	0	22	16	8	7	18	13
IV.g12594.t1__Cnig_chr_IV.g14608.t1	7	4	8	6	3	2	19	19	7	6	14	14
IV.g12595.t1__Cnig_chr_IV.g14609.t2	608	602	544	539	321	317	255	252	171	170	201	197
IV.g12596.t1__Cnig_chr_IV.g14610.t3	10	7	8	7	5	3	12	11	4	3	10	10
IV.g12597.t1__Cnig_chr_IV.g14611.t1	1484	1477	1282	1277	768	764	438	428	482	458	352	344
IV.g12598.t1__Cnig_chr_IV.g14612.t1	3	1	4	2	3	0	147	146	45	45	117	116
IV.g12599.t1__Cnig_chr_IV.g14613.t1	125	125	134	139	70	73	532	543	340	351	385	393
IV.g12602.t1__Cnig_chr_IV.g14617.t1	2	2	1	2	0	1	13	16	13	13	9	11
IV.g12604.t1__Cnig_chr_IV.g14618.t3	264	899	235	818	147	499	743	2032	481	1050	570	1528
IV.g12605.t1__Cnig_chr_IV.g14620.t1	26	21	19	13	14	10	215	153	174	140	162	118
IV.g12609.t1__Cnig_chr_IV.g14624.t1	48	47	42	41	26	26	19	19	15	15	14	15
IV.g12610.t1__Cnig_chr_IV.g14625.t1	57	49	39	33	30	27	165	139	69	66	123	103
IV.g12611.t1__Cnig_chr_IV.g14626.t1	9	5	7	4	4	2	41	36	19	16	34	31
IV.g12612.t4__Cnig_chr_IV.g14628.t1	25	26	17	17	8	8	34	34	12	16	21	23
IV.g12613.t1__Cnig_chr_IV.g14629.t1	5	6	5	6	3	3	30	31	31	30	15	15
IV.g12614.t1__Cnig_chr_IV.g14631.t1	20	20	22	22	12	12	101	102	43	43	75	76
IV.g12615.t1__Cnig_chr_IV.g14632.t2	993	993	921	921	490	490	960	960	607	606	732	730
IV.g12616.t2__Cnig_chr_IV.g14633.t1	386	384	362	359	215	214	145	144	86	84	115	114
IV.g12618.t1__Cnig_chr_IV.g14635.t1	15	20	15	21	8	12	23	36	14	20	25	36
IV.g12619.t1__Cnig_chr_IV.g14636.t1	19	18	22	21	7	6	90	90	13	15	70	68
IV.g12621.t1__Cnig_chr_IV.g14639.t1	4	2	5	5	2	2	19	15	1	2	15	11
IV.g12622.t1__Cnig_chr_IV.g14640.t1	2047	2040	1751	1747	1055	1049	372	371	273	274	299	295
IV.g12623.t1__Cnig_chr_IV.g14641.t1	3919	3909	4056	4048	2066	2064	368	366	344	344	272	267
IV.g12624.t1__Cnig_chr_IV.g14642.t1	984	1037	904	959	529	559	674	677	371	376	516	517
IV.g12625.t1__Cnig_chr_IV.g14646.t1	47	39	35	28	21	18	119	105	76	71	86	76
IV.g12626.t1__Cnig_chr_IV.g14647.t1	1	0	1	0	2	0	10	8	7	7	9	8
IV.g12627.t1__Cnig_chr_IV.g14648.t2	4	0	4	0	5	0	10	2	1	1	7	1
IV.g12632.t1__Cnig_chr_IV.g14654.t1	1176	1160	1001	988	648	641	1505	1478	915	912	1157	1138
IV.g12634.t1__Cnig_chr_IV.g14656.t1	1533	1517	1309	1306	819	814	129	134	110	108	96	102
IV.g12635.t2__Cnig_chr_IV.g14657.t1	5745	5756	6856	6867	3001	3007	6856	6865	4157	4157	5309	5314
IV.g12636.t2__Cnig_chr_IV.g14658.t1	1031	1028	1047	1042	569	566	930	921	518	516	733	725
IV.g12637.t1__Cnig_chr_IV.g14659.t1	1727	1701	1405	1391	867	852	414	409	311	310	301	299
IV.g12638.t1__Cnig_chr_IV.g14661.t1	10	27	11	17	6	13	71	77	28	29	60	65
IV.g12639.t2__Cnig_chr_IV.g14662.t1	26	104	23	96	11	50	26	67	10	21	23	53
IV.g12642.t1__Cnig_chr_IV.g14668.t1	905	886	767	754	470	460	244	244	154	153	188	188
IV.g12643.t1__Cnig_chr_IV.g14669.t1	577	581	510	512	298	300	292	294	134	135	222	223
IV.g12644.t1__Cnig_chr_IV.g14670.t1	180	171	138	128	86	81	76	73	61	61	55	54
IV.g12645.t1__Cnig_chr_IV.g14671.t1	284	281	286	281	146	144	140	137	63	63	105	105
IV.g12646.t1__Cnig_chr_IV.g14672.t1	443	375	377	317	238	202	251	209	156	128	193	162
IV.g12647.t1__Cnig_chr_IV.g14673.t1	957	908	854	804	508	476	422	390	261	245	323	302
IV.g12648.t1__Cnig_chr_IV.g14674.t2	309	315	301	309	158	159	72	73	34	37	56	57
IV.g12649.t1__Cnig_chr_IV.g14675.t1	15	15	13	12	9	7	39	32	10	10	28	24
IV.g12650.t1__Cnig_chr_IV.g14676.t1	1151	1070	979	909	633	593	439	407	279	256	343	316
IV.g12651.t1__Cnig_chr_IV.g14677.t1	326	333	304	311	161	164	93	92	75	76	73	72
IV.g12652.t1__Cnig_chr_IV.g14678.t1	281	269	262	251	136	128	116	112	59	60	91	87
IV.g12653.t1__Cnig_chr_IV.g14679.t1	1680	1670	1687	1672	911	909	179	175	195	196	127	124
IV.g12654.t1__Cnig_chr_IV.g14680.t3	4	2	6	3	2	2	6	11	3	5	7	10
IV.g12655.t1__Cnig_chr_IV.g14681.t1	7	3	9	4	4	2	3018	3019	843	844	2341	2342
IV.g12656.t1__Cnig_chr_IV.g14682.t1	8	4	10	5	4	2	1143	1128	660	653	853	844
IV.g12657.t1__Cnig_chr_IV.g14683.t1	0	0	0	0	0	0	75	90	35	39	65	77
IV.g12658.t1__Cnig_chr_IV.g14684.t1	1	1	1	1	0	0	67	63	34	34	48	46
IV.g12659.t1__Cnig_chr_IV.g14685.t1	21	24	20	23	10	10	1085	1089	471	471	837	834
IV.g12660.t1__Cnig_chr_IV.g14686.t2	5	5	2	2	2	2	55	54	39	38	45	44
IV.g12661.t2__Cnig_chr_IV.g14687.t2	161	137	137	117	91	77	551	465	363	325	414	349
IV.g12664.t1__Cnig_chr_IV.g14688.t1	982	982	871	872	439	440	1042	1041	379	379	882	882
IV.g12665.t1__Cnig_chr_IV.g14689.t1	1870	1864	1614	1611	971	971	302	300	238	238	214	214
IV.g12666.t1__Cnig_chr_IV.g14690.t1	398	387	357	348	198	193	110	107	75	74	82	81
IV.g12667.t1__Cnig_chr_IV.g14691.t1	79	133	69	121	44	74	319	579	190	339	229	422
IV.g12668.t1__Cnig_chr_IV.g14692.t2	90	12	81	10	46	6	332	60	193	47	249	50
IV.g12669.t1__Cnig_chr_IV.g14693.t3	3	2	2	2	1	1	162	156	82	83	133	130
IV.g12670.t1__Cnig_chr_IV.g14695.t2	1275	307	1028	226	677	166	498	90	367	96	370	70
IV.g12671.t1__Cnig_chr_IV.g14697.t1	22	22	20	20	10	10	11	12	6	7	9	9
IV.g12673.t3__Cnig_chr_IV.g14699.t2	33	36	30	34	18	20	68	78	34	42	53	58
IV.g12675.t1__Cnig_chr_IV.g14700.t1	90	88	95	92	60	58	459	444	275	273	336	325
IV.g12676.t1__Cnig_chr_IV.g14701.t1	3	3	2	2	2	2	20	21	15	15	16	15
IV.g12677.t1__Cnig_chr_IV.g14702.t1	727	774	566	600	402	427	3625	3860	1201	1305	2869	3045
IV.g12678.t2__Cnig_chr_IV.g14703.t1	1	6	1	5	1	4	25	53	10	17	21	41
IV.g12679.t1__Cnig_chr_IV.g14704.t2	4	9	3	7	1	5	39	64	12	19	29	48
IV.g12680.t2__Cnig_chr_IV.g14705.t1	31	33	30	31	16	17	48	53	28	32	39	47
IV.g12681.t1__Cnig_chr_IV.g14707.t1	3384	3313	3377	3408	1772	1748	982	969	695	717	721	729
IV.g12682.t1__Cnig_chr_IV.g14708.t1	1163	1371	1238	1299	601	710	599	661	415	419	442	472
IV.g12683.t1__Cnig_chr_IV.g14709.t1	0	3	0	2	0	2	1	1	0	0	1	1
IV.g12685.t1__Cnig_chr_IV.g14710.t1	0	3	0	2	0	1	1	2	0	0	1	2
IV.g12686.t1__Cnig_chr_IV.g14711.t1	0	3	0	2	0	1	3	3	1	1	3	3
IV.g12687.t1__Cnig_chr_IV.g14712.t1	0	3	0	2	0	1	0	1	0	0	0	1
IV.g12689.t1__Cnig_chr_IV.g14713.t1	43	40	32	30	22	20	28	27	15	15	20	19
IV.g12690.t1__Cnig_chr_IV.g14714.t1	1	0	0	0	0	0	0	0	0	0	0	0
IV.g12691.t1__Cnig_chr_IV.g14715.t1	7	8	4	5	4	5	85	105	38	42	69	84
IV.g12692.t1__Cnig_chr_IV.g14716.t1	17	8	18	11	9	5	78	31	28	15	61	26
IV.g12693.t1__Cnig_chr_IV.g14718.t1	8	12	10	9	5	6	137	123	62	63	88	80
IV.g12695.t1__Cnig_chr_IV.g14719.t1	1842	1823	1533	1517	1004	996	201	198	157	153	158	157
IV.g12696.t1__Cnig_chr_IV.g14720.t1	489	701	528	780	255	375	58	75	52	65	50	64
IV.g12697.t1__Cnig_chr_IV.g14721.t1	142	136	135	131	72	67	89	84	52	48	72	69
IV.g12698.t1__Cnig_chr_IV.g14722.t1	28	26	27	26	13	12	498	556	248	282	379	422
IV.g12699.t3__Cnig_chr_IV.g14723.t1	899	899	764	762	479	481	396	395	310	310	305	306
IV.g12700.t1__Cnig_chr_IV.g14724.t1	618	619	572	574	335	335	100	101	74	74	77	78
IV.g12701.t2__Cnig_chr_IV.g14725.t2	20	20	20	20	9	9	14	15	8	8	10	11
IV.g12702.t1__Cnig_chr_IV.g14726.t1	4	2	2	2	1	0	23	18	13	10	16	12
IV.g12703.t1__Cnig_chr_IV.g14727.t3	7	7	5	5	3	2	57	55	24	22	44	42
IV.g12704.t1__Cnig_chr_IV.g14729.t1	0	1	0	0	0	0	1	1	1	0	1	0
IV.g12706.t1__Cnig_chr_IV.g14733.t1	344	351	349	359	188	192	283	298	159	161	222	230
IV.g12707.t1__Cnig_chr_IV.g14734.t1	3	5	4	6	3	4	5	12	2	2	5	9
IV.g12710.t1__Cnig_chr_IV.g14736.t1	4	3	5	4	3	2	1373	1465	771	830	1029	1101
IV.g12711.t1__Cnig_chr_IV.g14738.t1	11	10	9	8	7	6	294	289	124	120	230	225
IV.g12712.t2__Cnig_chr_IV.g14739.t1	2	2	1	1	1	1	19	20	6	6	19	18
IV.g12713.t1__Cnig_chr_IV.g14740.t1	190	188	170	170	102	102	735	728	578	579	530	526
IV.g12714.t1__Cnig_chr_IV.g14741.t1	256	257	235	236	136	137	1575	1593	939	941	1172	1184
IV.g12715.t1__Cnig_chr_IV.g14742.t1	2	1	1	1	1	0	2	1	1	1	2	1
IV.g12716.t3__Cnig_chr_IV.g14744.t1	446	323	465	336	226	164	99	73	51	43	76	58
IV.g12717.t3__Cnig_chr_IV.g14745.t1	495	487	468	463	267	261	121	118	89	93	99	97
IV.g12718.t1__Cnig_chr_IV.g14746.t1	559	483	454	390	276	243	157	140	97	91	124	111
IV.g12719.t1__Cnig_chr_IV.g14747.t1	1056	1051	972	967	564	559	195	192	148	152	154	152
IV.g12720.t1__Cnig_chr_IV.g14748.t1	729	723	709	704	373	368	508	505	225	225	425	423
IV.g12721.t1__Cnig_chr_IV.g14749.t1	4069	4111	3199	3239	2048	2074	903	912	739	742	700	707
IV.g12722.t1__Cnig_chr_IV.g14750.t1	138	118	142	115	69	58	555	555	270	269	478	474
IV.g12723.t1__Cnig_chr_IV.g14751.t1	5	16	5	19	3	9	84	89	47	45	65	67
IV.g12724.t1__Cnig_chr_IV.g14752.t1	2	12	2	16	1	6	5	12	3	4	3	7
IV.g12725.t1__Cnig_chr_IV.g14753.t1	2	13	3	17	1	6	2	10	0	2	1	6
IV.g12726.t1__Cnig_chr_IV.g14754.t1	49941	49992	45791	45869	24279	24316	11610	11651	12886	12900	8101	8130
IV.g12729.t1__Cnig_chr_IV.g14756.t1	48	27	51	25	25	14	135	127	50	49	101	94
IV.g12730.t3__Cnig_chr_IV.g14758.t1	1071	111	1026	97	579	65	299	21	194	17	229	15
IV.g12731.t2__Cnig_chr_IV.g14766.t1	0	0	1	0	0	0	31	25	14	13	22	17
IV.g12732.t1__Cnig_chr_IV.g14769.t1	3	1	3	1	2	0	23	14	15	7	19	11
IV.g12733.t1__Cnig_chr_IV.g14770.t2	2	1	2	1	1	0	18	6	3	3	12	4
IV.g12734.t2__Cnig_chr_IV.g14771.t1	1	1	1	1	1	0	117	116	44	44	93	93
IV.g12735.t1__Cnig_chr_IV.g14772.t4	1	1	1	1	1	1	6	6	2	2	5	5
IV.g12736.t3__Cnig_chr_IV.g14773.t1	3218	3257	2661	2685	1725	1743	802	802	552	549	606	603
IV.g12737.t2__Cnig_chr_IV.g14774.t1	2645	2656	2411	2426	1451	1460	1224	1234	773	775	913	916
IV.g12739.t1__Cnig_chr_IV.g14775.t1	236	221	203	189	125	118	79	74	61	58	65	60
IV.g12741.t1__Cnig_chr_IV.g14776.t1	555	43	520	39	291	22	301	23	159	16	233	18
IV.g12742.t1__Cnig_chr_IV.g14783.t2	1097	1096	943	936	556	550	267	264	189	184	205	203
IV.g12743.t1__Cnig_chr_IV.g14782.t3	302	304	239	240	158	157	49	50	46	46	33	33
IV.g12744.t1__Cnig_chr_IV.g14778.t1	75	73	65	62	29	28	274	261	150	145	198	190
IV.g12745.t1__Cnig_chr_IV.g14784.t1	76	78	69	70	41	42	377	381	248	252	307	310
IV.g12746.t1__Cnig_chr_IV.g14785.t1	939	946	936	949	643	645	1467	1479	463	465	1120	1134
IV.g12747.t2__Cnig_chr_IV.g14786.t1	127	89	106	79	59	44	304	209	154	99	223	154
IV.g12749.t1__Cnig_chr_IV.g14787.t1	77	99	67	91	46	51	253	296	151	148	199	237
IV.g12751.t1__Cnig_chr_IV.g14790.t2	1445	1450	1567	1574	784	785	2249	2262	1244	1248	1808	1820
IV.g12752.t1__Cnig_chr_IV.g14791.t1	144	143	143	141	85	83	463	460	179	180	360	358
IV.g12753.t1__Cnig_chr_IV.g14792.t1	211	211	185	183	105	105	56	56	31	29	43	41
IV.g12754.t2__Cnig_chr_IV.g14793.t1	803	804	773	776	414	414	703	705	257	258	546	546
IV.g12755.t2__Cnig_chr_IV.g14794.t1	2	2	1	2	1	1	4	4	0	1	3	2
IV.g12756.t1__Cnig_chr_IV.g14796.t1	3	1	2	1	2	0	460	452	222	219	357	352
IV.g12757.t1__Cnig_chr_IV.g14797.t1	865	863	824	827	475	473	752	742	465	466	567	565
IV.g12758.t2__Cnig_chr_IV.g14798.t1	1585	1585	1310	1313	815	815	234	229	191	190	179	177
IV.g12759.t1__Cnig_chr_IV.g14799.t1	458	451	386	376	240	234	89	88	63	61	58	57
IV.g12760.t1__Cnig_chr_IV.g14800.t1	61	58	77	74	24	23	300	284	86	76	242	227
IV.g12761.t1__Cnig_chr_IV.g14802.t1	1	0	3	0	0	0	295	316	145	148	233	243
IV.g12762.t1__Cnig_chr_IV.g14803.t1	6	8	6	6	2	3	15	14	8	9	11	12
IV.g12763.t1__Cnig_chr_IV.g14804.t1	11	13	6	8	4	5	17	19	7	8	16	18
IV.g12764.t1__Cnig_chr_IV.g14806.t1	3208	3224	2622	2635	1734	1737	832	837	696	699	617	620
IV.g12765.t1__Cnig_chr_IV.g14809.t1	0	0	1	0	0	0	12	11	5	5	8	8
IV.g12766.t1__Cnig_chr_IV.g14810.t2	88	89	68	69	46	45	446	447	268	266	346	345
IV.g12767.t1__Cnig_chr_IV.g14811.t1	1	1	1	1	0	0	165	112	101	46	127	85
IV.g12769.t1__Cnig_chr_IV.g14813.t1	388	401	342	354	197	205	145	150	80	80	104	105
IV.g12770.t1__Cnig_chr_IV.g14814.t1	182	165	155	142	96	89	88	83	55	48	74	67
IV.g12771.t1__Cnig_chr_IV.g14815.t1	160	162	144	148	75	76	51	53	21	22	42	43
IV.g12772.t1__Cnig_chr_IV.g14816.t1	4	4	5	4	3	2	5	7	4	4	4	5
IV.g12773.t2__Cnig_chr_IV.g14817.t1	667	702	690	718	339	365	39	46	43	42	29	33
IV.g12775.t1__Cnig_chr_IV.g14818.t1	70	66	53	49	37	34	342	319	166	148	269	250
IV.g12777.t3__Cnig_chr_IV.g14826.t2	6	0	10	0	5	0	38	7	19	3	28	6
IV.g12779.t1__Cnig_chr_IV.g14827.t1	1	1	1	0	1	1	15	13	7	7	10	10
IV.g12780.t1__Cnig_chr_IV.g14828.t2	0	0	1	0	0	0	1	1	0	0	0	1
IV.g12781.t1__Cnig_chr_IV.g14829.t1	177	175	131	129	73	73	1413	1401	599	598	1086	1077
IV.g12782.t1__Cnig_chr_IV.g14830.t1	68	68	102	104	42	42	414	412	98	97	327	326
IV.g12783.t1__Cnig_chr_IV.g14831.t1	10	11	10	12	5	6	25	28	15	15	22	24
IV.g12784.t1__Cnig_chr_IV.g14832.t1	1648	1641	1503	1497	868	864	1774	1763	1109	1103	1414	1406
IV.g12785.t1__Cnig_chr_IV.g14833.t1	17	18	20	20	10	10	79	78	33	34	57	58
IV.g12786.t1__Cnig_chr_IV.g14834.t1	2	2	2	2	1	1	5	6	1	0	5	5
IV.g12787.t1__Cnig_chr_IV.g14835.t3	1497	1486	1348	1342	773	765	465	463	334	330	342	341
IV.g12788.t1__Cnig_chr_IV.g14836.t1	862	850	760	749	475	467	312	307	196	188	248	245
IV.g12789.t1__Cnig_chr_IV.g14837.t1	2	2	1	2	0	1	26	24	11	9	21	20
IV.g12790.t1__Cnig_chr_IV.g14838.t1	2290	2301	2098	2107	1224	1230	1138	1144	744	745	885	890
IV.g12793.t1__Cnig_chr_IV.g14841.t1	1735	1732	1531	1528	933	931	465	464	339	339	376	374
IV.g12794.t1__Cnig_chr_IV.g14842.t3	27	41	23	35	15	21	193	276	78	89	152	225
IV.g12796.t1__Cnig_chr_IV.g14843.t1	1	1	1	1	1	0	2	3	1	1	1	4
IV.g12797.t1__Cnig_chr_IV.g14844.t1	18	15	16	16	9	9	35	35	16	15	23	23
IV.g12798.t1__Cnig_chr_IV.g14845.t1	24	23	18	18	10	11	44	48	25	25	33	36
IV.g12799.t1__Cnig_chr_IV.g14846.t1	20	17	17	16	9	9	20	20	2	2	14	14
IV.g12800.t1__Cnig_chr_IV.g14847.t1	8568	8533	7996	7971	4421	4409	6974	6950	2892	2870	5449	5433
IV.g12801.t1__Cnig_chr_IV.g14848.t2	534	531	548	546	265	264	105	104	57	56	82	81
IV.g12802.t1__Cnig_chr_IV.g14851.t1	1586	1094	1366	980	816	570	301	230	241	175	219	162
IV.g12803.t1__Cnig_chr_IV.g14850.t1	50	40	41	36	25	21	13	11	6	6	9	8
IV.g12804.t1__Cnig_chr_IV.g14856.t1	227	178	234	178	118	95	96	67	52	52	78	57
IV.g12805.t2__Cnig_chr_IV.g14857.t1	1451	1295	1271	1152	755	673	842	784	707	677	667	623
IV.g12806.t1__Cnig_chr_IV.g14858.t2	887	907	811	831	500	510	369	367	219	224	284	285
IV.g12807.t2__Cnig_chr_IV.g14859.t1	20	14	20	15	12	8	52	52	31	31	41	43
IV.g12808.t1__Cnig_chr_IV.g14861.t1	551	561	486	489	283	286	223	221	104	105	178	178
IV.g12809.t1__Cnig_chr_IV.g14862.t1	259	263	199	200	107	110	510	516	251	250	392	398
IV.g12811.t1__Cnig_chr_IV.g14863.t1	25	23	22	21	12	11	87	82	35	34	63	59
IV.g12812.t2__Cnig_chr_IV.g14864.t2	114	116	72	72	47	48	134	137	110	107	111	112
IV.g12813.t2__Cnig_chr_IV.g14865.t3	1	0	1	0	0	0	7	3	2	1	6	2
IV.g12816.t1__Cnig_chr_IV.g14867.t1	10	10	8	8	5	5	70	70	48	48	57	57
IV.g12817.t1__Cnig_chr_IV.g14868.t1	1053	561	863	487	579	306	346	258	189	115	268	200
IV.g12818.t2__Cnig_chr_IV.g14870.t1	117	118	97	98	60	60	479	487	339	346	352	357
IV.g12819.t1__Cnig_chr_IV.g14871.t1	591	532	567	516	307	277	229	207	148	136	179	161
IV.g12820.t2__Cnig_chr_IV.g14872.t2	1179	1222	981	1026	629	649	886	915	487	500	660	682
IV.g12823.t1__Cnig_chr_IV.g14874.t1	400	290	394	286	219	154	104	78	67	48	94	70
IV.g12824.t2__Cnig_chr_IV.g14879.t1	1033	1105	965	1052	559	607	638	692	435	469	488	536
IV.g12825.t1__Cnig_chr_IV.g14880.t1	19	17	18	16	11	10	98	93	68	65	74	71
IV.g12826.t2__Cnig_chr_IV.g14881.t2	8	7	8	7	4	4	61	59	20	20	43	42
IV.g12828.t1__Cnig_chr_IV.g14882.t1	218	232	241	262	118	126	33	32	16	15	23	23
IV.g12832.t1__Cnig_chr_IV.g14884.t1	543	531	465	448	286	279	142	136	72	69	106	102
IV.g12833.t1__Cnig_chr_IV.g14885.t1	584	582	538	538	305	303	220	220	118	122	174	175
IV.g12834.t2__Cnig_chr_IV.g14886.t1	33	33	26	27	19	18	129	135	22	21	100	105
IV.g12835.t1__Cnig_chr_IV.g14888.t1	1601	879	1391	790	790	443	381	208	176	94	310	170
IV.g12836.t1__Cnig_chr_IV.g14889.t1	948	948	828	831	501	502	433	428	282	278	346	341
IV.g12837.t1__Cnig_chr_IV.g14890.t1	482	498	427	441	245	254	179	179	119	119	142	145
IV.g12838.t1__Cnig_chr_IV.g14891.t2	474	488	408	419	245	251	264	265	154	149	212	214
IV.g12839.t1__Cnig_chr_IV.g14892.t1	840	837	716	716	432	428	229	226	141	144	180	178
IV.g12840.t1__Cnig_chr_IV.g14893.t1	173	178	180	186	97	99	79	78	38	35	58	57
IV.g12841.t1__Cnig_chr_IV.g14894.t1	601	586	554	540	313	304	69	65	46	49	55	53
IV.g12842.t1__Cnig_chr_IV.g14895.t1	623	614	603	596	321	315	134	133	92	91	104	103
IV.g12843.t2__Cnig_chr_IV.g14896.t1	1960	1959	1954	1956	1060	1059	353	352	261	261	257	255
