# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "references/annotations/nigoni.chr.transcript.ortho.gff" "-o" "counts/Cni_fc.counts.txt" "STAR/BAM/9F1_Cni.bam" "STAR/BAM/9F2_Cni.bam" "STAR/BAM/9F3_Cni.bam" "STAR/BAM/9M1_Cni.bam" "STAR/BAM/9M2_Cni.bam" "STAR/BAM/9M3_Cni.bam" 
Geneid	Chr	Start	End	Strand	Length	STAR/BAM/9F1_Cni.bam	STAR/BAM/9F2_Cni.bam	STAR/BAM/9F3_Cni.bam	STAR/BAM/9M1_Cni.bam	STAR/BAM/9M2_Cni.bam	STAR/BAM/9M3_Cni.bam
Cnig_chr_II.g5064.t4	Cnig_chr_II	5690904	5700977	+	10074	3428	3764	3843	5765	4842	6121
Cnig_chr_II.g6601.t1	Cnig_chr_II	12041572	12045394	-	3823	3076	3765	3493	2488	2197	2673
Cnig_chr_IV.g13983.t1	Cnig_chr_IV	9648812	9654955	+	6144	538	492	427	744	485	594
Cnig_chr_II.g7804.t1	Cnig_chr_II	16995471	16996722	-	1252	1494	1223	1315	1558	1638	1654
Cnig_chr_IV.g14301.t1	Cnig_chr_IV	10908035	10909309	+	1275	11094	8982	9721	10533	9914	9761
Cnig_chr_V.g18967.t1	Cnig_chr_V	10130623	10132713	-	2091	1232	1041	918	1944	1806	1899
Cnig_chr_I.g43.t1	Cnig_chr_I	178936	180699	+	1764	2469	2419	2329	2378	6536	2897
Cnig_chr_II.g4849.t1	Cnig_chr_II	4772875	4775706	+	2832	2569	1256	2786	3599	3403	3285
Cnig_chr_X.g24961.t1	Cnig_chr_X	14690247	14690819	+	573	221	155	277	297	257	305
Cnig_chr_I.g1052.t1	Cnig_chr_I	4942928	4944483	+	1556	1290	1682	1619	773	623	667
Cnig_chr_II.g4652.t1	Cnig_chr_II	3832189	3832881	-	693	98803	89259	92860	84272	121488	86021
Cnig_chr_IV.g14060.t2	Cnig_chr_IV	9919986	9922887	-	2902	482	434	463	569	521	500
Cnig_chr_II.g6316.t1	Cnig_chr_II	11006311	11008164	-	1854	1127	1396	1318	826	695	737
Cnig_chr_V.g21648.t2	Cnig_chr_V	19666007	19669597	-	3591	613	468	550	1344	1193	1183
Cnig_chr_I.g2208.t2	Cnig_chr_I	9331337	9334164	-	2828	9277	10435	9957	7006	5865	6872
Cnig_chr_V.g20146.t2	Cnig_chr_V	14489740	14492678	-	2939	1974	2174	2352	2210	1626	1879
Cnig_chr_II.g4639.t1	Cnig_chr_II	3762735	3763160	-	426	294	297	316	358	616	398
Cnig_chr_III.g10174.t1	Cnig_chr_III	7993645	7996057	-	2413	18	41	23	1722	1353	2452
Cnig_chr_II.g6877.t1	Cnig_chr_II	13181443	13181875	-	433	339	326	331	316	350	360
Cnig_chr_V.g20004.t1	Cnig_chr_V	14006204	14009932	-	3729	1582	1446	1641	1397	1546	1251
Cnig_chr_I.g2447.t1	Cnig_chr_I	10105376	10107306	-	1931	21	47	7	2249	1838	3734
Cnig_chr_III.g11868.t1	Cnig_chr_III	15251707	15252438	+	732	527	366	447	1068	997	1248
Cnig_chr_V.g22027.t2	Cnig_chr_V	21527759	21529924	+	2166	625	752	745	1109	918	1103
Cnig_chr_III.g10552.t1	Cnig_chr_III	9393869	9394795	+	927	7622	7099	7013	7927	9409	8111
Cnig_chr_V.g19012.t2	Cnig_chr_V	10315879	10320725	+	4847	56	52	52	189	165	212
Cnig_chr_X.g25837.t2	Cnig_chr_X	19285569	19291622	-	6054	1426	961	1117	1801	1451	1130
Cnig_chr_IV.g14205.t1	Cnig_chr_IV	10506351	10507598	+	1248	763	758	804	898	824	741
Cnig_chr_IV.g14918.t1	Cnig_chr_IV	13157154	13158321	+	1168	20	16	22	550	533	929
Cnig_chr_I.g1494.t1	Cnig_chr_I	6574285	6574941	-	657	2966	2834	3026	3401	3821	3759
Cnig_chr_V.g18598.t1	Cnig_chr_V	8842755	8843671	-	917	0	0	0	0	0	1
Cnig_chr_III.g10539.t4	Cnig_chr_III	9366876	9368525	+	1650	257	242	248	311	286	314
Cnig_chr_V.g20300.t1	Cnig_chr_V	15088317	15092656	-	4340	194	214	215	215	220	223
Cnig_chr_X.g24125.t1	Cnig_chr_X	10493314	10495301	+	1988	106393	60277	86922	106109	87902	77194
Cnig_chr_V.g18597.t1	Cnig_chr_V	8839981	8841155	-	1175	0	1	6	7	0	4
Cnig_chr_II.g6684.t1	Cnig_chr_II	12360565	12362207	+	1643	3556	3556	3520	3061	2777	3058
Cnig_chr_II.g4504.t1	Cnig_chr_II	3053777	3055026	-	1250	1222	4848	2285	632	761	2584
Cnig_chr_III.g9788.t1	Cnig_chr_III	6621315	6625973	-	4659	491	335	295	1287	905	828
Cnig_chr_III.g8830.t2	Cnig_chr_III	2349603	2355558	+	5956	824	995	1072	437	580	565
Cnig_chr_I.g2839.t1	Cnig_chr_I	11840282	11850615	-	10334	1428	1328	1341	1347	1511	1302
Cnig_chr_III.g10175.t1	Cnig_chr_III	7996316	7996878	-	563	1005	1231	1126	335	269	292
Cnig_chr_IV.g14329.t1	Cnig_chr_IV	10993880	10995648	+	1769	10389	11916	11612	6706	5506	6548
Cnig_chr_IV.g12124.t1	Cnig_chr_IV	610352	610861	+	510	9	8	5	6	12	7
Cnig_chr_IV.g14496.t1	Cnig_chr_IV	11593797	11594506	-	710	25	31	8	2759	2356	4536
Cnig_chr_I.g3068.t1	Cnig_chr_I	12682594	12689691	-	7098	50	50	37	782	640	862
Cnig_chr_X.g22432.t1	Cnig_chr_X	1289602	1291355	+	1754	613	579	528	718	530	668
Cnig_chr_IV.g12534.t1	Cnig_chr_IV	2660538	2664428	+	3891	690	342	486	1035	934	850
Cnig_chr_I.g2157.t1	Cnig_chr_I	9130128	9132146	-	2019	24	38	19	2023	2045	2793
Cnig_chr_X.g23068.t1	Cnig_chr_X	4791796	4792829	+	1034	87	63	89	145	111	199
Cnig_chr_I.g1233.t1	Cnig_chr_I	5632346	5634055	+	1710	872	917	973	1116	953	1063
Cnig_chr_V.g19732.t1	Cnig_chr_V	12928681	12929311	-	631	43	31	47	169	161	82
Cnig_chr_IV.g14089.t2	Cnig_chr_IV	10079432	10083770	+	4339	987	849	810	2259	2094	2079
Cnig_chr_IV.g14352.t1	Cnig_chr_IV	11056018	11057747	-	1730	9817	9484	10015	9958	8664	9389
Cnig_chr_III.g11765.t1	Cnig_chr_III	14745784	14747426	-	1643	3146	2458	2842	3813	3620	3779
Cnig_chr_V.g18564.t2	Cnig_chr_V	8723012	8729181	+	6170	659	689	513	1152	765	862
Cnig_chr_III.g10093.t1	Cnig_chr_III	7739725	7740218	-	494	867	1035	1027	587	661	621
Cnig_chr_X.g22531.t1	Cnig_chr_X	1695974	1696597	+	624	100	64	65	143	171	99
Cnig_chr_I.g861.t1	Cnig_chr_I	4182230	4182884	+	655	2645	2507	3290	2853	3667	3361
Cnig_chr_I.g3727.t1	Cnig_chr_I	15667352	15672940	-	5589	908	942	857	773	1152	786
Cnig_chr_V.g19988.t1	Cnig_chr_V	13935644	13937378	-	1735	950	786	804	557	603	714
Cnig_chr_IV.g11982.t2	Cnig_chr_IV	130917	134498	-	3582	3633	3595	4040	3803	3343	3663
Cnig_chr_I.g1828.t1	Cnig_chr_I	7982005	7984237	+	2233	1211	1216	1305	610	832	705
Cnig_chr_IV.g14358.t1	Cnig_chr_IV	11072334	11078565	-	6232	2693	1074	1658	4910	3306	2740
Cnig_chr_V.g16922.t1	Cnig_chr_V	2181164	2189537	-	8374	1304	1174	1466	1404	1132	1320
Cnig_chr_IV.g15897.t1	Cnig_chr_IV	18629035	18630919	+	1885	1415	1426	1390	1523	2255	1396
Cnig_chr_III.g8388.t1	Cnig_chr_III	202739	204728	-	1990	937	850	871	542	638	669
Cnig_chr_III.g9712.t1	Cnig_chr_III	6328392	6332421	+	4030	3630	4751	3806	5061	4013	5771
Cnig_chr_V.g19558.t1	Cnig_chr_V	12195397	12196072	-	676	1	6	3	5	6	15
Cnig_chr_IV.g14542.t1	Cnig_chr_IV	11709794	11710318	+	525	1160	1344	1316	699	890	640
Cnig_chr_X.g25792.t1	Cnig_chr_X	18985489	18988433	-	2945	5413	5585	5293	1745	1703	1568
Cnig_chr_I.g210.t1	Cnig_chr_I	1003212	1012206	-	8995	8375	4756	7431	10089	8369	7165
Cnig_chr_II.g5902.t1	Cnig_chr_II	9311824	9312769	+	946	58	69	51	1795	1600	3051
Cnig_chr_III.g9486.t1	Cnig_chr_III	5385381	5387865	+	2485	3033	3151	3292	1402	1224	1309
Cnig_chr_X.g24981.t2	Cnig_chr_X	14825394	14831718	+	6325	1585	1474	1580	1570	1148	1255
Cnig_chr_V.g19925.t1	Cnig_chr_V	13714456	13717221	-	2766	1796	2203	2118	2786	2130	2918
Cnig_chr_IV.g14977.t2	Cnig_chr_IV	13426754	13429131	+	2378	2169	2140	2312	2064	1964	2030
Cnig_chr_V.g20183.t1	Cnig_chr_V	14634832	14636589	-	1758	700	702	728	860	689	757
Cnig_chr_IV.g16264.t1	Cnig_chr_IV	20291808	20292118	+	311	1201	962	1034	1163	1176	1116
Cnig_chr_V.g21964.t1	Cnig_chr_V	21243124	21249963	-	6840	3101	2844	3041	3159	2563	2896
Cnig_chr_I.g3553.t2	Cnig_chr_I	14862497	14865201	+	2705	124	114	163	377	549	442
Cnig_chr_X.g24536.t1	Cnig_chr_X	12584927	12589253	+	4327	4527	6854	4487	662	1100	1370
Cnig_chr_IV.g16246.t1	Cnig_chr_IV	20221837	20222365	+	529	3446	3880	3799	3279	3527	3529
Cnig_chr_III.g11791.t1	Cnig_chr_III	14889036	14890188	-	1153	1178	1338	1321	1011	792	959
Cnig_chr_II.g6923.t3	Cnig_chr_II	13399255	13402669	+	3415	7	13	5	27	40	34
Cnig_chr_III.g11704.t1	Cnig_chr_III	14434832	14435747	+	916	189	174	159	300	361	299
Cnig_chr_II.g5906.t1	Cnig_chr_II	9324614	9324969	-	356	110	56	86	158	147	109
Cnig_chr_III.g10644.t1	Cnig_chr_III	9725599	9726332	-	734	134	424	186	7	8	4
Cnig_chr_IV.g14633.t1	Cnig_chr_IV	12023766	12025650	+	1885	839	964	959	1167	905	1055
Cnig_chr_X.g25911.t1	Cnig_chr_X	19745878	19747687	+	1810	5129	3367	4466	6395	4696	4678
Cnig_chr_IV.g14539.t3	Cnig_chr_IV	11706330	11708287	-	1958	1796	1736	1823	2348	2280	2058
Cnig_chr_I.g1897.t1	Cnig_chr_I	8193709	8194514	+	806	1	11	3	647	571	852
Cnig_chr_II.g4610.t2	Cnig_chr_II	3649809	3652218	-	2410	763	809	885	553	714	526
Cnig_chr_III.g9285.t1	Cnig_chr_III	4606021	4607529	-	1509	7578	7049	7891	7308	6540	6748
Cnig_chr_I.g1498.t2	Cnig_chr_I	6585462	6588529	+	3068	35	31	35	70	73	56
Cnig_chr_V.g21700.t1	Cnig_chr_V	19927068	19930479	+	3412	25	52	21	1588	1328	2540
Cnig_chr_IV.g16118.t1	Cnig_chr_IV	19725102	19725311	+	210	24	30	39	9	7	8
Cnig_chr_III.g9329.t1	Cnig_chr_III	4810926	4812945	+	2020	8959	5986	7447	4449	4515	4709
Cnig_chr_V.g16625.t1	Cnig_chr_V	1083413	1088175	+	4763	1211	969	1224	1407	1245	1219
Cnig_chr_I.g1332.t2	Cnig_chr_I	6077689	6083302	+	5614	153	137	185	156	161	180
Cnig_chr_IV.g14495.t1	Cnig_chr_IV	11590089	11592074	-	1986	2172	3243	3074	438	359	384
Cnig_chr_V.g19946.t1	Cnig_chr_V	13797453	13798822	-	1370	5881	4060	4871	9292	8901	9086
Cnig_chr_X.g22546.t1	Cnig_chr_X	1829349	1831888	-	2540	7483	6262	6761	7053	5521	6193
Cnig_chr_V.g18968.t2	Cnig_chr_V	10137574	10140247	+	2674	315	307	271	651	514	485
Cnig_chr_III.g9414.t1	Cnig_chr_III	5108256	5114096	-	5841	533	341	420	704	662	589
Cnig_chr_IV.g14246.t1	Cnig_chr_IV	10672482	10678009	+	5528	3649	2650	2929	4395	3613	2986
Cnig_chr_IV.g13707.t1	Cnig_chr_IV	8740113	8741367	-	1255	1202	1422	1551	806	654	831
Cnig_chr_I.g3103.t1	Cnig_chr_I	12853130	12854415	-	1286	1069	1190	1125	617	714	610
Cnig_chr_IV.g16146.t1	Cnig_chr_IV	19834092	19835341	+	1250	8	8	6	20	22	14
Cnig_chr_I.g88.t2	Cnig_chr_I	370504	375524	-	5021	3401	2834	3232	3838	3923	3931
Cnig_chr_IV.g14356.t1	Cnig_chr_IV	11063525	11065682	+	2158	12011	12151	12066	10413	13063	11372
Cnig_chr_II.g6180.t1	Cnig_chr_II	10430908	10431187	-	280	265	385	325	315	260	258
Cnig_chr_IV.g14026.t1	Cnig_chr_IV	9816841	9819238	-	2398	1929	2509	2355	1782	1271	1626
Cnig_chr_IV.g14493.t1	Cnig_chr_IV	11581331	11583883	+	2553	1911	815	1549	1746	1206	1216
Cnig_chr_II.g8171.t1	Cnig_chr_II	18497059	18502146	+	5088	2569	2788	2621	2447	2193	2586
Cnig_chr_II.g6291.t1	Cnig_chr_II	10942206	10943548	-	1343	2270	2414	2372	2444	2468	2368
Cnig_chr_II.g5758.t1	Cnig_chr_II	8686084	8689248	+	3165	961	1025	1052	1178	965	1038
Cnig_chr_III.g9017.t2	Cnig_chr_III	3532304	3538284	-	5981	4633	4535	4853	4778	4238	4963
Cnig_chr_I.g691.t1	Cnig_chr_I	3560081	3560931	+	851	61246	54671	57128	46558	49849	45728
Cnig_chr_I.g1025.t2	Cnig_chr_I	4880101	4881899	+	1799	2777	2892	3038	2028	1850	1957
Cnig_chr_II.g5558.t1	Cnig_chr_II	7956461	7958273	+	1813	88	68	50	210	280	192
Cnig_chr_V.g16958.t1	Cnig_chr_V	2342708	2344353	+	1646	5275	2681	4130	4951	3621	4236
Cnig_chr_II.g5309.t1	Cnig_chr_II	6792956	6794673	+	1718	9792	5082	10204	12075	10671	10802
Cnig_chr_V.g19177.t1	Cnig_chr_V	10927940	10929091	-	1152	5	5	5	18	19	8
Cnig_chr_V.g18519.t1	Cnig_chr_V	8550709	8552117	-	1409	1027	1159	1187	2321	2155	3202
Cnig_chr_IV.g16145.t1	Cnig_chr_IV	19831834	19833578	+	1745	1821	1631	1684	1754	2002	1917
Cnig_chr_II.g6377.t1	Cnig_chr_II	11190138	11190976	-	839	2871	3794	3585	1215	1061	1465
Cnig_chr_II.g5881.t3	Cnig_chr_II	9261615	9265440	-	3826	182	223	158	181	159	221
Cnig_chr_III.g9332.t1	Cnig_chr_III	4817604	4818796	-	1193	305	288	321	463	334	424
Cnig_chr_III.g9384.t1	Cnig_chr_III	5012894	5016927	+	4034	2641	2747	2977	3091	2136	2654
Cnig_chr_III.g9130.t1	Cnig_chr_III	3974991	3985466	-	10476	1345	1509	1411	1195	1181	1348
Cnig_chr_II.g4087.t1	Cnig_chr_II	513142	515689	+	2548	6025	5610	6051	7053	6760	6766
Cnig_chr_II.g4215.t3	Cnig_chr_II	1396938	1406283	-	9346	845	589	1176	1258	1174	1132
Cnig_chr_IV.g14793.t1	Cnig_chr_IV	12675097	12675807	+	711	7827	7102	7114	7292	9676	7526
Cnig_chr_II.g4067.t2	Cnig_chr_II	429794	433476	-	3683	1211	1541	1479	1416	1270	1364
Cnig_chr_I.g403.t1	Cnig_chr_I	2133035	2138824	-	5790	4165	3950	4192	4127	4535	5104
Cnig_chr_I.g1042.t2	Cnig_chr_I	4923467	4924392	+	926	403	425	379	547	446	476
Cnig_chr_I.g3001.t1	Cnig_chr_I	12374980	12375934	+	955	70234	63508	67759	54075	78530	57656
Cnig_chr_V.g19917.t1	Cnig_chr_V	13693175	13695374	-	2200	66	68	62	222	162	180
Cnig_chr_IV.g13677.t2	Cnig_chr_IV	8597149	8600968	-	3820	210	173	150	768	666	530
Cnig_chr_V.g16575.t1	Cnig_chr_V	894742	895951	+	1210	1930	1476	1783	1372	1819	1518
Cnig_chr_IV.g13279.t2	Cnig_chr_IV	6653560	6657717	+	4158	983	1128	1211	809	695	825
Cnig_chr_I.g2442.t1	Cnig_chr_I	10092075	10095077	+	3003	4434	4701	4860	5269	4859	5459
Cnig_chr_V.g20444.t1	Cnig_chr_V	15554673	15556436	+	1764	474	390	404	753	765	766
Cnig_chr_I.g706.t1	Cnig_chr_I	3618968	3624758	+	5791	235	201	253	911	734	776
Cnig_chr_I.g2322.t2	Cnig_chr_I	9685115	9688030	+	2916	2783	4074	3691	1311	968	1221
Cnig_chr_III.g11878.t1	Cnig_chr_III	15319351	15321672	+	2322	2291	2347	2385	1739	1684	1583
Cnig_chr_V.g18893.t1	Cnig_chr_V	9870788	9871447	+	660	3470	3659	3418	2957	3281	3393
Cnig_chr_IV.g13020.t2	Cnig_chr_IV	5302261	5305013	+	2753	1720	1335	1374	3010	2941	2659
Cnig_chr_II.g6883.t1	Cnig_chr_II	13203197	13207020	+	3824	1083	1137	1198	574	596	501
Cnig_chr_IV.g13623.t1	Cnig_chr_IV	8417290	8418244	+	955	17381	16358	16156	14885	15071	14660
Cnig_chr_V.g18757.t1	Cnig_chr_V	9371318	9374849	-	3532	3964	4346	4504	2624	2073	2475
Cnig_chr_II.g5384.t1	Cnig_chr_II	7165496	7166430	+	935	3100	4913	4349	947	664	876
Cnig_chr_II.g5093.t1	Cnig_chr_II	5813009	5815958	-	2950	299	329	368	371	360	440
Cnig_chr_IV.g13288.t3	Cnig_chr_IV	6707363	6710079	-	2717	759	807	776	713	767	702
Cnig_chr_II.g7025.t1	Cnig_chr_II	13849130	13856217	+	7088	110	113	81	117	120	115
Cnig_chr_I.g2644.t1	Cnig_chr_I	10891053	10892192	-	1140	5804	5689	6159	7353	7271	7538
Cnig_chr_III.g9651.t1	Cnig_chr_III	6039061	6039891	-	831	21227	22223	22813	12990	13013	12946
Cnig_chr_III.g9537.t1	Cnig_chr_III	5581806	5582537	-	732	62	60	76	56	55	63
Cnig_chr_II.g4464.t1	Cnig_chr_II	2826796	2829778	-	2983	1244	1023	1154	999	903	850
Cnig_chr_III.g8412.t1	Cnig_chr_III	289259	292065	-	2807	1618	1451	1808	2492	1926	2687
Cnig_chr_IV.g14817.t1	Cnig_chr_IV	12802882	12805260	+	2379	829	1136	1063	300	278	274
Cnig_chr_II.g5785.t2	Cnig_chr_II	8811065	8812682	-	1618	47	51	48	135	61	83
Cnig_chr_II.g8214.t1	Cnig_chr_II	18754734	18757357	-	2624	5738	6103	5582	5877	6481	5439
Cnig_chr_IV.g14573.t1	Cnig_chr_IV	11803310	11810894	+	7585	431	412	384	686	424	513
Cnig_chr_X.g23360.t1	Cnig_chr_X	6421481	6421945	+	465	497	355	335	450	535	463
Cnig_chr_IV.g13659.t1	Cnig_chr_IV	8550717	8551131	+	415	6	7	12	65	77	113
Cnig_chr_I.g63.t1	Cnig_chr_I	265332	266843	-	1512	3703	3607	3950	4138	4419	4278
Cnig_chr_IV.g14522.t1	Cnig_chr_IV	11654607	11657017	+	2411	1522	1550	1660	1487	1241	1395
Cnig_chr_III.g11577.t1	Cnig_chr_III	13806079	13807697	+	1619	1048	1288	1176	388	508	428
Cnig_chr_III.g11399.t3	Cnig_chr_III	12795214	12804214	-	9001	424	404	430	945	800	1020
Cnig_chr_I.g2228.t1	Cnig_chr_I	9395901	9398351	+	2451	1564	1563	1710	2133	1654	2036
Cnig_chr_V.g16942.t1	Cnig_chr_V	2274965	2276924	+	1960	810	728	853	322	352	420
Cnig_chr_II.g6155.t1	Cnig_chr_II	10362820	10363592	+	773	310	295	317	226	204	205
Cnig_chr_III.g10023.t1	Cnig_chr_III	7473210	7476582	-	3373	2284	1533	1927	2977	2593	2299
Cnig_chr_IV.g15413.t2	Cnig_chr_IV	15791468	15807385	-	15918	1968	2200	2150	1957	1509	1694
Cnig_chr_V.g19608.t1	Cnig_chr_V	12382085	12384985	-	2901	2926	2854	2974	4256	3165	4208
Cnig_chr_I.g2557.t1	Cnig_chr_I	10516691	10517488	-	798	1250	1489	1361	1408	1202	1458
Cnig_chr_X.g22217.t1	Cnig_chr_X	206113	207702	+	1590	1931	1797	1496	795	1184	1388
Cnig_chr_I.g1141.t1	Cnig_chr_I	5263409	5269237	+	5829	2887	3284	3149	2806	2014	2618
Cnig_chr_IV.g15256.t1	Cnig_chr_IV	14793219	14795000	+	1782	41	33	47	64	44	55
Cnig_chr_V.g16701.t2	Cnig_chr_V	1420584	1424311	-	3728	4291	5066	5055	4601	3524	4333
Cnig_chr_I.g487.t3	Cnig_chr_I	2638594	2643160	+	4567	136	182	121	196	250	203
Cnig_chr_IV.g13500.t1	Cnig_chr_IV	7971360	7971709	-	350	373	351	390	303	305	331
Cnig_chr_III.g11925.t1	Cnig_chr_III	15464637	15465515	-	879	8128	7444	7554	7974	8457	8166
Cnig_chr_IV.g15952.t1	Cnig_chr_IV	18900240	18907304	-	7065	1888	1665	1731	1727	1620	1343
Cnig_chr_I.g1080.t1	Cnig_chr_I	5048811	5051164	+	2354	37	107	17	5021	3634	8657
Cnig_chr_V.g20497.t2	Cnig_chr_V	15750204	15753384	+	3181	3103	3513	3570	3292	2409	3428
Cnig_chr_II.g5903.t1	Cnig_chr_II	9313083	9316965	-	3883	1671	1945	1951	1953	1365	1719
Cnig_chr_I.g101.t1	Cnig_chr_I	514780	516036	+	1257	1352	858	1021	1356	1297	1064
Cnig_chr_IV.g13651.t1	Cnig_chr_IV	8533020	8536278	-	3259	12873	13053	13007	17959	13900	19238
Cnig_chr_III.g9650.t1	Cnig_chr_III	6035818	6038709	+	2892	1300	1290	1224	1054	939	865
Cnig_chr_IV.g13537.t1	Cnig_chr_IV	8087640	8094241	-	6602	403	387	323	718	578	741
Cnig_chr_V.g16318.t2	Cnig_chr_V	86077	88123	+	2047	9	20	7	902	658	1132
Cnig_chr_IV.g14053.t1	Cnig_chr_IV	9881875	9887747	-	5873	3309	4385	4329	3445	2566	2654
Cnig_chr_III.g11803.t2	Cnig_chr_III	14960348	14964003	-	3656	28908	28640	29947	39942	30356	37951
Cnig_chr_V.g16330.t2	Cnig_chr_V	141137	144202	+	3066	44	77	59	345	305	199
Cnig_chr_II.g4316.t3	Cnig_chr_II	2099650	2115778	-	16129	1763	1289	1521	1336	956	965
Cnig_chr_I.g1015.t1	Cnig_chr_I	4823801	4825992	-	2192	3129	3548	3662	2617	2262	2628
Cnig_chr_X.g22263.t3	Cnig_chr_X	387664	393245	+	5582	189	168	154	143	107	148
Cnig_chr_X.g25124.t1	Cnig_chr_X	15639851	15645943	-	6093	453	389	442	810	657	738
Cnig_chr_I.g1005.t1	Cnig_chr_I	4795962	4796780	-	819	1085	996	1119	1023	973	894
Cnig_chr_III.g9987.t2	Cnig_chr_III	7326952	7329950	+	2999	1951	1436	1776	2298	1886	1901
Cnig_chr_II.g5791.t1	Cnig_chr_II	8848400	8850861	-	2462	617	498	539	1152	1029	1103
Cnig_chr_I.g2083.t1	Cnig_chr_I	8871990	8872947	+	958	8199	7851	8282	9202	9031	9267
Cnig_chr_V.g17116.t1	Cnig_chr_V	2981324	2983532	-	2209	788	374	442	1496	1777	1150
Cnig_chr_X.g23587.t2	Cnig_chr_X	7661258	7667520	+	6263	1414	1083	1291	1624	1216	1479
Cnig_chr_I.g1329.t1	Cnig_chr_I	6070777	6073696	+	2920	1185	1465	1432	1264	953	1125
Cnig_chr_V.g16502.t2	Cnig_chr_V	613676	614963	+	1288	813	1384	1035	2	3	4
Cnig_chr_IV.g13411.t1	Cnig_chr_IV	7458163	7462099	+	3937	376	338	284	623	485	584
Cnig_chr_V.g19149.t1	Cnig_chr_V	10832837	10834485	+	1649	1939	2742	2341	1825	1630	2369
Cnig_chr_II.g6373.t1	Cnig_chr_II	11167747	11170235	-	2489	2419	2414	2211	2318	1885	2091
Cnig_chr_IV.g14641.t1	Cnig_chr_IV	12049637	12050160	+	524	6577	7697	7520	2635	3360	2670
Cnig_chr_I.g979.t3	Cnig_chr_I	4705114	4718352	-	13239	655	676	547	1875	1338	1338
Cnig_chr_I.g528.t2	Cnig_chr_I	2888144	2899266	+	11123	10234	10095	10175	8338	7651	9208
Cnig_chr_I.g2547.t1	Cnig_chr_I	10490325	10491232	-	908	6654	6650	6175	6495	6120	7102
Cnig_chr_III.g10242.t1	Cnig_chr_III	8226645	8226941	-	297	986	987	1150	764	753	826
Cnig_chr_I.g2481.t1	Cnig_chr_I	10226319	10226741	+	423	3450	2874	3242	4349	4003	4400
Cnig_chr_IV.g11997.t2	Cnig_chr_IV	158336	163015	-	4680	1619	1679	1880	3417	2921	3345
Cnig_chr_III.g11609.t1	Cnig_chr_III	13920988	13922292	-	1305	577	568	566	527	573	557
Cnig_chr_IV.g14580.t2	Cnig_chr_IV	11830421	11831567	-	1147	29	39	13	1611	1236	1618
Cnig_chr_I.g2030.t1	Cnig_chr_I	8711280	8711585	+	306	542	562	569	568	653	562
Cnig_chr_V.g18515.t1	Cnig_chr_V	8535600	8538264	+	2665	925	1040	1108	855	749	739
Cnig_chr_I.g3909.t1	Cnig_chr_I	16538841	16540894	+	2054	419	461	509	282	180	220
Cnig_chr_I.g2428.t1	Cnig_chr_I	10031777	10034604	+	2828	40	16	30	146	85	127
Cnig_chr_IV.g13421.t3	Cnig_chr_IV	7528106	7528945	+	840	0	2	0	23	24	61
Cnig_chr_IV.g15287.t2	Cnig_chr_IV	15004203	15010845	-	6643	828	1079	1047	1247	1072	1381
Cnig_chr_V.g18242.t1	Cnig_chr_V	7391303	7392816	-	1514	368	425	415	305	261	336
Cnig_chr_V.g16478.t1	Cnig_chr_V	549717	550133	-	417	1165	1088	1190	1105	1202	971
Cnig_chr_II.g6085.t1	Cnig_chr_II	10097487	10098595	-	1109	18	12	20	102	139	95
Cnig_chr_II.g4309.t3	Cnig_chr_II	2041023	2051837	-	10815	882	563	742	1816	1275	1277
Cnig_chr_IV.g15220.t1	Cnig_chr_IV	14515170	14515750	+	581	68	50	63	305	283	225
Cnig_chr_IV.g16282.t1	Cnig_chr_IV	20339804	20341923	+	2120	11901	12225	12609	8295	6771	8351
Cnig_chr_I.g3080.t3	Cnig_chr_I	12784507	12795087	-	10581	1649	1681	1892	1897	1358	1705
Cnig_chr_IV.g14147.t1	Cnig_chr_IV	10314885	10315676	-	792	2445	1924	2108	2775	2768	2376
Cnig_chr_I.g402.t1	Cnig_chr_I	2122745	2127834	-	5090	58677	39569	54161	51025	30643	37177
Cnig_chr_III.g10923.t3	Cnig_chr_III	10706464	10708459	-	1996	3256	3601	3561	1774	1618	1826
Cnig_chr_IV.g14776.t1	Cnig_chr_IV	12604136	12605209	+	1074	181	159	185	275	178	255
Cnig_chr_X.g24115.t1	Cnig_chr_X	10447848	10449243	-	1396	141	103	145	382	394	265
Cnig_chr_IV.g13548.t2	Cnig_chr_IV	8145882	8147925	+	2044	34	31	39	55	112	62
Cnig_chr_IV.g14179.t1	Cnig_chr_IV	10437461	10439080	+	1620	3533	3717	3742	4960	3504	4471
Cnig_chr_III.g10371.t1	Cnig_chr_III	8783491	8786024	+	2534	1103	1180	1138	1419	1424	1387
Cnig_chr_I.g1000.t1	Cnig_chr_I	4790367	4791203	-	837	1067	1375	1294	638	590	618
Cnig_chr_V.g20023.t1	Cnig_chr_V	14069670	14072577	-	2908	6	25	2	1390	1091	2181
Cnig_chr_V.g19386.t1	Cnig_chr_V	11615403	11617904	+	2502	1628	2133	1968	1110	936	1077
Cnig_chr_X.g23989.t1	Cnig_chr_X	9872793	9874444	-	1652	115	168	171	285	212	280
Cnig_chr_I.g2553.t3	Cnig_chr_I	10501269	10504436	-	3168	1358	1453	1439	1316	1285	1368
Cnig_chr_I.g2204.t1	Cnig_chr_I	9311525	9314336	+	2812	1206	767	935	2369	1616	1817
