"","dn","ds","prop_cons_500bp_upstream_5bp_win","num_cons_windows_500bp_upstream_5bp","num_windows_500bp_upstream_5bp","position","domain","chromosome","enc","ds_ENCc"
"V.g14142__Cnig_chr_V.g16666",0.00413811274003,0.170233503825,0.4,42,105,1046067,"armA","V",49.2128689020823,0.199554004210055
"II.g5337__Cnig_chr_II.g5674",0.0166067928878,0.136243563485,0.476190476190476,70,147,7526518,"center","II",37.986846560214,0.196077514518756
"IV.g13024__Cnig_chr_IV.g15078",0.0152433667994,0.237457028014,0.504950495049505,51,101,12485724,"center","IV",45.5942390385723,0.276613326012278
"II.g4776__Cnig_chr_II.g5098",0.00588359717159,0.111144012732,0.617647058823529,63,102,5047917,"center","II",39.432385096644,0.167048845557284
"III.g9957__Cnig_chr_III.g11388",0.0312057226668,0.12849100405,0.553398058252427,57,103,11946264,"armB","III",52.7595971691098,0.148171142546884
"IV.g10508__Cnig_chr_IV.g12005",0.00677114143168,0.153129185744,0.509803921568627,52,102,367613,"tipA","IV",46.2697782193885,0.190449300735744
"V.g16867__Cnig_chr_V.g19903",0.00469444111559,0.170062931183,0.656862745098039,67,102,12385872,"center","V",46.0594354202916,0.207954778924252
"X.g19238__Cnig_chr_X.g22992",0.00549531003237,0.157546818762,0.742574257425743,75,101,3936237,"armA","X",54.3676918590748,0.172855995179317
"IV.g12234__Cnig_chr_IV.g14189",0.00884948645297,0.207570246931,NA,NA,NA,9247365,"center","IV",47.5089505127842,0.241522167786986
"IV.g12806__Cnig_chr_IV.g14858",0.0127737953145,0.162067225976,0.92,92,100,11583037,"center","IV",48.5968754768712,0.193062058052878
"IV.g13755__Cnig_chr_IV.g16283",0.0203917239275,0.0761009562649,0.752475247524752,76,101,17132115,"armB","IV",47.5907288166559,0.109830595518077
"V.g17396__Cnig_chr_V.g20491",0.000543458008708,0.161729335161,0.883495145631068,91,103,14404158,"armB","V",44.8168602611511,0.202998626367185
"X.g20962__Cnig_chr_X.g24917",0.0103744560989,0.125532224697,0.813725490196078,83,102,13575699,"center","X",42.3165968986938,0.173597481597513
"II.g6285__Cnig_chr_II.g6710",0.00827701369305,0.175424336791,NA,NA,NA,11429778,"center","II",47.3352448587116,0.209848406974819
"IV.g12813__Cnig_chr_IV.g14865",0.0154835226039,0.201776270198,NA,NA,NA,11615342,"center","IV",42.9318813329467,0.248169122514971
"II.g4954__Cnig_chr_II.g5295",0.00948319796268,0.196939009179,0.711538461538462,74,104,5863835,"center","II",44.9170194038552,0.237936057825457
"I.g1564__Cnig_chr_I.g1175",0.0176661544279,0.131574705511,NA,NA,NA,4538950,"center","I",48.3157848033375,0.163333570130615
"II.g6217__Cnig_chr_II.g6638",0.00267411285408,0.126111808869,NA,NA,NA,11168867,"center","II",49.5928164124976,0.154399573948967
"II.g6269__Cnig_chr_II.g6697",0.0192953650515,0.190523670645,0.238095238095238,45,189,11371089,"center","II",48.7676506502132,0.221054318733542
"III.g8838__Cnig_chr_III.g10112",0.0026389350656,0.177227319587,0.401515151515151,53,132,7099095,"center","III",44.5598127151837,0.219195291712338
"I.g3807__Cnig_chr_I.g3833",0.0247647316397,0.226182260974,0.436893203883495,45,103,14855043,"armB","I",49.4745971872142,0.254791357723062
"X.g19635__Cnig_chr_X.g23447",0.0329954351428,0.356845182232,0.631067961165049,65,103,6321569,"armA","X",50.8409525553331,0.381740388537589
"I.g3425__Cnig_chr_I.g3277",0.0327364844688,0.191235183073,0.245454545454545,27,110,12655947,"armB","I",51.5141635350743,0.214300534655257
"V.g14140__Cnig_chr_V.g16668",0.00140268911638,0.221621774481,0.570093457943925,61,107,1041223,"armA","V",44.4265322290484,0.263952016287644
"III.g9970__Cnig_chr_III.g11374",0.0037880330638,0.293577333055,0.0555555555555556,6,108,12020760,"armB","III",51.6858462722793,0.31617603379964
"I.g3241__Cnig_chr_I.g3005",0.00602628791553,0.230827826677,0.374045801526718,49,131,11547588,"armB","I",47.4899555702152,0.264831377685235
"IV.g12808__Cnig_chr_IV.g14861",0.018497553007,0.232513751343,0.457142857142857,48,105,11590643,"center","IV",48.7857928238206,0.262995087190557
"IV.g11845__Cnig_chr_IV.g13803",0.00372835694904,0.142106991093,0.666666666666667,68,102,7724982,"center","IV",44.6913251226468,0.183717499351564
"III.g10002__Cnig_chr_III.g11447",0.00408743561966,0.216079214527,NA,NA,NA,12286423,"armB","III",45.3483718910841,0.255903804004
"II.g4871__Cnig_chr_II.g5206",0.00215517267928,0.201839542008,0.062015503875969,8,129,5488749,"center","II",49.150372178408,0.231329914733895
"X.g18641__Cnig_chr_X.g22303",0.0233903846438,0.134507101107,0.549019607843137,56,102,520070,"tipA","X",47.2074978700239,0.169278400373047
"II.g6230__Cnig_chr_II.g6654",0.0170779025924,0.258933553749,0.471153846153846,49,104,11231624,"center","II",45.036545136619,0.299605719508458
"III.g9210__Cnig_chr_III.g10543",0.0552714246103,0.26893375945,0.821782178217822,83,101,8630617,"center","III",47.237392707317,0.303623801560608
"X.g20128__Cnig_chr_X.g24017",0.0026706685784,0.125128498625,0.774509803921569,79,102,9217267,"center","X",38.009002330254,0.18490222806155
"IV.g12241__Cnig_chr_IV.g14202",0.0345279390647,0.184903964488,0.637254901960784,65,102,9261611,"center","IV",44.5576574813964,0.226877794754165
"II.g4886__Cnig_chr_II.g5224",1.91211736619e-11,0.182633809279,0.519230769230769,54,104,5559588,"center","II",47.2077859874358,0.217404325413127
"X.g18679__Cnig_chr_X.g22169",0.0187931225013,0.125178416492,NA,NA,NA,703625,"tipA","X",47.6001091949454,0.158882558939516
"II.g5676__Cnig_chr_II.g6037",0.00737706549764,0.0748297275268,0.801980198019802,81,101,8918573,"center","II",49.3463711442506,0.103787355475489
"I.g1525__Cnig_chr_I.g1138",0.0119756371262,0.156550288586,0.666666666666667,68,102,4411557,"center","I",38.2839822811161,0.215576595034737
"I.g2781__Cnig_chr_I.g2393",0.0450885206327,0.0994721282065,NA,NA,NA,9478681,"center","I",33.4738317850839,0.171572904427679
"V.g17910__Cnig_chr_V.g21201",0.0554040043457,0.2622281949,NA,NA,NA,16415563,"armB","V",41.0335099119909,0.313781010461494
"II.g5196__Cnig_chr_II.g5528",0.0508702341272,0.210598157394,0.647058823529412,66,102,6949365,"center","II",48.017551168426,0.243167650838637
"IV.g11444__Cnig_chr_IV.g13373",0.0475921477055,0.296302612593,0.673267326732673,68,101,6102302,"center","IV",45.1207162734681,0.336745992790478
"I.g1143__Cnig_chr_I.g625",0.00811444395996,0.130997235954,0.685714285714286,72,105,2856974,"armA","I",45.8580009095069,0.169436602826837
"I.g2414__Cnig_chr_I.g2072",0.00543004820132,0.131772056929,0.257425742574257,26,101,8092066,"center","I",46.137443623565,0.169451870577651
"X.g21872__Cnig_chr_X.g25939",0.0222823766243,0.207686173025,0.815533980582524,84,103,18633947,"armB","X",43.5155409571234,0.252492580152785
"IV.g12699__Cnig_chr_IV.g14723",0.00706234468203,0.183298055758,0.580952380952381,61,105,11110514,"center","IV",50.9191903188326,0.207980604003351
"IV.g12249__Cnig_chr_IV.g14212",1.25594146037e-11,0.119681179045,0.735294117647059,75,102,9297249,"center","IV",45.8827168988428,0.158053365388718
"V.g14184__Cnig_chr_V.g16722",0.000905685654541,0.111713261689,0.742574257425743,75,101,1231334,"armA","V",43.8088760837921,0.155722354626722
"I.g2642__Cnig_chr_I.g2227",0.0114169060811,0.1293593778,0.8,80,100,8994323,"center","I",50.4206691884745,0.155396956299637
"II.g4361__Cnig_chr_II.g4553",0.00405985869704,0.26783519825,0.259615384615385,27,104,2930808,"armA","II",47.7022450508316,0.301261725233807
"III.g7729__Cnig_chr_III.g8733",0.0312873927438,0.158462414298,0.466019417475728,48,103,1779589,"armA","III",47.2882958192075,0.193014096663257
"X.g19541__Cnig_chr_X.g23302",0.0181135639505,0.202900980734,0.669902912621359,69,103,5740332,"armA","X",50.7895180551392,0.227935991151456
"I.g2159__Cnig_chr_I.g1786",1.36586925406e-11,0.120030932694,0.660194174757282,68,103,7034459,"center","I",46.4732970229864,0.15679786323799
"IV.g10512__Cnig_chr_IV.g12001",0.0031447766624,0.186453642918,0.696078431372549,71,102,376643,"tipA","IV",46.3803249259246,0.223473280913392
"V.g15930__Cnig_chr_V.g18882",0.00581279253708,0.255574608396,0.683168316831683,69,101,8607051,"center","V",48.718200592442,0.28623966668358
"X.g20247__Cnig_chr_X.g24108",0.0144018455095,0.27553339577,0.732673267326733,74,101,9727674,"center","X",53.2640298686101,0.293842435776871
"I.g2540__Cnig_chr_I.g2111",0.0156496448738,0.125390199334,NA,NA,NA,8559231,"center","I",49.0363121448563,0.155190598630196
"III.g8513__Cnig_chr_III.g9742",0.0244956616422,0.162117352061,0.554455445544555,56,101,5755568,"center","III",51.4156223911347,0.185450548320641
"II.g5483__Cnig_chr_II.g5841",1.24943677002e-11,0.103336912779,0.778846153846154,81,104,8154093,"center","II",48.3210757432942,0.135081396095039
"III.g8858__Cnig_chr_III.g10131",0.011119280757,0.0820428971037,0.762376237623762,77,101,7162559,"center","III",48.712802651406,0.112722627534484
"III.g9946__Cnig_chr_III.g11398",0.00439620031488,0.152255426988,0.305555555555556,33,108,11862394,"armB","III",47.0345173405061,0.187496904620871
"IV.g12421__Cnig_chr_IV.g14415",0.029791901645,0.219070869586,NA,NA,NA,10052920,"center","IV",48.0725396947241,0.251490898720631
"V.g16903__Cnig_chr_V.g19939",2.32985034405e-11,0.190668442772,0.693069306930693,70,101,12498911,"center","V",51.3345285526994,0.214222060188989
"I.g742__Cnig_chr_I.g82",0.0125449287345,0.21135572426,0.295454545454545,39,132,375197,"armA","I",37.516891931065,0.272467058942833
"X.g21815__Cnig_chr_X.g25873",0.0123668564806,0.180579246356,0.55045871559633,60,109,18276221,"armB","X",51.3313422040515,0.204141524587056
"X.g20917__Cnig_chr_X.g24840",0.01408418994,0.207558820848,0.132075471698113,21,159,13248386,"center","X",50.3273065918305,0.23385016821593
"X.g20956__Cnig_chr_X.g24908",0.0103263266048,0.145470780975,0.605769230769231,63,104,13530590,"center","X",45.7003725040884,0.184338597607075
"I.g1784__Cnig_chr_I.g1399",0.0145143980206,0.104904020992,0.0198019801980198,2,101,5543911,"center","I",50.6320134698388,0.130367144613238
"II.g5410__Cnig_chr_II.g5765",0.0822196623262,0.307627147745,0.48,48,100,7809453,"center","II",51.939425934843,0.329536593624157
"V.g16977__Cnig_chr_V.g20017",0.00679336956283,0.159359312188,0.574257425742574,58,101,12810036,"center","V",42.8167294084587,0.20606515894396
"X.g21739__Cnig_chr_X.g25796",0.0291415103525,0.294775029174,0.601941747572815,62,103,17734599,"armB","X",52.2552631593705,0.315825997912265
"II.g4908__Cnig_chr_II.g5246",0.0202724944979,0.206443472779,0.543689320388349,56,103,5677863,"center","II",50.6604914629343,0.231829190368927
"X.g19955__Cnig_chr_X.g23813",0.00772238065481,0.213729809075,0.656862745098039,67,102,8217468,"armA","X",52.5584463947529,0.233956695479502
"I.g1692__Cnig_chr_I.g1303",0.0118994840946,0.123717648703,NA,NA,NA,5124074,"center","I",49.0507099660708,0.153478913282224
"IV.g12594__Cnig_chr_IV.g14608",0.0143427884323,0.141502091149,0.558823529411765,57,102,10665935,"center","IV",43.2383857168224,0.18706183391869
"V.g16290__Cnig_chr_V.g19301",0.0163872237874,0.210756210481,0.910891089108911,92,101,10029678,"center","V",46.3796620770149,0.247777650165974
"X.g20829__Cnig_chr_X.g24728",0.00184359176661,0.147399786559,0.730769230769231,76,104,12812458,"center","X",47.444393827204,0.181527178938159
"IV.g13507__Cnig_chr_IV.g15805",0.0212553996148,0.237938887579,0.144230769230769,15,104,15598177,"armB","IV",52.2500880483879,0.259003922786114
"IV.g12395__Cnig_chr_IV.g14386",0.023251096554,0.124432773344,0.643564356435644,65,101,9937380,"center","IV",48.887597413111,0.154637394143562
"II.g7366__Cnig_chr_II.g8306",0.00473774941873,0.134462828387,0.647058823529412,66,102,16497543,"armB","II",50.95424852546,0.159050084923037
"IV.g12193__Cnig_chr_IV.g14146",0.015038994603,0.195230745002,0.633663366336634,64,101,9089277,"center","IV",46.5871402985723,0.231688238145503
"III.g8759__Cnig_chr_III.g10020",0.00945203935959,0.144669246146,0.686274509803922,70,102,6755278,"center","III",48.7390014753277,0.175277765555066
"III.g9557__Cnig_chr_III.g10941",0.0158789961493,0.0537610101595,0.705882352941177,72,102,10002298,"center","III",39.7035200781331,0.108928871007992
"I.g2415__Cnig_chr_I.g2071",0.00196677961936,0.097275590668,0.57843137254902,59,102,8101018,"center","I",39.9699315983489,0.1517193183795
"X.g21685__Cnig_chr_X.g25713",0.0224569646692,0.276229406373,0.577981651376147,63,109,17466846,"armB","X",48.1753044076392,0.308370110747669
"I.g1025__Cnig_chr_I.g526",0.0167527399238,0.214974233805,NA,NA,NA,2259405,"armA","I",48.3974608547187,0.246511094754294
"X.g20340__Cnig_chr_X.g24209",0.00420364956294,0.211419226027,0.42156862745098,43,102,10262727,"center","X",44.89348046097,0.25248025587269
"II.g4264__Cnig_chr_II.g4403",0.0175935814439,0.323455158692,0.534653465346535,54,101,2339668,"armA","II",50.0377645849428,0.350533510171345
"II.g5005__Cnig_chr_II.g5342",0.019950151673,0.262762229523,0.291338582677165,37,127,6098769,"center","II",46.1779240032968,0.30033201345395
"X.g20490__Cnig_chr_X.g24371",0.0271571531755,0.165055879694,0.702970297029703,71,101,11109258,"center","X",40.4767980422874,0.218121893754876
"X.g18999__Cnig_chr_X.g22696",0.0159837255911,0.26138428905,0.650943396226415,69,106,2476339,"armA","X",36.9997812215831,0.323901182321011
"II.g7344__Cnig_chr_II.g8282",0.00745498213992,0.214834771686,0.645454545454546,71,110,16435643,"armB","II",47.6656970808233,0.248360639704876
"II.g4768__Cnig_chr_II.g5088",0.00979711430409,0.229120367893,0.223214285714286,25,112,5002515,"center","II",38.1060321619811,0.288630360549799
"II.g4948__Cnig_chr_II.g5289",0.0103820100138,0.277978408678,0.259036144578313,43,166,5837475,"center","II",50.357484240482,0.304187730180955
"III.g9931__Cnig_chr_III.g11353",0.0165655899587,0.194863113931,0.39047619047619,41,105,11755451,"armB","III",51.5046281410672,0.217954383667131
"X.g19720__Cnig_chr_X.g23608",0.046155459391,0.2986829261,0.716981132075472,76,106,6929276,"armA","X",47.4118720334562,0.332898715964779
"IV.g12105__Cnig_chr_IV.g14052",0.0210448942843,0.132856145884,NA,NA,NA,8677941,"center","IV",50.0501032952777,0.15990095951553
"II.g5524__Cnig_chr_II.g5882",0.0180604727626,0.189952651559,0.79,79,100,8320298,"center","II",47.0231559794452,0.225225010506684
"II.g6701__Cnig_chr_II.g7235",0.00545370765524,0.246174031518,0.358490566037736,38,106,13305738,"armB","II",46.9300448102065,0.281699475929162
"X.g20026__Cnig_chr_X.g23891",0.0514379418228,0.274744428615,0.715686274509804,73,102,8634663,"center","X",46.5830593596995,0.311213014158206
"III.g9056__Cnig_chr_III.g10350",0.00417083294342,0.188697077982,0.666666666666667,70,105,7963238,"center","III",48.4759707072129,0.220020541305976
"III.g7972__Cnig_chr_III.g8975",0.0217317369049,0.372053066107,NA,NA,NA,3428307,"armA","III",49.6734005713379,0.400121795389695
"III.g8650__Cnig_chr_III.g9904",0.00769735041622,0.155064409886,0.447619047619048,47,105,6315723,"center","III",48.2685694201136,0.186951610635901
"I.g2825__Cnig_chr_I.g2437",0.00758563323413,0.157258689113,0.450980392156863,46,102,9651866,"center","I",43.6291371514025,0.201756330431983
"X.g19159__Cnig_chr_X.g22947",0.00406506525534,0.139777794573,0.432692307692308,45,104,3526700,"armA","X",51.348068460041,0.163294609168663
"X.g20909__Cnig_chr_X.g24831",2.34972438198e-11,0.215171896069,0.794117647058823,81,102,13178928,"center","X",53.3789541167413,0.233168560483974
"III.g10279__Cnig_chr_III.g11795",0.0231696877341,0.232491432642,NA,NA,NA,13958220,"armB","III",50.1621209049551,0.259231771215439
"X.g20499__Cnig_chr_X.g24384",0.00749505939047,0.207760557845,0.712871287128713,72,101,11161623,"center","X",48.1720758431433,0.23991003778063
"II.g4943__Cnig_chr_II.g5280",0.0116782404897,0.205894810934,0.715686274509804,73,102,5802084,"center","II",45.2619206390819,0.24595438355384
"III.g8636__Cnig_chr_III.g9887",0.0109657101246,0.176745379319,0.323529411764706,33,102,6261132,"center","III",46.9574394095647,0.212196362471303
"X.g21464__Cnig_chr_X.g25510",8.86855591757e-12,0.0849519765392,0.774509803921569,79,102,16351467,"armB","X",29.7955486045727,0.167050694050935
"IV.g13859__Cnig_chr_IV.g16177",0.0107132298398,0.157370394358,NA,NA,NA,17483637,"tipB","IV",37.9087525639052,0.217416612678402
"II.g5594__Cnig_chr_II.g5955",0.0266865502741,0.0937994453566,0.721153846153846,75,104,8563398,"center","II",35.3107208941608,0.160907373401456
"II.g4820__Cnig_chr_II.g5164",0.00590054051414,0.2722276789,NA,NA,NA,5253276,"center","II",47.0738232204465,0.307362319222982
"III.g9179__Cnig_chr_III.g10509",4.69915650598e-12,0.0469915650598,0.87,87,100,8500004,"center","III",35.2795172144177,0.114184307824679
"X.g20865__Cnig_chr_X.g24785",0.0177579502164,0.134738568363,0.482142857142857,54,112,13007221,"center","X",53.2748888982512,0.15301809244206
"V.g16508__Cnig_chr_V.g19541",1.02625436724e-11,0.0902140995277,0.299145299145299,35,117,10841007,"center","V",43.0252283557601,0.136353225307606
"V.g16385__Cnig_chr_V.g19404",0.0628169441933,0.179685522453,0.637254901960784,65,102,10397756,"center","V",49.7343361563727,0.207588622725696
"X.g21580__Cnig_chr_X.g25640",0.00126079451241,0.244344430327,0.384615384615385,40,104,17017797,"armB","X",47.8711219641577,0.277311932982905
"X.g19644__Cnig_chr_X.g23457",0.0327177362228,0.292880001699,0.691588785046729,74,107,6404056,"armA","X",54.9394488300196,0.306635085528161
"III.g7818__Cnig_chr_III.g8795",0.00166448920437,0.111187888833,NA,NA,NA,2400374,"armA","III",39.1114578539292,0.167965033977304
"V.g16649__Cnig_chr_V.g19690",0.0040887882521,0.047997672934,0.557692307692308,58,104,11457472,"center","V",39.1384799522585,0.104701369314469
"I.g941__Cnig_chr_I.g431",0.0224324681893,0.203270905794,0.504672897196262,54,107,1684716,"armA","I",50.8816986827121,0.228055360053223
"II.g5553__Cnig_chr_II.g5910",0.00415063245889,0.0735663413171,0.722772277227723,73,101,8384885,"center","II",42.4110516818122,0.12137486067733
"X.g21234__Cnig_chr_X.g25217",0.00619641807956,0.190837404944,0.683168316831683,69,101,15158190,"center","X",50.8532336075687,0.21569923012225
"I.g1636__Cnig_chr_I.g1243",0.0035721536492,0.179506991315,0.55,66,120,4881706,"center","I",45.2202228379117,0.21967990272568
"X.g19160__Cnig_chr_X.g22948",0.00324350411997,0.130051861734,0.757281553398058,78,103,3535173,"armA","X",54.7826311461965,0.144233191700079
"II.g5654__Cnig_chr_II.g6017",0.0198465319959,0.0792796519024,0.735294117647059,75,102,8802016,"center","II",49.7332495661001,0.107185705636051
"V.g18261__Cnig_chr_V.g21730",1.88063896656e-11,0.160342306148,0.173076923076923,18,104,18209400,"armB","V",37.5360394652042,0.221401595919447
"II.g4794__Cnig_chr_II.g5129",0.0115617579648,0.195801027382,0.556603773584906,59,106,5103417,"center","II",45.1689196998184,0.236113385849229
"IV.g11513__Cnig_chr_IV.g13453",0.0014282818924,0.175308762271,0.323809523809524,34,105,6442386,"center","IV",45.9869088836967,0.213397744386986
"III.g9420__Cnig_chr_III.g10772",0.0210310141646,0.126270582554,NA,NA,NA,9406295,"center","III",45.1193063354897,0.166717795103812
"X.g21979__Cnig_chr_X.g26133",0.0239931083994,0.285012480748,0.702970297029703,71,101,19172651,"armB","X",48.8258182736172,0.315385023422885
