"gene","sex","class","chromosome","logFC.F1.vs.briggsae","logFC.F1.vs.nigoni","F1_dist_from_zero"
"II.g5719.t1__Cnig_chr_II.g6085.t1","male","C. briggsae dominant","II",-0.849261715787192,-2.79445669889873,2.92065638237739
"II.g5720.t2__Cnig_chr_II.g6086.t1","male","C. briggsae dominant","II",0.722029092481451,-1.56000039159107,1.71899017802717
"II.g5721.t1__Cnig_chr_II.g6087.t1","male","overdominant","II",1.53866488811594,1.4311708524012,2.1013661381786
"II.g5722.t1__Cnig_chr_II.g6088.t1","male","no change","II",0.36597363951049,-0.230348822259349,0.432431826688119
"II.g5723.t1__Cnig_chr_II.g6089.t3","male","C. briggsae dominant","II",0.0722016714686987,-0.835284755167399,0.838399489251953
"II.g5725.t1__Cnig_chr_II.g6090.t1","male","C. nigoni dominant","II",1.23312235726514,-0.0267461667809466,1.23341238254876
"II.g5726.t3__Cnig_chr_II.g6092.t1","male","ambiguous","II",-0.879894341838554,-0.662210089837845,1.10124305032202
"II.g5727.t1__Cnig_chr_II.g6093.t1","male","C. briggsae dominant","II",-0.759660511469146,-3.11929277217289,3.21046281573476
"II.g5728.t1__Cnig_chr_II.g6094.t1","male","ambiguous","II",0.475496839774508,-0.159934707945209,0.501673554655877
"II.g5729.t1__Cnig_chr_II.g6095.t1","male","overdominant","II",1.48651058561004,2.00839709902561,2.49867417413819
"II.g5730.t1__Cnig_chr_II.g6096.t1","male","C. briggsae dominant","II",0.0599407195834702,0.990371610811499,0.992183862681483
"II.g5731.t1__Cnig_chr_II.g6097.t1","male","C. briggsae dominant","II",-1.33116740652078,-4.32070834128949,4.5211201305287
"II.g5732.t1__Cnig_chr_II.g6098.t2","male","C. briggsae dominant","II",-0.830996908599066,0.751298510405014,1.12027019679986
"II.g5735.t1__Cnig_chr_II.g6101.t2","male","C. briggsae dominant","II",-0.908074502120296,1.892494113927,2.09907914873388
"II.g5738.t1__Cnig_chr_II.g6103.t1","male","C. briggsae dominant","II",-0.322519502785737,0.672875837845252,0.746177407077639
"II.g5739.t1__Cnig_chr_II.g6104.t1","male","C. briggsae dominant","II",-0.0682159651762169,-1.3839833006903,1.38566344921649
"II.g5740.t1__Cnig_chr_II.g6105.t1","male","underdominant","II",-0.849227511556895,-1.23314445816981,1.49727506527693
"II.g5741.t1__Cnig_chr_II.g6106.t2","male","underdominant","II",-0.976304413741846,-0.992142084767967,1.39194691876506
"II.g5743.t2__Cnig_chr_II.g6108.t1","male","overdominant","II",1.63568678526588,1.28130275016874,2.0777892090112
"II.g5744.t2__Cnig_chr_II.g6109.t1","male","ambiguous","II",-0.457953869735175,-0.545416126833576,0.71218010237268
"II.g5745.t1__Cnig_chr_II.g6110.t1","male","C. briggsae dominant","II",-2.16041361526613,-5.02437583348955,5.46916259633786
"II.g5746.t1__Cnig_chr_II.g6111.t1","male","C. briggsae dominant","II",-0.633263720268103,-2.86396912584799,2.93314542653758
"II.g5747.t1__Cnig_chr_II.g6112.t1","male","additive","II",0.508241303468047,-0.641170891662016,0.818174391475047
"II.g5749.t1__Cnig_chr_II.g6113.t1","male","C. nigoni dominant","II",0.61025385862712,-0.340776901936406,0.698955412642798
"II.g5750.t1__Cnig_chr_II.g6114.t2","male","no change","II",0.0583737380929299,-0.0955792652597836,0.111995041169429
"II.g5751.t3__Cnig_chr_II.g6117.t1","male","ambiguous","II",0.690603708186198,-0.558906565900025,0.888431219153563
"II.g5752.t2__Cnig_chr_II.g6118.t2","male","ambiguous","II",0.0998604443059565,-0.486966474408919,0.497100045800878
"II.g5753.t1__Cnig_chr_II.g6128.t1","male","overdominant","II",1.57071301718,0.491269213130358,1.64574749646123
"II.g5754.t1__Cnig_chr_II.g6126.t2","male","C. nigoni dominant","II",6.9977683165325,-0.583307426635973,7.02203737997988
"II.g5755.t1__Cnig_chr_II.g6127.t1","male","overdominant","II",10.4691678113604,0.431118883344116,10.4780407593214
"II.g5758.t1__Cnig_chr_II.g6130.t1","male","C. nigoni dominant","II",1.46021423572051,0.271153593654611,1.48517671862733
"II.g5759.t2__Cnig_chr_II.g6131.t1","male","overdominant","II",2.26616241111028,3.01624562900587,3.77269529223156
"II.g5760.t1__Cnig_chr_II.g6132.t1","male","no change","II",-0.607368555585784,-0.368445613904379,0.710386326388491
"II.g5761.t1__Cnig_chr_II.g6133.t1","male","C. briggsae dominant","II",-0.0197461039937315,-0.771931377511297,0.772183890151446
"II.g5762.t1__Cnig_chr_II.g6136.t1","male","underdominant","II",-3.08883084793713,-2.96151324241528,4.2791864521389
"II.g5765.t1__Cnig_chr_II.g6138.t1","male","ambiguous","II",0.611675178805884,0.361743361963606,0.710636886385686
"II.g5766.t3__Cnig_chr_II.g6139.t1","male","C. briggsae dominant","II",0.22368652663704,1.07730836173425,1.10028585761223
"II.g5767.t1__Cnig_chr_II.g6140.t1","male","ambiguous","II",0.213511285844303,0.50940584590357,0.552341728483029
"II.g5768.t1__Cnig_chr_II.g6141.t2","male","underdominant","II",-1.02412272397853,-0.650081567807173,1.21302654487519
"II.g5769.t1__Cnig_chr_II.g6142.t1","male","C. nigoni dominant","II",1.49782636744735,-0.295062920786455,1.52661257503126
"II.g5770.t1__Cnig_chr_II.g6143.t3","male","no change","II",0.377177686584624,0.133721819944585,0.400180624701673
"II.g5771.t2__Cnig_chr_II.g6144.t3","male","no change","II",0.0853051697842144,0.143086320599736,0.166585314883048
"II.g5772.t1__Cnig_chr_II.g6145.t1","male","overdominant","II",0.55488169932342,0.439765203281949,0.70801633756691
"II.g5773.t2__Cnig_chr_II.g6147.t1","male","overdominant","II",0.982647313813439,0.677633142969193,1.19364250083309
"II.g5774.t1__Cnig_chr_II.g6148.t1","male","overdominant","II",0.926185760765969,1.35833959571409,1.64405186071801
"II.g5775.t1__Cnig_chr_II.g6149.t1","male","no change","II",0.63742399766568,-0.208658576316261,0.670706906383426
"II.g5776.t1__Cnig_chr_II.g6150.t1","male","no change","II",0.0269321549521579,0.145456659262748,0.147928971787971
"II.g5777.t1__Cnig_chr_II.g6151.t1","male","C. nigoni dominant","II",-1.01753930891627,0.440272352309378,1.10870464479853
"II.g5778.t1__Cnig_chr_II.g6152.t1","male","C. nigoni dominant","II",0.78304912746026,0.00383419884426679,0.783058514478357
"II.g5779.t1__Cnig_chr_II.g6153.t1","male","ambiguous","II",-0.448560151417178,0.241428507545143,0.50940547081365
"II.g5781.t1__Cnig_chr_II.g6154.t1","male","C. nigoni dominant","II",0.873380554241733,0.025976948713615,0.873766784898617
"II.g5782.t1__Cnig_chr_II.g6155.t1","male","no change","II",-0.129207948548727,0.254491233558905,0.285412827193354
"II.g5783.t1__Cnig_chr_II.g6156.t1","male","no change","II",0.336166042577667,0.102687367210446,0.351500076197635
"II.g5784.t1__Cnig_chr_II.g6157.t1","male","underdominant","II",-0.58998072658552,-1.10286888403923,1.25075858307042
"II.g5785.t1__Cnig_chr_II.g6158.t1","male","ambiguous","II",0.414142932159218,0.800411654725836,0.901206516442478
"II.g5787.t1__Cnig_chr_II.g6159.t3","male","no change","II",0.293198389187649,0.0897186109708323,0.306618206531784
"II.g5789.t1__Cnig_chr_II.g6160.t3","male","C. nigoni dominant","II",-1.36768447220795,-0.269390135316083,1.39396264674645
"II.g5790.t1__Cnig_chr_II.g6163.t1","male","C. briggsae dominant","II",0.437737503776898,1.5513998179755,1.61197255479963
"II.g5791.t3__Cnig_chr_II.g6164.t2","male","C. briggsae dominant","II",-0.14621937394879,0.94109392758035,0.952385366249705
"II.g5792.t1__Cnig_chr_II.g6165.t2","male","C. nigoni dominant","II",1.61674393560464,0.136451834705696,1.62249192802581
"II.g5793.t1__Cnig_chr_II.g6166.t1","male","C. briggsae dominant","II",0.252452423715303,-0.568844533644566,0.622347434876239
"II.g5795.t1__Cnig_chr_II.g6167.t1","male","ambiguous","II",-0.320220020393202,-0.853661549362061,0.911744976580544
"II.g5796.t1__Cnig_chr_II.g6168.t1","male","no change","II",-0.643169398371638,-0.363050901042288,0.738561325652346
"II.g5797.t1__Cnig_chr_II.g6169.t1","male","ambiguous","II",-0.470492278569622,-0.554013676205152,0.726838453589229
"II.g5798.t1__Cnig_chr_II.g6175.t1","male","overdominant","II",2.11070206857319,3.52542166210905,4.10897324376138
"II.g5799.t1__Cnig_chr_II.g6176.t1","male","underdominant","II",-3.23862844616084,-5.67978133297691,6.53824366345543
"II.g5800.t1__Cnig_chr_II.g6177.t1","male","underdominant","II",-0.558470518117362,-1.0274919271087,1.16945670286669
"II.g5801.t1__Cnig_chr_II.g6178.t1","male","no change","II",-0.0573400446985277,-0.0958099914960864,0.111657669671677
"II.g5802.t2__Cnig_chr_II.g6179.t1","male","no change","II",-0.432488123871742,-0.158421977911936,0.460590382417642
"II.g5803.t1__Cnig_chr_II.g6180.t1","male","C. briggsae dominant","II",-0.738675038064955,0.734185444284164,1.04147447326327
"II.g5804.t3__Cnig_chr_II.g6183.t4","male","C. briggsae dominant","II",-0.114055904541438,3.30689561776471,3.3088619457681
"II.g5805.t1__Cnig_chr_II.g6182.t1","male","overdominant","II",7.62347085872838,1.12107043954325,7.70545954919618
"II.g5806.t1__Cnig_chr_II.g6185.t2","male","ambiguous","II",0.627687191178152,-0.17556901018686,0.651778863808203
"II.g5807.t1__Cnig_chr_II.g6186.t1","male","underdominant","II",-3.20022725533655,-5.82343795235298,6.64483890479702
"II.g5808.t1__Cnig_chr_II.g6187.t3","male","C. briggsae dominant","II",-0.0368475846886428,-2.20835156987776,2.20865895979414
"II.g5809.t1__Cnig_chr_II.g6189.t1","male","C. nigoni dominant","II",1.22545631493562,-0.375293598070578,1.28163507464814
"II.g5811.t1__Cnig_chr_II.g6191.t1","male","no change","II",-0.306944593261105,0.269869016321499,0.408710495708832
"II.g5812.t1__Cnig_chr_II.g6192.t2","male","C. briggsae dominant","II",-0.475846680461688,1.54716400757497,1.61868666814855
"II.g5813.t1__Cnig_chr_II.g6193.t1","male","no change","II",-0.432986427116726,-0.206629656164454,0.479763546837344
"II.g5814.t1__Cnig_chr_II.g6194.t2","male","ambiguous","II",-0.23130953316985,-0.505189269595326,0.555626041730868
"II.g5815.t3__Cnig_chr_II.g6195.t2","male","additive","II",-0.587297001368131,0.481566932632617,0.7594896170595
"II.g5816.t3__Cnig_chr_II.g6196.t1","male","overdominant","II",1.59925404560445,1.85408341210146,2.44851767431072
"II.g5817.t1__Cnig_chr_II.g6197.t1","male","overdominant","II",0.91671123432798,1.2271787253301,1.53177253893845
"II.g5818.t1__Cnig_chr_II.g6198.t1","male","ambiguous","II",1.26585346552036,1.54585458752755,1.9980118623146
"II.g5819.t1__Cnig_chr_II.g6199.t1","male","C. nigoni dominant","II",-2.03700257239172,0.0912010925503816,2.03904318718679
"II.g5820.t1__Cnig_chr_II.g6200.t1","male","C. briggsae dominant","II",-0.712580015816091,-2.55928782161483,2.65663780610125
"II.g5821.t1__Cnig_chr_II.g6201.t3","male","C. nigoni dominant","II",0.872814917842333,-0.094023063966398,0.877864578033394
"II.g5823.t1__Cnig_chr_II.g6202.t2","male","C. briggsae dominant","II",0.26129684152206,-1.66871947375307,1.68905320267661
"II.g5824.t1__Cnig_chr_II.g6203.t2","male","C. nigoni dominant","II",1.34142853205088,0.107745241168402,1.34574869258515
"II.g5825.t1__Cnig_chr_II.g6205.t1","male","no change","II",2.56523622366525,0.487793350301731,2.61120264165823
"II.g5827.t1__Cnig_chr_II.g6207.t1","male","overdominant","II",0.58251312338164,0.371316331147032,0.690794728329861
"II.g5828.t1__Cnig_chr_II.g6208.t1","male","no change","II",0.268151343576991,-0.301950392457526,0.4038306359941
"II.g5829.t2__Cnig_chr_II.g6209.t1","male","C. briggsae dominant","II",0.311976515046782,-0.7465857502526,0.809147470131973
"II.g5830.t5__Cnig_chr_II.g6212.t1","male","no change","II",0.0177883350198917,0.129452699291529,0.130669147914276
"II.g5832.t1__Cnig_chr_II.g6213.t2","male","ambiguous","II",0.308191603628307,0.479959296152222,0.570388455800014
"II.g5833.t2__Cnig_chr_II.g6214.t1","male","ambiguous","II",0.950348620609933,1.23494966301708,1.55828853903287
"II.g5835.t1__Cnig_chr_II.g6216.t1","male","C. briggsae dominant","II",-0.134179145343669,0.994576325142989,1.00358662285828
"II.g5836.t1__Cnig_chr_II.g6217.t1","male","no change","II",-0.359607314607129,-0.244701217506661,0.434966787890976
"II.g5837.t1__Cnig_chr_II.g6218.t1","male","ambiguous","II",-0.38224499115544,-0.39423422714399,0.549119166588858
"II.g5838.t1__Cnig_chr_II.g6219.t1","male","no change","II",-0.0814894912749336,-0.0119011843421463,0.0823539639422003
"II.g5839.t1__Cnig_chr_II.g6220.t1","male","C. briggsae dominant","II",-1.86152414624326,-4.05916555462692,4.46565752682809
"II.g5840.t2__Cnig_chr_II.g6221.t1","male","no change","II",0.159543843619383,0.367978416549905,0.401076492808319
"II.g5841.t1__Cnig_chr_II.g6222.t1","male","overdominant","II",0.633014525267103,1.51422833560184,1.64121748758007
"II.g5842.t1__Cnig_chr_II.g6223.t1","male","underdominant","II",-4.87123201279038,-6.62182184867373,8.22054900344293
"II.g5843.t1__Cnig_chr_II.g6224.t2","male","C. nigoni dominant","II",-0.750369163495529,0.11486438404382,0.759109813035469
"II.g5844.t1__Cnig_chr_II.g6225.t1","male","no change","II",0.275251407555097,0.521428463439987,0.589619351655326
"II.g5845.t1__Cnig_chr_II.g6226.t1","male","C. briggsae dominant","II",-0.334334394306628,0.793576077436929,0.861128607059691
"II.g5846.t1__Cnig_chr_II.g6227.t1","male","C. briggsae dominant","II",0.68159893831374,-5.80614041868293,5.84601091977889
"II.g5847.t1__Cnig_chr_II.g6228.t1","male","no change","II",-0.443010823679122,-0.750966090548728,0.871899454668309
"II.g5849.t2__Cnig_chr_II.g6231.t1","male","C. nigoni dominant","II",1.12447581780964,-0.219714260384246,1.14574003205563
"II.g5850.t2__Cnig_chr_II.g6232.t1","male","underdominant","II",-3.1615818939247,-2.70133712261483,4.15846393780317
"II.g5851.t1__Cnig_chr_II.g6233.t1","male","no change","II",-0.138413377583109,-0.575530586149851,0.591940637807504
"II.g5852.t4__Cnig_chr_II.g6234.t1","male","overdominant","II",1.14596639158953,0.628608458559784,1.30705300765716
"II.g5853.t1__Cnig_chr_II.g6235.t1","male","no change","II",-1.99161625154589,-0.88164825958578,2.17803557065819
"II.g5856.t1__Cnig_chr_II.g6239.t1","male","ambiguous","II",-0.717765085341526,-0.345643820845168,0.796653229845819
"II.g5857.t2__Cnig_chr_II.g6240.t1","male","overdominant","II",1.01937180773907,0.419485656841823,1.10230989232123
"II.g5858.t1__Cnig_chr_II.g6241.t1","male","no change","II",0.0357389421099524,0.282687130756781,0.284937336757821
"II.g5859.t1__Cnig_chr_II.g6242.t1","male","no change","II",-0.202093910743968,0.140222780465396,0.245976374721715
"II.g5860.t1__Cnig_chr_II.g6243.t1","male","ambiguous","II",-0.0044308447890711,-0.447671975045671,0.44769390170834
"II.g5861.t1__Cnig_chr_II.g6244.t1","male","overdominant","II",0.653861624614573,0.835140239149727,1.06065745799041
"II.g5862.t3__Cnig_chr_II.g6245.t1","male","ambiguous","II",0.192333356255987,0.357814884253857,0.406230982720783
"II.g5863.t1__Cnig_chr_II.g6247.t1","male","C. briggsae dominant","II",-0.408259465675722,0.812536232041267,0.909335427492873
"II.g5864.t2__Cnig_chr_II.g6248.t1","male","C. nigoni dominant","II",0.821552883510195,-0.533696494236236,0.979684177867524
"II.g5865.t1__Cnig_chr_II.g6250.t1","male","C. nigoni dominant","II",0.672789221918314,-0.251657345924083,0.718315221116052
"II.g5867.t1__Cnig_chr_II.g6251.t4","male","C. briggsae dominant","II",-0.285657787246067,-1.23346139995745,1.26610718211347
"II.g5868.t1__Cnig_chr_II.g6252.t1","male","ambiguous","II",0.786552291475139,0.825405526174829,1.14015735311611
"II.g5869.t2__Cnig_chr_II.g6253.t2","male","C. briggsae dominant","II",-1.34479062881591,2.25538959441507,2.62587967316609
"II.g5870.t1__Cnig_chr_II.g6254.t2","male","additive","II",-1.44843847703442,2.15106053590219,2.59326733116152
"II.g5872.t1__Cnig_chr_II.g6256.t2","male","C. briggsae dominant","II",0.397850278861364,-0.780490681874816,0.876042549699202
"II.g5873.t1__Cnig_chr_II.g6257.t1","male","C. nigoni dominant","II",1.55808055442318,0.263262304987231,1.58016519873677
"II.g5874.t2__Cnig_chr_II.g6258.t2","male","no change","II",1.07833573887222,1.07375587561685,1.52176202020907
"II.g5877.t1__Cnig_chr_II.g6262.t1","male","overdominant","II",2.43430585574142,2.85061739433455,3.74858166886886
"II.g5878.t1__Cnig_chr_II.g6263.t1","male","no change","II",-0.346632489218191,-0.0921477408402534,0.358671561074421
"II.g5879.t1__Cnig_chr_II.g6264.t1","male","ambiguous","II",-0.543850986142647,-0.206734683834348,0.581818807386301
"II.g5881.t1__Cnig_chr_II.g6265.t1","male","no change","II",0.167608653636398,0.166899186886431,0.23653329439459
"II.g5882.t1__Cnig_chr_II.g6266.t1","male","no change","II",0.645049692625819,0.105488189433409,0.653618286208856
"II.g5883.t1__Cnig_chr_II.g6267.t1","male","overdominant","II",1.45652435132201,0.797935055738008,1.6607719708526
"II.g5884.t3__Cnig_chr_II.g6268.t1","male","overdominant","II",3.92857991568836,4.05871352121273,5.64861891095735
"II.g5885.t1__Cnig_chr_II.g6269.t1","male","C. nigoni dominant","II",15.7474688562035,-0.0275365979738117,15.7474929319345
"II.g5886.t1__Cnig_chr_II.g6270.t1","male","no change","II",-0.185164918814027,-0.250662326648937,0.311637047156566
"II.g5887.t1__Cnig_chr_II.g6271.t1","male","ambiguous","II",0.417488014833747,0.472236490874481,0.630320193110824
"II.g5891.t2__Cnig_chr_II.g6273.t1","male","no change","II",0.48335289406419,-0.0368862224456032,0.484758304319311
"II.g5893.t2__Cnig_chr_II.g6274.t2","male","ambiguous","II",-0.970312241864693,-0.372165874493857,1.03923687619823
"II.g5894.t1__Cnig_chr_II.g6275.t1","male","overdominant","II",1.23082988013617,1.26181672228785,1.76270350157968
"II.g5895.t1__Cnig_chr_II.g6276.t2","male","C. briggsae dominant","II",0.0900017533640824,-0.581776246594292,0.5886967952265
"II.g5896.t1__Cnig_chr_II.g6277.t1","male","overdominant","II",0.744617909565745,0.56139821798554,0.93253621399032
"II.g5898.t1__Cnig_chr_II.g6279.t1","male","no change","II",-0.689570665468687,-0.274604606517491,0.742236749693488
"II.g5900.t3__Cnig_chr_II.g6280.t1","male","overdominant","II",1.35874945038493,0.781546048105883,1.56748661692254
"II.g5901.t1__Cnig_chr_II.g6281.t1","male","ambiguous","II",1.20803238531151,0.415202448717827,1.27739395543532
"II.g5902.t1__Cnig_chr_II.g6282.t1","male","underdominant","II",-0.639923398425705,-0.951781676484829,1.14690466715633
"II.g5903.t2__Cnig_chr_II.g6283.t2","male","C. briggsae dominant","II",-0.253520053171969,0.378153958899968,0.455272263587445
"II.g5906.t1__Cnig_chr_II.g6288.t1","male","C. nigoni dominant","II",-2.1979573550434,0.445741441532971,2.2426997051075
"II.g5907.t1__Cnig_chr_II.g6290.t2","male","no change","II",-0.192824052413318,-0.409822109896729,0.452918620669653
"II.g5908.t1__Cnig_chr_II.g6291.t1","male","C. briggsae dominant","II",-0.166169340276893,-0.672351529824435,0.692581279926996
"II.g5909.t1__Cnig_chr_II.g6292.t1","male","underdominant","II",-0.565201286766215,-0.7194028576231,0.914873196742842
"II.g5910.t1__Cnig_chr_II.g6293.t1","male","ambiguous","II",-0.449951072102999,0.551925994053021,0.71209428462673
"II.g5911.t2__Cnig_chr_II.g6294.t1","male","no change","II",0.205161612701158,-0.0344895882510086,0.208040426417233
"II.g5912.t1__Cnig_chr_II.g6295.t1","male","no change","II",-0.249961194656784,-0.155987493207643,0.294639944460101
"II.g5914.t1__Cnig_chr_II.g6298.t1","male","overdominant","II",0.633233433258941,1.10219499956924,1.2711484563466
