I.g1000,WBGene00040698,Cbr-imb-3
V.g14093,WBGene00032439,CBG11302
V.g14094,WBGene00032438,Cbr-str-135
V.g14095,WBGene00032437,Cbr-slc-17.5
V.g14096,WBGene00032435,CBG11298
V.g14097,WBGene00032434,CBG11297
V.g14098,WBGene00032433,Cbr-sel-9
V.g14099,WBGene00088302,CBG26888
V.g14100,WBGene00032432,CBG11294
V.g14106,WBGene00032426,Cbr-tmd-2
V.g14110,WBGene00032421,Cbr-mpdu-1
V.g14111,WBGene00032419,CBG11279
V.g14113,WBGene00032418,Cbr-gpa-2
V.g14116,WBGene00032415,CBG11274
V.g14118,WBGene00032413,Cbr-hsp-17
V.g14121,.
V.g14123,WBGene00032410,CBG11267
V.g14124,WBGene00088309,CBG26895
V.g14125,WBGene00088310,CBG26896
V.g14126,WBGene00270745,CBG30691
V.g14127,WBGene00088312,CBG26898
V.g14128,WBGene00088313,CBG26899
V.g14130,WBGene00270682,CBG30628
V.g14133,WBGene00032409,CBG11259
V.g14136,WBGene00032407,CBG11254
V.g14137,WBGene00032406,CBG11253
V.g14138,WBGene00032404,Cbr-lmd-3
V.g14139,WBGene00032404,Cbr-lmd-3
V.g14140,WBGene00032404,Cbr-lmd-3
V.g14141,WBGene00032403,Cbr-pos-1
V.g14142,WBGene00032402,Cbr-vha-18
V.g14145,WBGene00088317,CBG26903
V.g14146,WBGene00271217,CBG30487
V.g14148,WBGene00024694,CBG01454
V.g14149,WBGene00024696,CBG01463
V.g14151,WBGene00303238,CBG31299
V.g14153,WBGene00024698,Cbr-acd-4
V.g14154,WBGene00303285,CBG31344
V.g14155,WBGene00024699,Cbr-grl-12
V.g14156,WBGene00024700,CBG01467
V.g14158,WBGene00024701,Cbr-oac-29
V.g14159,WBGene00024702,Cbr-atg-18
V.g14160,WBGene00024703,CBG01470
V.g14161,WBGene00024704,CBG01471
V.g14162,WBGene00024705,CBG01472
V.g14163,WBGene00024706,Cbr-grd-5
V.g14164,WBGene00024707,Cbr-smk-1
V.g14165,WBGene00024707,Cbr-smk-1
V.g14166,WBGene00024709,Cbr-vps-60
V.g14167,WBGene00024710,CBG01477
V.g14168,WBGene00024711,CBG01478
V.g14169,WBGene00024712,CBG01479
V.g14174,WBGene00024715,CBG01486
V.g14176,WBGene00024716,CBG01487
V.g14177,WBGene00024717,CBG01488
V.g14179,WBGene00024719,CBG01490
V.g14180,WBGene00303286,CBG31345
V.g14181,WBGene00024720,Cbr-acr-16
V.g14182,WBGene00024721,Cbr-acr-15
V.g14183,WBGene00024722,Cbr-asns-1
V.g14184,WBGene00024723,Cbr-slc-17.8
V.g14187,WBGene00024726,CBG01499
V.g14189,WBGene00088320,CBG26906
V.g14190,WBGene00024728,CBG01502
V.g14191,WBGene00088319,CBG26905
V.g14193,WBGene00024730,Cbr-his-63
V.g14213,WBGene00024754,CBG01529
V.g14214,WBGene00303287,CBG31346
V.g14222,WBGene00303266,CBG31325
V.g14224,WBGene00024098,CBG00757
V.g14225,WBGene00024099,CBG00758
V.g14226,WBGene00024100,Cbr-rpm-1
V.g14231,WBGene00024108,CBG00771
V.g14236,WBGene00088327,CBG26913
V.g14238,WBGene00303267,CBG31326
V.g14239,WBGene00024114,CBG00778
V.g14240,WBGene00303268,CBG31327
V.g14241,WBGene00024115,CBG00779
V.g14242,WBGene00024117,CBG00781
V.g14244,WBGene00088330,CBG26916
V.g14245,WBGene00024119,CBG00785
V.g14247,WBGene00024122,CBG00789
V.g14248,WBGene00024123,CBG00790
V.g14249,WBGene00088332,CBG26918
V.g14255,WBGene00024127,CBG00795
V.g14256,WBGene00024128,CBG00796
V.g14258,WBGene00024130,Cbr-lmd-4
V.g14260,WBGene00024131,CBG00799
V.g14262,WBGene00024133,CBG00801
V.g14268,WBGene00024141,Cbr-srb-19
V.g14271,WBGene00024143,CBG00812
V.g14273,WBGene00024145,CBG00814
V.g14276,WBGene00024148,CBG00818
V.g14277,WBGene00024149,CBG00819
V.g14278,WBGene00024150,CBG00820
V.g14283,WBGene00024155,Cbr-nhx-3
V.g14284,WBGene00024156,Cbr-ftn-1
V.g14286,WBGene00024157,CBG00827
V.g14288,WBGene00271220,CBG30490
V.g14289,WBGene00024162,CBG00832
V.g14295,WBGene00024166,CBG00836
V.g14296,WBGene00024167,CBG00837
V.g14304,WBGene00030501,CBG08764
V.g14305,WBGene00030503,CBG08766
V.g14308,WBGene00030504,CBG08768
V.g14310,WBGene00030506,CBG08770
V.g14311,WBGene00030506,CBG08770
V.g14314,WBGene00030509,CBG08774
V.g14315,WBGene00030510,Cbr-pmt-2
V.g14316,WBGene00030511,Cbr-soc-1
V.g14317,WBGene00030512,CBG08778
V.g14318,WBGene00030513,CBG08779
V.g14319,WBGene00030515,Cbr-col-139
V.g14320,WBGene00030516,CBG08782
V.g14321,WBGene00088342,CBG26928
V.g14324,WBGene00030518,Cbr-srx-77
V.g14326,WBGene00303385,CBG31427
V.g14327,WBGene00030523,CBG08791
V.g14328,WBGene00088344,CBG26930
V.g14329,WBGene00030525,Cbr-taf-10
V.g14330,WBGene00030526,CBG08795
V.g14331,WBGene00030527,CBG08796
V.g14332,WBGene00030528,Cbr-cpg-8
V.g14333,WBGene00030530,CBG08799
V.g14334,WBGene00030531,Cbr-prx-6
V.g14336,WBGene00030533,Cbr-tig-2
V.g14339,WBGene00030534,CBG08806
V.g14340,WBGene00030535,CBG08807
V.g14342,WBGene00030538,Cbr-elt-7
V.g14345,WBGene00030542,CBG08815
V.g14346,.
V.g14347,WBGene00030543,CBG08816
V.g14349,WBGene00030545,CBG08818
V.g14350,WBGene00030546,CBG08819
V.g14352,WBGene00030548,Cbr-abhd-5.2
V.g14353,WBGene00088345,CBG26931
V.g14354,WBGene00030550,Cbr-nas-9
V.g14358,WBGene00030552,Cbr-hsp-6
V.g14359,WBGene00030553,Cbr-adss-1
V.g14360,WBGene00030554,CBG08830
V.g14361,WBGene00030555,CBG08831
V.g14362,WBGene00030556,CBG08832
V.g14363,WBGene00030557,CBG08834
V.g14366,WBGene00030559,CBG08836
V.g14367,WBGene00030560,CBG08837
V.g14368,WBGene00030561,Cbr-nex-4
V.g14370,WBGene00030563,CBG08842
V.g14371,WBGene00030564,Cbr-srd-32
V.g14372,WBGene00030565,Cbr-srd-33
V.g14373,WBGene00030566,CBG08845
V.g14374,WBGene00030567,CBG08846
V.g14375,WBGene00030568,CBG08847
V.g14376,WBGene00030568,CBG08847
V.g14377,WBGene00030569,CBG08848
V.g14379,WBGene00030571,CBG08850
V.g14380,WBGene00270645,CBG30591
V.g14383,WBGene00030574,CBG08853
V.g14384,WBGene00030575,CBG08854
V.g14385,WBGene00030576,Cbr-ugt-12
V.g14389,WBGene00030581,Cbr-ugt-13
V.g14390,WBGene00030580,CBG08859
V.g14391,WBGene00088347,CBG26933
V.g14392,WBGene00030582,CBG08862
V.g14394,WBGene00030583,CBG08864
V.g14395,WBGene00030584,CBG08865
V.g14396,WBGene00030585,CBG08866
V.g14399,WBGene00030589,Cbr-str-205
V.g14400,.
V.g14401,WBGene00030590,CBG08872
V.g14402,WBGene00030592,CBG08875
V.g14407,WBGene00039508,Cbr-tam-1
V.g14408,WBGene00039509,CBG20548
V.g14409,WBGene00039510,CBG20549
V.g14411,WBGene00039513,CBG20552
V.g14412,WBGene00039514,CBG20553
V.g14413,WBGene00039515,CBG20554
V.g14414,WBGene00039516,Cbr-nipi-4
V.g14415,WBGene00039518,CBG20559
V.g14416,WBGene00088349,CBG26935
V.g14418,WBGene00039520,CBG20562
V.g14421,WBGene00039522,Cbr-memo-1
V.g14423,WBGene00039524,Cbr-mig-6
V.g14428,WBGene00039529,Cbr-lbp-4
V.g14429,WBGene00039532,Cbr-xpo-1
V.g14432,WBGene00039532,Cbr-xpo-1
V.g14433,WBGene00039535,Cbr-uvs-1
V.g14434,WBGene00039536,CBG20580
V.g14435,WBGene00039537,Cbr-hint-3
V.g14437,WBGene00039539,Cbr-frpr-3
V.g14438,WBGene00039540,Cbr-grl-10
V.g14439,WBGene00039542,Cbr-rps-30
V.g14442,WBGene00039544,Cbr-cyp-32A1
V.g14443,WBGene00039545,CBG20590
V.g14444,WBGene00039546,Cbr-flp-21
V.g14445,WBGene00270715,CBG30661
V.g14447,WBGene00039548,CBG20595
V.g14448,WBGene00303207,CBG31271
V.g14449,WBGene00039549,CBG20596
V.g14451,WBGene00039552,Cbr-clic-1
V.g14452,WBGene00271222,CBG30492
V.g14453,WBGene00042651,Cbr-sos-1
V.g14454,WBGene00042652,CBG24574
V.g14456,WBGene00088750,CBG27336
V.g14457,WBGene00270735,CBG30681
V.g14458,WBGene00271223,CBG30493
V.g14460,WBGene00042655,CBG24579
V.g14461,WBGene00042656,CBG24580
V.g14462,WBGene00042657,Cbr-rft-1
V.g14463,WBGene00042658,Cbr-rft-2
V.g14464,WBGene00042659,Cbr-gnrr-5
V.g14467,WBGene00042662,Cbr-str-33
V.g14472,WBGene00088050,CBG26636
V.g14475,WBGene00088050,CBG26636
V.g14476,WBGene00041913,CBG23595
V.g14477,WBGene00041914,CBG23596
V.g14478,WBGene00041915,CBG23597
V.g14480,WBGene00041916,CBG23599
V.g14481,WBGene00041917,CBG23601
V.g14483,WBGene00041919,CBG23603
V.g14486,WBGene00041923,CBG23607
V.g14487,WBGene00041924,CBG23608
V.g14489,WBGene00041926,CBG23610
V.g14490,WBGene00041928,Cbr-grl-5
V.g14492,WBGene00088051,CBG26637
V.g14494,WBGene00088053,CBG26639
V.g14496,WBGene00088055,CBG26641
V.g14497,WBGene00271226,CBG30496
V.g14498,WBGene00041932,CBG23621
V.g14502,WBGene00303147,CBG31214
V.g14503,WBGene00303148,CBG31215
V.g14504,WBGene00303149,CBG31216
V.g14505,WBGene00041933,Cbr-grl-13
V.g14506,WBGene00041934,CBG23623
V.g14507,WBGene00041935,CBG23625
V.g14508,WBGene00041936,Cbr-fipp-1
V.g14509,WBGene00088056,CBG26642
V.g14512,WBGene00040489,Cbr-mrpl-39
V.g14513,WBGene00040490,Cbr-gly-7
V.g14514,WBGene00040491,CBG21808
V.g14516,WBGene00040493,CBG21810
V.g14517,WBGene00303176,CBG31242
V.g14519,WBGene00040496,CBG21813
V.g14520,WBGene00040497,Cbr-knl-3
V.g14521,WBGene00040498,CBG21815
V.g14523,WBGene00040499,CBG21816
V.g14524,WBGene00040500,Cbr-cct-7
V.g14525,WBGene00040501,Cbr-zig-11
V.g14526,WBGene00040504,Cbr-apx-1
V.g14530,WBGene00040508,CBG21825
V.g14531,WBGene00040510,CBG21827
V.g14533,WBGene00040514,CBG21832
V.g14534,WBGene00040515,Cbr-try-8
V.g14535,WBGene00040516,CBG21834
V.g14538,WBGene00040519,Cbr-srbc-19
V.g14541,WBGene00040524,CBG21843
V.g14544,WBGene00040526,CBG21845
V.g14548,WBGene00040532,Cbr-nhr-270
V.g14549,WBGene00040533,Cbr-srab-25
V.g14550,WBGene00040534,CBG21853
V.g14555,WBGene00040539,CBG21858
V.g14556,WBGene00040540,CBG21859
V.g14557,WBGene00040541,Cbr-srab-10
V.g14558,WBGene00040542,Cbr-lag-2
V.g14560,WBGene00040543,Cbr-irld-1
V.g14561,WBGene00040544,Cbr-glrx-3
V.g14562,WBGene00040545,Cbr-figl-1
V.g14563,WBGene00040547,Cbr-mcm-7
V.g14567,WBGene00040970,CBG22407
V.g14569,WBGene00040972,Cbr-sdz-34.5
V.g14570,WBGene00040973,Cbr-srj-13
V.g14571,WBGene00040974,Cbr-gst-33
V.g14572,WBGene00040975,Cbr-slc-28.1
V.g14573,WBGene00040976,Cbr-slc-28.2
V.g14576,WBGene00040978,Cbr-cfz-2
V.g14577,WBGene00040979,Cbr-srj-9
V.g14578,WBGene00088353,CBG26939
V.g14579,WBGene00040980,CBG22421
V.g14580,WBGene00040981,Cbr-sdz-34.4
V.g14581,WBGene00040982,CBG22423
V.g14582,WBGene00040983,CBG22424
V.g14590,WBGene00040996,CBG22438
V.g14591,WBGene00040997,CBG22440
V.g14593,WBGene00040999,CBG22442
V.g14598,WBGene00041004,CBG22447
V.g14600,WBGene00036748,CBG16962
V.g14602,WBGene00036750,CBG16964
V.g14603,WBGene00036750,CBG16964
V.g14620,WBGene00036765,CBG16982
V.g14621,WBGene00036766,CBG16983
V.g14626,WBGene00036775,CBG16995
V.g14627,WBGene00036776,CBG16996
V.g14628,WBGene00036777,CBG16997
V.g14632,WBGene00036783,CBG17003
V.g14636,WBGene00036788,Cbr-cyp-33A1
V.g14639,WBGene00036789,CBG17011
V.g14646,WBGene00271230,CBG30500
V.g14649,WBGene00270703,CBG30649
V.g14650,WBGene00036796,CBG17019
V.g14652,WBGene00036798,CBG17021
V.g14654,WBGene00036798,CBG17021
V.g14655,WBGene00036797,CBG17020
V.g14656,WBGene00036799,CBG17023
V.g14659,WBGene00036802,Cbr-folt-3
V.g14665,WBGene00031899,CBG10522
V.g14672,WBGene00031886,CBG10509
V.g14680,WBGene00031878,Cbr-nhr-237
V.g14681,WBGene00031878,Cbr-nhr-237
V.g14682,.
V.g14685,WBGene00031874,CBG10495
V.g14690,WBGene00031867,CBG10487
V.g14691,WBGene00031866,CBG10486
V.g14697,WBGene00031863,CBG10481
V.g14698,WBGene00088372,CBG26958
V.g14700,WBGene00031862,CBG10478
V.g14701,WBGene00031861,Cbr-btb-9
V.g14702,WBGene00031860,CBG10476
V.g14704,WBGene00031858,CBG10474
V.g14707,WBGene00031858,CBG10474
V.g14708,WBGene00031855,CBG10471
V.g14710,WBGene00031852,CBG10468
V.g14714,WBGene00031848,CBG10464
V.g14715,WBGene00031847,CBG10463
V.g14716,WBGene00031846,Cbr-nhr-156
V.g14718,WBGene00031843,Cbr-ugt-28
V.g14719,WBGene00088369,CBG26955
V.g14722,WBGene00271232,CBG30502
V.g14723,WBGene00031840,CBG10453
V.g14724,WBGene00031839,CBG10452
V.g14726,WBGene00031838,CBG10451
V.g14727,WBGene00031837,Cbr-srw-108
V.g14728,WBGene00031836,Cbr-lipl-3
V.g14730,WBGene00031834,Cbr-nhr-225
V.g14733,WBGene00031830,CBG10443
V.g14735,WBGene00031828,CBG10440
V.g14737,WBGene00271235,CBG30505
V.g14739,WBGene00031825,CBG10437
V.g14740,WBGene00270733,CBG30679
V.g14744,WBGene00031821,CBG10433
V.g14766,WBGene00031800,Cbr-gstk-1
V.g14767,WBGene00031799,Cbr-fpn-1.3
V.g14771,WBGene00031795,CBG10404
V.g14781,WBGene00031784,CBG10391
V.g14783,WBGene00271237,CBG30507
V.g14787,.
V.g14788,WBGene00031753,CBG10350
V.g14794,WBGene00031758,CBG10356
V.g14795,WBGene00031760,CBG10358
V.g14798,WBGene00088356,CBG26942
V.g14799,WBGene00031762,CBG10360
V.g14802,WBGene00031765,CBG10363
V.g14804,WBGene00031766,Cbr-nhr-181
V.g14811,WBGene00088409,Cbr-lgc-29
V.g14812,WBGene00024688,CBG01448
V.g14813,WBGene00088408,CBG26994
V.g14814,WBGene00024687,CBG01446
V.g14815,WBGene00024684,CBG01443
V.g14816,WBGene00024683,CBG01442
V.g14818,WBGene00024679,CBG01438
V.g14820,WBGene00024679,CBG01438
V.g14823,WBGene00024676,CBG01435
V.g14827,WBGene00024672,Cbr-nlp-9
V.g14828,.
V.g14829,WBGene00024670,Cbr-nlp-13
V.g14832,WBGene00024668,CBG01425
V.g14834,WBGene00024667,Cbr-srt-12
V.g14837,WBGene00024666,Cbr-srt-13
V.g14839,WBGene00024663,Cbr-srt-11
V.g14840,WBGene00024662,CBG01418
V.g14842,WBGene00024658,CBG01414
V.g14844,WBGene00024657,CBG01413
V.g14848,WBGene00024652,CBG01406
V.g14849,WBGene00024651,CBG01405
V.g14850,WBGene00024650,CBG01404
V.g14851,WBGene00024648,CBG01402
V.g14857,WBGene00024642,Cbr-nhr-16
V.g14859,WBGene00024640,CBG01393
V.g14866,WBGene00024632,CBG01385
V.g14868,WBGene00024629,Cbr-dmd-8
V.g14869,WBGene00024628,Cbr-hrde-1
V.g14870,WBGene00024627,Cbr-atg-9
V.g14871,WBGene00024626,CBG01378
V.g14872,WBGene00024625,CBG01377
V.g14875,WBGene00024623,CBG01375
V.g14876,WBGene00024622,CBG01374
V.g14878,WBGene00024620,CBG01371
V.g14879,WBGene00024619,Cbr-lipl-5
V.g14880,WBGene00024618,CBG01367
V.g14882,WBGene00024617,CBG01365
V.g14886,WBGene00024613,CBG01360
V.g14887,WBGene00024612,Cbr-nhr-99
V.g14888,WBGene00024610,CBG01357
V.g14889,WBGene00024609,CBG01356
V.g14890,WBGene00024608,CBG01355
V.g14891,WBGene00024606,Cbr-nhr-55
V.g14892,WBGene00024605,CBG01352
V.g14893,WBGene00024604,CBG01351
V.g14897,WBGene00045335,CBG25140
V.g14902,WBGene00024592,CBG01338
V.g14903,WBGene00024591,CBG01337
V.g14904,WBGene00270710,CBG30656
V.g14905,WBGene00024590,CBG01336
V.g14907,WBGene00024587,CBG01332
V.g14909,WBGene00024585,CBG01330
V.g14911,WBGene00024584,CBG01328
V.g14915,WBGene00024582,CBG01325
V.g14920,WBGene00024578,CBG01321
V.g14923,WBGene00024576,CBG01318
V.g14924,WBGene00024575,CBG01317
V.g14927,WBGene00024572,Cbr-rpl-11.1
V.g14931,WBGene00024569,CBG01310
V.g14932,WBGene00024567,CBG01308
V.g14933,WBGene00024566,CBG01307
V.g14934,WBGene00024565,Cbr-clec-218
V.g14935,WBGene00024564,CBG01305
V.g14936,WBGene00024563,CBG01304
V.g14939,WBGene00024558,Cbr-grl-27.1
V.g14940,WBGene00088394,CBG26980
V.g14944,.
V.g14947,WBGene00024548,CBG01288
V.g14948,WBGene00024547,CBG01287
V.g14951,WBGene00024544,Cbr-srx-68
V.g14953,WBGene00024541,Cbr-srx-66
V.g14954,WBGene00024540,CBG01278
V.g14956,WBGene00024537,Cbr-nlp-27
V.g14959,WBGene00024534,Cbr-cyp-34A10
V.g14963,WBGene00024530,Cbr-cyp-34A4
V.g14964,WBGene00024529,CBG01267
V.g14965,WBGene00024528,CBG01266
V.g14966,WBGene00024527,Cbr-abt-4
V.g14968,WBGene00024524,CBG01262
V.g14971,WBGene00024522,Cbr-nhr-13
V.g14972,WBGene00024521,Cbr-cyp-32B1
V.g14976,WBGene00024518,CBG01254
V.g14978,WBGene00024515,CBG01251
V.g14979,WBGene00024514,Cbr-nhr-184
V.g14981,WBGene00024512,CBG01248
V.g14982,WBGene00024511,CBG01247
V.g14984,WBGene00024510,Cbr-nhr-190.1
V.g14987,WBGene00024507,Cbr-nhr-190.2
V.g14988,WBGene00024506,CBG01242
V.g14989,WBGene00270742,CBG30688
V.g14990,WBGene00024505,CBG01241
V.g14991,WBGene00024504,Cbr-nhr-134
V.g14996,WBGene00024501,CBG01236
V.g14997,WBGene00024500,Cbr-nhr-182
V.g14998,WBGene00024499,CBG01234
V.g14999,WBGene00024498,Cbr-nhr-275
V.g15000,WBGene00024497,CBG01232
V.g15001,WBGene00024496,CBG01231
V.g15002,WBGene00024495,Cbr-fbxa-137
V.g15003,WBGene00270723,CBG30669
V.g15005,WBGene00303278,CBG31337
V.g15007,WBGene00304770,CBG31537
V.g15008,WBGene00088388,CBG26974
V.g15009,WBGene00024491,CBG01225
V.g15014,WBGene00024486,CBG01220
V.g15015,WBGene00024485,CBG01219
V.g15016,WBGene00024484,CBG01218
V.g15019,WBGene00024481,CBG01215
V.g15021,WBGene00024477,Cbr-ugt-1
V.g15024,WBGene00024475,CBG01208
V.g15030,WBGene00024467,Cbr-nhr-185
V.g15031,WBGene00024466,Cbr-nhr-186
V.g15036,WBGene00024461,CBG01193
V.g15038,WBGene00304767,CBG31534
V.g15050,WBGene00024449,CBG01179
V.g15051,WBGene00271419,CBG30855
V.g15052,WBGene00024448,CBG01178
V.g15057,WBGene00024439,CBG01167
V.g15062,WBGene00024433,Cbr-folt-2
V.g15064,WBGene00024432,CBG01159
V.g15065,WBGene00024430,CBG01156
V.g15066,WBGene00024429,Cbr-srj-33
V.g15069,WBGene00024427,CBG01152
V.g15070,WBGene00024426,CBG01151
V.g15073,WBGene00024421,CBG01146
V.g15074,WBGene00024420,CBG01145
V.g15075,WBGene00024418,CBG01143
V.g15077,WBGene00303274,CBG31333
V.g15079,WBGene00024414,Cbr-irld-22
V.g15081,WBGene00024411,CBG01136
V.g15087,.
V.g15094,WBGene00024402,Cbr-srd-60
V.g15095,WBGene00024401,CBG01124
V.g15097,WBGene00024399,CBG01121
V.g15098,WBGene00024398,CBG01120
V.g15103,WBGene00024394,Cbr-mct-1
V.g15108,WBGene00024389,CBG01110
V.g15111,WBGene00024388,CBG01108
V.g15112,WBGene00024385,CBG01105
V.g15113,WBGene00024384,CBG01104
V.g15114,WBGene00024383,Cbr-cpr-5
V.g15116,WBGene00024380,Cbr-cutl-22
V.g15117,WBGene00024379,Cbr-cmd-1
V.g15118,WBGene00024377,CBG01095
V.g15119,WBGene00024376,Cbr-ptr-16
V.g15121,WBGene00024373,CBG01090
V.g15125,WBGene00271416,CBG30852
V.g15128,WBGene00024366,Cbr-madd-2
V.g15129,WBGene00024363,CBG01078
V.g15130,WBGene00024362,Cbr-rab-1
V.g15131,WBGene00024361,CBG01076
V.g15135,WBGene00024358,Cbr-npr-5
V.g15136,WBGene00024357,Cbr-phf-10
V.g15137,WBGene00033110,CBG12107
V.g15138,WBGene00033111,Cbr-lgc-26
V.g15139,WBGene00088410,Cbr-nhr-204
V.g15141,WBGene00033113,CBG12113
V.g15142,WBGene00033114,Cbr-str-122
V.g15145,WBGene00033119,Cbr-srg-58
V.g15146,WBGene00033120,CBG12121
V.g15148,WBGene00033122,CBG12123
V.g15149,WBGene00033123,CBG12124
V.g15151,WBGene00033125,CBG12126
V.g15152,WBGene00033127,Cbr-dhs-14.2
V.g15153,WBGene00033128,Cbr-dhs-14.1
V.g15154,WBGene00088412,CBG26998
V.g15155,WBGene00088413,CBG26999
V.g15156,WBGene00033130,Cbr-acs-3
V.g15157,WBGene00033131,CBG12134
V.g15159,WBGene00033135,CBG12138
V.g15160,WBGene00033136,Cbr-tnt-4
V.g15161,WBGene00033138,CBG12141
V.g15162,WBGene00033139,CBG12142
V.g15164,WBGene00271242,CBG30512
V.g15170,WBGene00033146,Cbr-nhr-86
V.g15172,WBGene00033147,Cbr-lbp-9
V.g15176,WBGene00033150,CBG12157
V.g15178,WBGene00033154,CBG12162
V.g15180,WBGene00033156,CBG12164
V.g15181,WBGene00033157,CBG12165
V.g15182,WBGene00033158,CBG12166
V.g15184,WBGene00033159,CBG12167
V.g15185,WBGene00033160,CBG12168
V.g15186,WBGene00033162,CBG12171
V.g15203,WBGene00088268,CBG26854
V.g15210,WBGene00037383,CBG17869
V.g15215,WBGene00037386,Cbr-ldp-1
V.g15216,WBGene00037387,CBG17874
V.g15221,WBGene00037395,Cbr-sqv-6
V.g15224,WBGene00037397,Cbr-unc-34
V.g15230,WBGene00037403,Cbr-flp-34
V.g15231,WBGene00037404,CBG17892
V.g15232,WBGene00037405,Cbr-trm-2A
V.g15233,WBGene00037406,Cbr-nas-32
V.g15234,WBGene00037407,CBG17895
V.g15237,WBGene00037409,CBG17897
V.g15243,WBGene00270651,CBG30597
V.g15245,WBGene00037415,CBG17904
V.g15246,WBGene00037417,Cbr-nhr-210
V.g15247,WBGene00270652,CBG30598
V.g15248,WBGene00037419,Cbr-nhr-250
V.g15249,WBGene00037421,CBG17911
V.g15250,WBGene00037422,CBG17912
V.g15253,WBGene00037425,Cbr-ugt-26.2
V.g15256,WBGene00088799,CBG27385
V.g15257,WBGene00037428,CBG17918
V.g15258,WBGene00037429,CBG17919
V.g15260,WBGene00037430,CBG17920
V.g15264,WBGene00037433,CBG17927
V.g15266,WBGene00037436,Cbr-srj-22
V.g15267,WBGene00037438,Cbr-srj-37
V.g15275,WBGene00028580,Cbr-srx-22
V.g15276,WBGene00028581,Cbr-irld-3
V.g15278,WBGene00028582,CBG06280
V.g15279,WBGene00028583,CBG06281
V.g15280,WBGene00028584,CBG06282
V.g15281,WBGene00088752,CBG27338
V.g15282,WBGene00028585,Cbr-irg-1
V.g15283,WBGene00028586,Cbr-ugt-64
V.g15284,WBGene00028587,CBG06286
V.g15287,WBGene00028590,CBG06289
V.g15288,WBGene00028591,CBG06291
V.g15289,WBGene00028592,CBG06292
V.g15292,WBGene00028598,CBG06300
V.g15293,WBGene00028600,CBG06302
V.g15303,WBGene00028618,CBG06323
V.g15304,WBGene00028619,CBG06324
V.g15305,WBGene00028620,CBG06325
V.g15307,WBGene00028622,CBG06327
V.g15308,WBGene00028623,CBG06328
V.g15309,.
V.g15310,WBGene00028624,CBG06329
V.g15312,WBGene00028627,Cbr-srp-2
V.g15313,WBGene00028628,Cbr-srp-1
V.g15314,WBGene00028629,Cbr-sri-4
V.g15315,WBGene00028630,Cbr-icl-1
V.g15316,WBGene00028632,Cbr-cyp-33C11
V.g15319,WBGene00028637,CBG06342
V.g15320,WBGene00028638,CBG06343
V.g15324,WBGene00028642,Cbr-srp-3
V.g15325,WBGene00271443,CBG30877
V.g15326,WBGene00028643,CBG06349
V.g15327,WBGene00028644,Cbr-aptf-2.1
V.g15328,WBGene00028645,CBG06351
V.g15330,WBGene00028647,CBG06353
V.g15332,WBGene00028650,CBG06356
V.g15333,WBGene00028651,CBG06357
V.g15339,WBGene00270638,CBG30584
V.g15344,WBGene00028659,CBG06367
V.g15345,WBGene00028660,CBG06368
V.g15346,WBGene00028661,CBG06369
V.g15348,WBGene00028663,Cbr-egl-8
V.g15350,WBGene00028665,CBG06376
V.g15351,WBGene00028666,CBG06377
V.g15353,WBGene00028668,CBG06379
V.g15354,WBGene00028667,Cbr-nhr-212
V.g15357,WBGene00028671,CBG06383
V.g15359,WBGene00028673,Cbr-nhr-131.1
V.g15360,WBGene00088764,CBG27350
V.g15361,WBGene00028674,Cbr-nhr-130
V.g15367,WBGene00028684,CBG06401
V.g15368,WBGene00303338,CBG31397
V.g15369,WBGene00028685,CBG06402
V.g15370,WBGene00028686,CBG06403
V.g15371,WBGene00028687,CBG06404
V.g15374,WBGene00028690,CBG06409
V.g15377,WBGene00028693,CBG06414
V.g15378,WBGene00028696,CBG06417
V.g15379,WBGene00028697,Cbr-ges-1
V.g15380,WBGene00028698,CBG06419
V.g15382,WBGene00028699,Cbr-snt-5
V.g15383,WBGene00028701,CBG06423
V.g15386,WBGene00028703,Cbr-snt-3
V.g15389,WBGene00028706,CBG06429
V.g15391,WBGene00028707,Cbr-lec-12
V.g15392,WBGene00270663,CBG30609
V.g15396,WBGene00028709,Cbr-cul-3
V.g15397,WBGene00028710,Cbr-cfap-36
V.g15400,WBGene00028710,Cbr-cfap-36
V.g15402,WBGene00028714,Cbr-daam-1
V.g15403,WBGene00028716,Cbr-rps-27
V.g15404,WBGene00028717,CBG06447
V.g15408,WBGene00028724,CBG06454
V.g15409,WBGene00028725,CBG06455
V.g15410,WBGene00088769,CBG27355
V.g15412,WBGene00028727,Cbr-zmp-3
V.g15415,WBGene00028728,CBG06460
V.g15416,WBGene00028730,Cbr-str-46
V.g15418,WBGene00028733,Cbr-srw-4
V.g15419,WBGene00028734,Cbr-srw-3
V.g15420,WBGene00028736,Cbr-ifc-1
V.g15423,WBGene00028738,CBG06470
V.g15428,WBGene00028748,Cbr-irld-11
V.g15430,WBGene00028755,CBG06488
V.g15437,WBGene00028765,Cbr-nhr-159
V.g15438,WBGene00028767,Cbr-nhr-187
V.g15440,WBGene00028771,CBG06506
V.g15442,WBGene00271506,CBG30903
V.g15453,WBGene00028794,CBG06532
V.g15454,WBGene00028799,CBG06537
V.g15465,WBGene00028811,CBG06551
V.g15467,WBGene00028816,CBG06556
V.g15470,WBGene00045470,Cbr-cnc-4
V.g15471,WBGene00028821,Cbr-cnc-3
