"sex","species_AS","species_parents","logFC_F1_cis","logFC_parents","trans_effects","p.value","genes","type","chromosome"
"male","no DE","no DE",0.0200058662598226,-0.0909154866952144,"non sig",0.670819324737682,"I.g2520.t1__Cnig_chr_I.g1985.t1","conserved","I"
"male","no DE","no DE",0.0995631258381762,-0.234380961556676,"non sig",0.0939692497940431,"I.g2521.t1__Cnig_chr_I.g1984.t1","conserved","I"
"male","no DE","no DE",0.0638001450710818,-0.0110569256376092,"non sig",0.895617852992251,"I.g2523.t1__Cnig_chr_I.g1983.t1","conserved","I"
"male","no DE","no DE",0.0502146728113331,0.0692145961599811,"non sig",0.937354986479313,"I.g2525.t3__Cnig_chr_I.g1980.t1","conserved","I"
"male","no DE","Cbr",0.0514485173719723,-1.02319061767782,"sig",0.0311638371495,"I.g2526.t1__Cnig_chr_I.g2100.t1","trans only","I"
"male","Cni","no DE",0.689086428463134,0.076629650364312,"sig",0.018741661506172,"I.g2528.t1__Cnig_chr_I.g2101.t1","cis-trans (compensatory)","I"
"male","no DE","Cni",0.133849224396947,1.39738547185498,"non sig",0.0545949009246462,"I.g2529.t1__Cnig_chr_I.g2102.t1","ambiguous","I"
"male","no DE","no DE",0.0490488754353776,-0.222157123015409,"non sig",0.2168253784214,"I.g2530.t1__Cnig_chr_I.g2103.t1","conserved","I"
"male","no DE","no DE",0.028795405221071,0.253826217204914,"non sig",0.290147959107435,"I.g2533.t3__Cnig_chr_I.g2104.t4","conserved","I"
"male","no DE","no DE",0.0357597031374357,-0.419546962617649,"non sig",0.238081129649145,"I.g2534.t1__Cnig_chr_I.g2105.t1","conserved","I"
"male","Cni","Cni",0.399503415653119,0.986357165919208,"sig",0.0018814285932165,"I.g2535.t1__Cnig_chr_I.g2106.t1","cis-trans (enhancing)","I"
"male","no DE","Cbr",0.0266613595535989,-2.41207565461346,"non sig",0.0855497955081203,"I.g2536.t1__Cnig_chr_I.g2107.t1","ambiguous","I"
"male","no DE","Cbr",0.0163957527219717,-0.495387618506246,"non sig",0.0510677647888231,"I.g2537.t1__Cnig_chr_I.g2108.t3","ambiguous","I"
"male","no DE","no DE",0.0861963208487144,-0.241410945995731,"sig",0.038730367664282,"I.g2538.t1__Cnig_chr_I.g2109.t1","ambiguous","I"
"male","no DE","no DE",0.0125691226470729,0.107617885863805,"non sig",0.61011546573663,"I.g2539.t1__Cnig_chr_I.g2110.t1","conserved","I"
"male","no DE","no DE",0.0970989050609168,0.0983424187761185,"non sig",0.993423121725721,"I.g2540.t1__Cnig_chr_I.g2111.t3","conserved","I"
"male","no DE","no DE",0.0201474330629257,-0.101294125838503,"non sig",0.782913609967876,"I.g2541.t2__Cnig_chr_I.g2112.t1","conserved","I"
"male","no DE","Cbr",0.0477096420769781,-1.67548768929961,"non sig",0.106633119201954,"I.g2543.t1__Cnig_chr_I.g2113.t1","ambiguous","I"
"male","no DE","Cbr",0.0363881429857128,-1.02165927329573,"sig",0.0393092689156709,"I.g2544.t1__Cnig_chr_I.g2114.t1","trans only","I"
"male","no DE","Cbr",-0.018619212599899,-1.60987561360561,"sig",0.00234999850233733,"I.g2545.t1__Cnig_chr_I.g2118.t1","trans only","I"
"male","no DE","no DE",0.0240213331037716,0.545118067559646,"non sig",0.60783981488519,"I.g2546.t1__Cnig_chr_I.g2119.t1","conserved","I"
"male","no DE","no DE",0.01611887313331,0.459639355627158,"non sig",0.344738747098208,"I.g2547.t2__Cnig_chr_I.g2120.t2","conserved","I"
"male","no DE","no DE",-0.0132782655975028,-0.368517730237829,"non sig",0.162042380663085,"I.g2549.t2__Cnig_chr_I.g2123.t2","conserved","I"
"male","no DE","no DE",0.0275332198028501,-0.471433598125023,"non sig",0.576846880123292,"I.g2550.t1__Cnig_chr_I.g2126.t1","conserved","I"
"male","no DE","Cni",0.417944553827824,0.900304278560166,"non sig",0.120676908576889,"I.g2551.t1__Cnig_chr_I.g2127.t2","ambiguous","I"
"male","no DE","no DE",0.0469511680892158,0.367700410894136,"non sig",0.488285944498005,"I.g2552.t2__Cnig_chr_I.g2128.t1","conserved","I"
"male","no DE","no DE",0.0257144141681289,-0.369671979310652,"sig",0.0251234149190369,"I.g2553.t1__Cnig_chr_I.g2129.t1","ambiguous","I"
"male","no DE","no DE",0.0176319524975315,-0.061934846067317,"non sig",0.812683710862905,"I.g2554.t1__Cnig_chr_I.g2130.t1","conserved","I"
"male","no DE","Cbr",-0.00958384080790737,-1.26070901501168,"non sig",0.108170647763764,"I.g2555.t1__Cnig_chr_I.g2131.t1","ambiguous","I"
"male","no DE","no DE",-0.034629539177472,-0.443759641690262,"non sig",0.173717189066388,"I.g2556.t1__Cnig_chr_I.g2132.t2","conserved","I"
"male","no DE","Cbr",0.026004632685058,-1.15356260388519,"sig",0.0373240620096491,"I.g2558.t1__Cnig_chr_I.g2133.t1","trans only","I"
"male","no DE","Cbr",0.0185826726538152,-1.15382932011847,"sig",2.63593776915909e-05,"I.g2559.t1__Cnig_chr_I.g2134.t1","trans only","I"
"male","no DE","no DE",0.0379162910841417,-0.400783364528128,"non sig",0.105562724467324,"I.g2560.t1__Cnig_chr_I.g2135.t1","conserved","I"
"male","Cbr","Cbr",-1.34544387115318,-1.78360428488106,"non sig",0.35668235771777,"I.g2561.t2__Cnig_chr_I.g2136.t3","cis only","I"
"male","no DE","no DE",0.0245061521178481,0.33328769374477,"non sig",0.104153293442392,"I.g2562.t2__Cnig_chr_I.g2138.t2","conserved","I"
"male","no DE","Cbr",0.0248804224650255,-0.782745625123286,"sig",0.000514477201505052,"I.g2563.t1__Cnig_chr_I.g2139.t1","trans only","I"
"male","no DE","no DE",0.0236672897031108,0.684898984493234,"non sig",0.101532705698591,"I.g2564.t3__Cnig_chr_I.g2140.t2","conserved","I"
"male","no DE","Cbr",0.0301274929446677,-0.529774687223468,"sig",0.0366772888945297,"I.g2565.t1__Cnig_chr_I.g2141.t2","trans only","I"
"male","no DE","no DE",0.0157000564123526,-0.540315113751628,"non sig",0.291886931630887,"I.g2567.t1__Cnig_chr_I.g2143.t1","conserved","I"
"male","no DE","Cbr",0.0137860901074423,-0.481287567402482,"sig",0.0108968719229218,"I.g2568.t1__Cnig_chr_I.g2144.t1","trans only","I"
"male","no DE","Cni",0.110545707404469,2.85273127310917,"non sig",0.0889935862717109,"I.g2569.t1__Cnig_chr_I.g2145.t1","ambiguous","I"
"male","no DE","no DE",0.0399370927607466,-0.0261531885330023,"non sig",0.90982609366007,"I.g2572.t1__Cnig_chr_I.g2147.t1","conserved","I"
"male","no DE","no DE",-0.0675897701240582,0.41915322245186,"non sig",0.370717926984865,"I.g2573.t1__Cnig_chr_I.g2148.t1","conserved","I"
"male","no DE","no DE",0.0179465596057423,-0.113484126267867,"non sig",0.395702061354647,"I.g2574.t1__Cnig_chr_I.g2149.t1","conserved","I"
"male","no DE","no DE",0.0247605930104418,-0.120971222580206,"non sig",0.493534010137042,"I.g2575.t1__Cnig_chr_I.g2150.t1","conserved","I"
"male","no DE","no DE",-0.278239778776732,-0.155316083152791,"non sig",0.627016918435408,"I.g2576.t1__Cnig_chr_I.g2151.t2","conserved","I"
"male","no DE","Cbr",-0.211084376575011,-0.762028030662843,"non sig",0.143213375640129,"I.g2577.t1__Cnig_chr_I.g2152.t1","ambiguous","I"
"male","no DE","no DE",-0.0618166065861181,0.0462398552461354,"non sig",0.838460810391631,"I.g2578.t1__Cnig_chr_I.g2153.t1","conserved","I"
"male","no DE","Cni",0.0256320029479051,1.38905297862445,"sig",0.0403971618807657,"I.g2581.t2__Cnig_chr_I.g2156.t1","trans only","I"
"male","no DE","no DE",0.0258148684602934,0.0406556890886223,"non sig",0.964062309021422,"I.g2582.t1__Cnig_chr_I.g2157.t1","conserved","I"
"male","no DE","Cni",0.651336078687078,1.4913858398562,"non sig",0.0853238904685384,"I.g2583.t1__Cnig_chr_I.g2158.t2","ambiguous","I"
"male","Cni","no DE",0.437493190333607,0.0412485373561264,"sig",0.0212527146176701,"I.g2585.t2__Cnig_chr_I.g2160.t1","cis-trans (compensatory)","I"
"male","no DE","no DE",0.0169583976855425,-0.422830618001139,"non sig",0.429916253299594,"I.g2586.t1__Cnig_chr_I.g2162.t1","conserved","I"
"male","no DE","no DE",0.0960122490334437,0.162059286184671,"non sig",0.891426120514535,"I.g2587.t1__Cnig_chr_I.g2163.t1","conserved","I"
"male","no DE","no DE",0.0264865794341397,0.0512347628922686,"non sig",0.961840108646049,"I.g2588.t1__Cnig_chr_I.g2164.t3","conserved","I"
"male","no DE","Cbr",-0.741316525095194,-4.07824799278506,"sig",0.000363946907526174,"I.g2589.t1__Cnig_chr_I.g2166.t1","trans only","I"
"male","Cni","Cbr",0.953447198792067,-0.882978365268532,"sig",0.00199426492232408,"I.g2590.t1__Cnig_chr_I.g2168.t1","cis-trans (compensatory)","I"
"male","no DE","no DE",0.174276701920253,-0.534747396542973,"non sig",0.149244264388914,"I.g2591.t2__Cnig_chr_I.g2170.t1","conserved","I"
"male","no DE","no DE",0.000224999930726276,-0.30759614555958,"non sig",0.529744621903928,"I.g2592.t1__Cnig_chr_I.g2171.t2","conserved","I"
"male","no DE","no DE",-0.0375618612983645,0.467530941422636,"non sig",0.102361571287349,"I.g2594.t2__Cnig_chr_I.g2173.t1","conserved","I"
"male","Cni","Cni",0.452382324884397,0.638049704373714,"non sig",0.375456294389353,"I.g2595.t1__Cnig_chr_I.g2174.t3","cis only","I"
"male","no DE","Cbr",-0.0960464372310911,-1.37518764219352,"sig",0.000648182620982707,"I.g2596.t1__Cnig_chr_I.g2175.t2","trans only","I"
"male","no DE","no DE",0.0228471769433005,0.314059794370972,"non sig",0.604992566253566,"I.g2597.t2__Cnig_chr_I.g2176.t1","conserved","I"
"male","no DE","Cbr",0.0119057952444337,-0.613244056667413,"sig",0.0163198613462002,"I.g2598.t1__Cnig_chr_I.g2177.t1","trans only","I"
"male","no DE","no DE",-0.25143989219477,0.205318287937363,"non sig",0.0930364173238623,"I.g2599.t1__Cnig_chr_I.g2179.t1","conserved","I"
"male","no DE","no DE",0.0267589579530358,-1.23174313536032,"non sig",0.196313949592853,"I.g2600.t1__Cnig_chr_I.g2180.t1","conserved","I"
"male","no DE","no DE",0.152250100883223,0.0511866301178146,"non sig",0.837335384866982,"I.g2601.t3__Cnig_chr_I.g2181.t2","conserved","I"
"male","no DE","no DE",0.0617286936923507,-0.780885793753473,"non sig",0.212488188802255,"I.g2602.t1__Cnig_chr_I.g2183.t1","conserved","I"
"male","no DE","no DE",-0.139339214868127,-0.0333759024894714,"non sig",0.873620573926388,"I.g2603.t3__Cnig_chr_I.g2184.t1","conserved","I"
"male","no DE","no DE",0.018612658786614,0.0657908718144388,"non sig",0.940238642755323,"I.g2606.t1__Cnig_chr_I.g2191.t1","conserved","I"
"male","no DE","no DE",0.0233634401292575,-0.20673614766007,"non sig",0.746192873024603,"I.g2608.t2__Cnig_chr_I.g2193.t1","conserved","I"
"male","no DE","no DE",0.0261623607364699,0.146937124457777,"non sig",0.865638482004309,"I.g2609.t1__Cnig_chr_I.g2194.t1","conserved","I"
"male","no DE","no DE",0.0262404435429926,-0.0187431441147435,"non sig",0.86138264731,"I.g2610.t1__Cnig_chr_I.g2195.t1","conserved","I"
"male","no DE","no DE",0.0512908319254579,-0.224647163329183,"non sig",0.628192836307687,"I.g2611.t1__Cnig_chr_I.g2196.t1","conserved","I"
"male","no DE","no DE",-0.175236236502573,-0.0707259527593503,"non sig",0.744865646942071,"I.g2612.t1__Cnig_chr_I.g2199.t1","conserved","I"
"male","no DE","no DE",0.0469014240555584,-0.143044009090733,"non sig",0.756110146903873,"I.g2613.t1__Cnig_chr_I.g2200.t1","conserved","I"
"male","Cni","Cni",0.588962116742555,0.855462241209951,"non sig",0.531990823191335,"I.g2614.t1__Cnig_chr_I.g2201.t1","cis only","I"
"male","no DE","no DE",0.0219257950673891,-0.347286940603254,"non sig",0.133762676982185,"I.g2616.t1__Cnig_chr_I.g2202.t1","conserved","I"
"male","no DE","no DE",0.0138709622277793,0.503466236187789,"non sig",0.496746951335706,"I.g2617.t1__Cnig_chr_I.g2203.t2","conserved","I"
"male","no DE","Cni",0.00928224348095388,0.930286299579488,"sig",0.0167300644876993,"I.g2618.t1__Cnig_chr_I.g2204.t1","trans only","I"
"male","no DE","Cni",-0.0737589907602394,2.52180113378101,"sig",0.00253531270120351,"I.g2619.t1__Cnig_chr_I.g2205.t1","trans only","I"
"male","no DE","Cni",0.0355763189904806,2.04850809225541,"sig",6.35267437870153e-05,"I.g2620.t1__Cnig_chr_I.g2206.t1","trans only","I"
"male","no DE","no DE",-0.535491797928107,-0.192162153290369,"non sig",0.458397014950536,"I.g2621.t1__Cnig_chr_I.g2207.t2","conserved","I"
"male","no DE","no DE",0.0345979962829749,-0.153041967730041,"non sig",0.633961564199748,"I.g2622.t2__Cnig_chr_I.g2208.t2","conserved","I"
"male","no DE","no DE",0.0421708623881085,0.133609065919,"non sig",0.927120438414148,"I.g2623.t1__Cnig_chr_I.g2209.t1","conserved","I"
"male","no DE","no DE",0.0614202340433002,-0.318026936122361,"non sig",0.520612896569785,"I.g2624.t1__Cnig_chr_I.g2210.t1","conserved","I"
"male","no DE","no DE",0.0575444023415786,0.39481692443348,"non sig",0.479564149533567,"I.g2626.t3__Cnig_chr_I.g2212.t1","conserved","I"
"male","no DE","no DE",0.0231579879865091,0.402524180868593,"non sig",0.665126284186228,"I.g2627.t1__Cnig_chr_I.g2213.t3","conserved","I"
"male","no DE","no DE",0.0723114269767472,0.440971963328126,"non sig",0.616554264069979,"I.g2628.t2__Cnig_chr_I.g2214.t1","conserved","I"
"male","no DE","no DE",0.00593518954917228,-0.598882989785887,"non sig",0.163596618586136,"I.g2629.t1__Cnig_chr_I.g2215.t1","conserved","I"
"male","no DE","no DE",0.0132008457093394,0.136330916532204,"non sig",0.521900547652633,"I.g2630.t1__Cnig_chr_I.g2216.t1","conserved","I"
"male","no DE","Cbr",-0.0761428285512763,-1.47530792703278,"sig",0.0132334361713954,"I.g2631.t1__Cnig_chr_I.g2217.t1","trans only","I"
"male","Cni","Cni",0.61521144002459,0.849106444374004,"non sig",0.536499965553666,"I.g2632.t1__Cnig_chr_I.g2218.t2","cis only","I"
"male","no DE","Cni",0.334855185959581,3.61339602720089,"sig",0.00200597184910381,"I.g2634.t2__Cnig_chr_I.g2219.t1","trans only","I"
"male","no DE","Cni",0.500692016962073,5.62866910557332,"sig",0.00238014969234239,"I.g2635.t1__Cnig_chr_I.g2220.t1","trans only","I"
"male","no DE","no DE",0.149242623649755,-0.156841168806194,"non sig",0.490032176668612,"I.g2637.t1__Cnig_chr_I.g2222.t1","conserved","I"
"male","no DE","no DE",0.0514932315772852,-0.387547274588262,"sig",0.0177262298093526,"I.g2638.t1__Cnig_chr_I.g2223.t1","ambiguous","I"
"male","no DE","no DE",-0.00240117959782293,0.230829552365859,"non sig",0.244149428580935,"I.g2639.t2__Cnig_chr_I.g2224.t1","conserved","I"
"male","no DE","Cni",0.474370725581994,1.78902953936841,"non sig",0.242700322274382,"I.g2640.t1__Cnig_chr_I.g2225.t2","ambiguous","I"
"male","no DE","no DE",0.00710279877919283,0.327365349710368,"non sig",0.240173286305465,"I.g2641.t3__Cnig_chr_I.g2226.t1","conserved","I"
"male","no DE","no DE",-0.0586560184071297,-0.168821128182617,"non sig",0.749106063875225,"I.g2642.t2__Cnig_chr_I.g2227.t1","conserved","I"
"male","no DE","no DE",0.00450598816832924,0.381528265862463,"non sig",0.449349092568808,"I.g2643.t1__Cnig_chr_I.g2228.t1","conserved","I"
"male","no DE","Cbr",0.0186729232723163,-0.672179049749178,"sig",0.0132539109537102,"I.g2644.t1__Cnig_chr_I.g2229.t1","trans only","I"
"male","no DE","Cni",-0.0196553384365185,0.667279521360986,"sig",0.0261622197667427,"I.g2645.t1__Cnig_chr_I.g2230.t1","trans only","I"
"male","no DE","Cbr",0.0015401905263509,-1.1291849962689,"sig",0.00451293557276039,"I.g2646.t1__Cnig_chr_I.g2231.t1","trans only","I"
"male","no DE","Cbr",0.0227072134448235,-0.56309818770323,"non sig",0.245645888469273,"I.g2647.t2__Cnig_chr_I.g2232.t1","ambiguous","I"
"male","no DE","no DE",0.0113503708989961,-0.120085603219377,"non sig",0.576996143785962,"I.g2648.t1__Cnig_chr_I.g2233.t2","conserved","I"
"male","no DE","no DE",0.360491543275747,0.667274124213164,"non sig",0.589174413680591,"I.g2649.t1__Cnig_chr_I.g2234.t2","conserved","I"
"male","no DE","Cbr",-0.176733129055211,-2.59322459491936,"sig",1.59101410052011e-05,"I.g2651.t1__Cnig_chr_I.g2235.t1","trans only","I"
"male","no DE","no DE",-0.117170497853552,0.326600513396392,"non sig",0.507766194905854,"I.g2652.t3__Cnig_chr_I.g2243.t1","conserved","I"
"male","Cbr","Cbr",-0.386293965848607,-0.773922523214464,"sig",0.0485341631783335,"I.g2653.t2__Cnig_chr_I.g2247.t1","cis-trans (enhancing)","I"
"male","Cni","Cni",0.893887177010115,1.89758452173408,"non sig",0.0555723532716043,"I.g2655.t1__Cnig_chr_I.g2248.t1","cis only","I"
"male","no DE","no DE",0.000422409927824879,0.0542061474944457,"non sig",0.866932567246286,"I.g2656.t1__Cnig_chr_I.g2249.t1","conserved","I"
"male","no DE","Cbr",-0.0530112455814246,-1.25963954595448,"sig",0.0167770350364134,"I.g2657.t3__Cnig_chr_I.g2250.t2","trans only","I"
"male","no DE","no DE",0.552395793127419,-2.07393905524126,"non sig",0.160214659429929,"I.g2658.t1__Cnig_chr_I.g2251.t1","conserved","I"
"male","no DE","Cbr",0.0282699372870958,-1.14373344703871,"sig",0.00865458718327295,"I.g2659.t1__Cnig_chr_I.g2252.t1","trans only","I"
"male","no DE","Cbr",-1.21063818414724,-2.77968955403265,"non sig",0.117154373836146,"I.g2660.t1__Cnig_chr_I.g2253.t1","ambiguous","I"
"male","Cni","Cni",0.816836097090441,1.43290557634545,"non sig",0.0924623950531644,"I.g2663.t1__Cnig_chr_I.g2255.t1","cis only","I"
"male","no DE","no DE",0.00621186467434658,0.0661384158286643,"non sig",0.911413114601909,"I.g2664.t2__Cnig_chr_I.g2256.t1","conserved","I"
"male","no DE","no DE",-0.00871715959667314,0.0301254573952591,"non sig",0.934692121744255,"I.g2665.t1__Cnig_chr_I.g2257.t1","conserved","I"
"male","no DE","no DE",-0.0353961601256474,-0.112824498689198,"non sig",0.732994639982369,"I.g2666.t3__Cnig_chr_I.g2258.t3","conserved","I"
"male","no DE","no DE",-0.0031994774694276,0.440541465234568,"non sig",0.401240062156796,"I.g2667.t3__Cnig_chr_I.g2259.t2","conserved","I"
"male","no DE","no DE",0.0511667723423115,0.341358026233886,"non sig",0.270899472333319,"I.g2668.t1__Cnig_chr_I.g2260.t1","conserved","I"
"male","no DE","no DE",0.328686692458886,-0.320020645467152,"sig",0.0292130015706172,"I.g2669.t1__Cnig_chr_I.g2261.t1","ambiguous","I"
"male","no DE","Cni",0.0324816643832059,0.779874659013603,"non sig",0.126650222184517,"I.g2670.t1__Cnig_chr_I.g2262.t1","ambiguous","I"
"male","no DE","Cbr",-0.0606321734965575,-0.914177484514993,"non sig",0.138609179469409,"I.g2671.t1__Cnig_chr_I.g2263.t1","ambiguous","I"
"male","no DE","Cni",0.664996344114332,5.38435580591354,"sig",0.00520066017201629,"I.g2674.t1__Cnig_chr_I.g3085.t1","trans only","I"
"male","no DE","Cni",0.0284588317774127,1.05406856038529,"sig",0.00900379596645958,"I.g2675.t1__Cnig_chr_I.g2267.t1","trans only","I"
"male","no DE","Cbr",-0.132609985318707,-0.534623080800909,"non sig",0.0890821360964452,"I.g2676.t2__Cnig_chr_I.g2268.t1","ambiguous","I"
"male","no DE","no DE",0.317547851199254,0.0472461145673832,"non sig",0.623036537429949,"I.g2677.t1__Cnig_chr_I.g2269.t1","conserved","I"
"male","no DE","Cbr",0.048626947173982,-0.508604805639309,"sig",0.0161736438441434,"I.g2678.t1__Cnig_chr_I.g2270.t1","trans only","I"
"male","no DE","Cbr",0.0869584155959317,-0.93612849169512,"sig",0.0176673087758105,"I.g2679.t1__Cnig_chr_I.g2271.t1","trans only","I"
"male","no DE","no DE",0.145458092362389,0.202233937434823,"non sig",0.948158982925807,"I.g2680.t1__Cnig_chr_I.g2272.t2","conserved","I"
"male","no DE","no DE",0.00447603299606811,0.437004590675365,"non sig",0.0785856142927435,"I.g2682.t1__Cnig_chr_I.g2274.t2","conserved","I"
"male","no DE","Cbr",0.0372842926059212,-0.951082170630235,"non sig",0.0975510540226557,"I.g2683.t1__Cnig_chr_I.g2275.t1","ambiguous","I"
"male","no DE","Cni",0.0369740937462521,2.65087317750828,"sig",0.0220819167088222,"I.g2684.t1__Cnig_chr_I.g2276.t1","trans only","I"
"male","no DE","no DE",-0.190032666678941,0.00641067494836685,"non sig",0.633961564199748,"I.g2685.t3__Cnig_chr_I.g2277.t2","conserved","I"
"male","no DE","Cni",0.807471295614691,1.13280579700786,"non sig",0.748551523148213,"I.g2687.t1__Cnig_chr_I.g2278.t2","ambiguous","I"
"male","no DE","Cni",0.245208822236815,0.645633481283529,"non sig",0.178436042383343,"I.g2688.t1__Cnig_chr_I.g2279.t1","ambiguous","I"
"male","no DE","no DE",0.036517987547111,-0.487743835744889,"non sig",0.105048412189645,"I.g2689.t1__Cnig_chr_I.g2280.t1","conserved","I"
"male","no DE","Cni",1.46773725493036,4.04282033683653,"non sig",0.122039546768916,"I.g2691.t1__Cnig_chr_I.g2281.t1","ambiguous","I"
"male","no DE","no DE",0.0350899656136411,0.43483728461199,"non sig",0.137033458485536,"I.g2692.t1__Cnig_chr_I.g2282.t3","conserved","I"
"male","no DE","no DE",-0.00529148425735994,0.373180067200167,"non sig",0.447642473458645,"I.g2693.t1__Cnig_chr_I.g2283.t1","conserved","I"
"male","no DE","Cbr",-0.010825410201779,-0.725212733683521,"sig",0.0324921422612383,"I.g2694.t1__Cnig_chr_I.g2284.t4","trans only","I"
"male","no DE","no DE",-0.00474062091050679,-0.0551261498361084,"non sig",0.703106944341874,"I.g2695.t1__Cnig_chr_I.g2285.t1","conserved","I"
"male","no DE","Cni",-0.0108313891973781,0.531719715826099,"non sig",0.0607235638781007,"I.g2696.t1__Cnig_chr_I.g2286.t1","ambiguous","I"
"male","no DE","no DE",0.00206949984571595,-0.386777951341768,"non sig",0.132266707609031,"I.g2697.t1__Cnig_chr_I.g2287.t1","conserved","I"
"male","no DE","no DE",-0.0350370703171893,-0.149439414271104,"non sig",0.828788456442256,"I.g2698.t1__Cnig_chr_I.g2288.t1","conserved","I"
